depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,182,91,182,91,182,91,0.0390206,0.0898917,0,182,23
1,2,0,103,122,67,67,139,76,0.0336308,0.0801403,0,103,13
2,4,1,48.5,135,63,43,67,67,0.0184093,0.057174,0,64,8
3,6,2,31.3333,141,19,19,64,64,0.0123024,0.0475288,0,47,6
4,8,0,23.875,169,11,11,45,45,0.0075572,0.0395923,0,23,3
5,16,3,13.4375,208,5,5,28,28,0.0051231,0.0416613,0,16,2
6,24,10,9.66667,225,5,5,28,28,0.00565969,0.0446668,0,16,2
7,26,11,8.5,220,5,5,28,28,0.00494871,0.0425122,0,14,2
8,28,10,7.07143,216,11,11,11,12,0.00186661,0.0356116,0,11,2
9,36,16,5.44444,216,5,5,11,12,0.00164481,0.0349135,0,9,1
10,32,8,5.25,192,5,5,11,12,0.000823498,0.0283282,0,7,1
11,16,0,5,96,5,5,5,6,0,0.0117106,0,5,1
