depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,6987,1968,6987,1968,6987,1968,13.4193,15.707,0,6987,1016,4480,4480,471
1,2,0,3979.5,1347,3938,1213,4021,3938,11.6272,14.3334,0,3979,604,2225,2225,422
2,4,0,3171.25,1187.5,1772,1333,4549,3796,18.577,23.4685,0,3171,505,1653,1653,401
3,8,0,2043.12,927.5,999,821,3440,3440,20.6598,28.7322,0,2043,367,909,909,341
4,16,0,1352.12,717.438,436,409,3049,3049,23.1907,35.0514,0,1352,267,506,506,262
5,32,0,994.625,608.312,244,244,2799,2799,27.1229,47.3633,0,994,223,338,338,222
6,64,0,729.969,489.688,140,140,2884,2884,31.662,60.9638,0,729,175,224,224,175
7,128,0,534.305,390.867,56,56,2822,2822,46.187,89.1061,0,534,137,149,149,137
8,254,0,387.878,304.307,21,21,2463,2463,57.3473,109.94,0,387,104,98,98,104
9,508,0,275.337,225.874,11,11,2295,2295,72.4011,136.253,0,275,74,62,62,74
10,1002,0,192.93,163.144,5,5,2196,2196,87.6062,169.333,0,192,51,39,39,51
11,1906,0,136.369,117.089,5,5,2196,2196,104.215,203.832,0,136,35,25,25,35
12,3438,0,98.703,85.8866,5,5,1933,1933,118.294,244.77,0,98,24,16,16,24
13,5630,0,74.5091,65.0881,5,5,1563,1563,125.402,284.429,0,74,17,10,10,17
14,8296,0,57.9008,50.6444,5,5,1392,1392,123.497,313.437,0,57,13,7,7,13
15,11056,0,45.7683,40.0107,5,5,1311,1311,112.493,327.502,0,45,9,5,5,9
16,13212,0,37.5519,32.8847,5,5,1252,1252,97.4002,328.211,0,37,7,3,3,7
17,13882,0,31.4313,27.5958,5,5,1077,1077,73.5095,295.555,0,31,6,2,2,6
18,12868,0,27.795,24.4796,5,5,840,840,52.7579,248.273,0,27,5,2,2,5
19,10748,0,24.7012,21.8729,5,5,750,750,34.1731,190.25,0,24,4,1,1,4
20,8212,0,22.105,19.7505,5,5,639,639,20.4528,133.827,0,22,4,1,1,4
21,5916,0,20.2461,18.1903,5,5,535,535,11.9466,90.07,0,20,3,1,1,3
22,3946,0,18.4835,16.7681,5,5,367,367,6.10748,56.3754,0,18,3,0,0,3
23,2418,0,17.6522,16.086,5,5,307,307,3.35217,33.3846,0,17,3,0,0,3
24,1362,0,17.5367,15.9156,5,5,239,239,1.7132,18.7755,0,17,3,0,0,3
25,712,0,17.9888,16.2402,5,5,171,171,0.882353,10.3295,0,17,3,0,0,3
26,346,0,18.5376,16.6821,5,5,139,139,0.40035,5.24973,0,18,3,0,0,3
27,172,0,17.8488,16.0872,5,5,93,93,0.159726,2.53161,0,17,2,0,0,2
28,88,0,15.1932,13.8523,5,5,70,70,0.0509789,1.09843,0,15,2,0,0,2
29,48,0,13.625,12.7292,5,5,43,43,0.0199165,0.533555,0,13,2,0,0,2
30,26,0,11.4615,11.1923,5,5,33,33,0.0075013,0.240708,0,11,1,0,0,1
31,10,0,12,12,5,5,19,19,0.0021156,0.164468,0,12,2,0,0,2
