depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,57,66,57,66,57,66,0.0042361,0.0181529,0,57,15,0,0
1,2,0,126,135,67,67,185,189,0.0593173,0.108446,4,100,31,3,3
2,4,0,123.75,132.25,45,45,199,206,0.0658032,0.126404,12,56,31,2,0
3,8,1,136.143,149.286,59,59,217,257,0.209851,0.330217,9,81,35,2,1
4,14,1,119.692,126.692,34,34,228,228,0.291144,0.476809,11,71,29,3,1
5,26,3,113.783,123.652,21,21,248,248,0.452694,0.771614,10,68,29,3,1
6,46,9,99.9459,108.865,13,13,240,240,0.68396,1.16353,8,64,25,2,1
7,74,30,91.7727,99.9318,13,13,237,237,0.710319,1.24539,9,62,22,1,1
8,88,25,68.7143,73.8095,5,5,200,200,0.59019,1.14415,7,46,16,0,0
9,122,39,56.9036,62.506,16,16,157,157,0.571116,1.20347,5,37,13,0,0
10,164,58,43.9528,48.4623,5,5,143,143,0.450815,1.06334,5,30,10,0,0
11,202,76,32.627,36.4048,5,5,116,116,0.289086,0.834937,3,22,7,0,0
12,212,79,24.2481,27.7143,5,5,80,80,0.178144,0.599189,3,16,5,0,0
13,214,79,17.9852,20.7185,5,5,53,53,0.0920368,0.366563,3,11,3,0,0
14,188,64,12.371,14.621,5,5,44,44,0.039961,0.203546,3,7,2,0,0
15,148,45,9.18447,10.8932,5,5,28,28,0.0170907,0.111891,2,5,1,0,0
16,84,20,7.60938,8.89062,5,5,25,25,0.0083514,0.058221,3,4,1,0,0
17,24,8,7.375,8.625,5,5,17,17,0.000942,0.010395,2,3,1,0,0
18,10,3,6.14286,7.42857,5,5,9,9,0.0004722,0.0048234,2,3,1,0,0
19,2,0,5,6,5,5,5,6,6.37e-05,0.0008804,1,2,1,0,0
