depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,349,270,349,270,349,270,0.0177405,0.241885,0,349,218
1,2,0,257.5,426,217,217,298,237,0.0118377,0.270874,0,257,163
2,4,0,240.5,808,168,168,300,300,0.0177976,0.470598,0,240,154
3,8,0,222.125,1517,150,150,286,286,0.0330503,0.852888,0,222,143
4,16,0,201.062,2838,130,130,288,288,0.0574616,1.55561,0,201,134
5,32,0,184.375,5367,98,98,272,272,0.105197,2.72554,0,184,126
6,64,1,174.766,10422,98,98,280,280,0.199588,5.10262,0,177,125
7,126,6,161.968,19428,89,89,291,291,0.376237,9.2759,0,170,123
8,236,53,128.258,29189,74,74,335,335,0.558718,13.5038,0,165,122
9,356,91,119.354,41522,68,68,352,352,0.820318,18.6971,0,160,120
10,520,83,130.504,67489,52,52,371,371,1.35599,29.8198,0,155,118
11,800,217,107.855,86567,44,44,362,362,1.79031,38.4263,0,148,113
12,1076,279,104.556,113877,44,44,357,357,2.29327,49.811,0,141,109
13,1394,402,93.8802,133297,42,42,301,301,2.58634,57.5259,0,131,101
14,1728,599,83.3999,147279,42,42,295,295,2.93895,63.6075,0,127,98
15,2048,666,82.4487,173143,40,40,293,293,3.37727,74.7091,0,122,94
16,2454,848,76.088,192293,29,29,279,279,3.83316,82.4661,0,116,89
17,2876,1028,71.63,212681,17,17,266,266,4.23473,91.8613,0,111,85
18,3232,1119,69.2664,231638,17,17,255,255,4.61953,100.125,0,105,81
19,3660,1295,65.8134,249480,17,17,252,252,4.85282,108.293,0,101,77
20,4036,1453,62.9737,263800,17,17,244,244,5.21381,115.785,0,98,74
21,4378,1574,60.3109,274596,17,17,234,234,5.42438,118.319,0,94,71
22,4776,1700,57.8172,287492,17,17,229,229,5.73195,125.395,0,89,67
23,5172,1818,56.1305,302296,17,17,229,229,5.91095,130.979,0,86,64
24,5626,1831,55.7979,328332,12,12,219,219,6.32431,139.429,0,82,61
25,5986,2061,51.8882,325451,12,12,208,208,6.47608,140.278,0,79,58
26,6386,2194,49.1218,329224,12,12,203,203,6.50512,142.537,0,74,55
27,6884,2257,48.0619,347456,12,12,191,191,6.73195,149.639,0,71,52
28,7374,2596,44.746,347996,11,11,178,178,6.64606,149.059,0,69,50
29,7756,2797,42.2497,346594,11,11,166,166,6.53197,148.471,0,66,47
30,8156,2772,41.2792,356820,12,12,156,156,6.69389,158.829,0,62,44
31,8806,2971,39.764,372215,12,12,140,140,6.97083,165.24,0,60,42
32,9330,3029,38.1743,380578,12,12,136,136,6.94005,160.568,0,56,40
33,10014,3351,35.7389,383577,11,11,136,136,6.89116,160.483,0,53,37
34,10610,3849,32.2756,369132,10,10,136,136,6.75171,156.003,0,50,35
35,10974,3767,31.4894,373769,10,10,136,136,6.57971,155.09,0,47,33
36,11514,4203,29.63,370903,9,9,129,129,6.44011,153.576,0,46,32
37,12026,4406,27.9894,367784,8,8,120,120,6.15169,150.967,0,44,30
38,12616,4624,26.1118,361997,8,8,112,112,5.9658,146.691,0,41,27
39,5862,2231,27.5009,176039,7,7,96,96,2.93999,71.954,0,44,30
