depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,19,27,19,27,19,27,0.0001885,0.0080281,0,19,10
1,2,1,9.5,27,19,27,19,27,0.0004743,0.0091459,0,19,10
2,2,0,18,51,17,19,19,24,0.0005412,0.0107233,0,18,9
3,4,0,17.25,98,14,17,19,20,0.0016661,0.0249878,0,17,9
4,8,0,17.25,196,14,14,19,20,0.0022829,0.0458374,0,17,9
5,16,0,17.25,392,14,14,19,20,0.0048962,0.0932247,0,17,9
6,32,0,17.25,784,14,14,19,20,0.00926,0.178383,0,17,9
7,64,0,16.25,1472,14,14,19,20,0.015328,0.299113,1,16,8
8,128,0,15.25,2752,12,12,20,20,0.0321151,0.600898,1,15,8
9,256,0,13.75,4912,10,10,19,19,0.0542964,1.0303,2,13,7
10,512,0,11.5938,8320,7,7,19,19,0.0830767,1.64368,1,11,5
11,1020,0,9.56275,13739,5,5,17,17,0.123691,2.48651,1,8,4
12,1316,0,8.24468,15331,3,3,17,17,0.1265,2.56562,0,7,3
13,594,0,7.78283,6592,3,3,16,16,0.0475898,0.984897,1,6,3
14,150,0,7.30667,1566,3,3,14,14,0.005992,0.141557,1,3,3
15,220,57,5.47273,1723,3,3,14,14,0.0041811,0.125074,2,2,3
16,284,31,5.91901,2394,3,3,13,13,0.0073944,0.188778,2,2,2
17,352,12,5.98011,2987,3,3,13,13,0.0099663,0.253962,1,2,2
18,420,43,5.3381,3174,3,3,13,13,0.0096025,0.260401,2,2,2
19,466,21,5.41202,3560,3,3,13,13,0.01127,0.302339,1,2,2
20,504,40,5.11706,3636,3,3,13,13,0.0108332,0.305584,1,2,2
21,526,46,4.97529,3685,3,3,13,13,0.0106063,0.307585,1,2,2
22,554,57,4.85921,3789,3,3,13,13,0.0109238,0.316974,1,1,2
23,572,38,5.00524,4027,3,3,13,13,0.0120186,0.341409,1,2,2
24,608,42,4.92928,4212,3,3,13,13,0.0126045,0.359499,1,1,2
25,638,28,4.89812,4382,3,3,13,13,0.0132327,0.376506,1,1,2
26,646,13,4.87307,4405,3,3,13,13,0.0132341,0.383236,1,1,1
27,646,8,4.83437,4365,3,3,13,13,0.0130022,0.380249,1,1,1
28,650,4,4.83231,4388,3,3,13,13,0.0130704,0.383865,1,1,1
29,652,4,4.84202,4411,3,3,13,13,0.0136104,0.396632,1,1,1
30,660,2,4.85303,4475,3,3,13,13,0.0141704,0.413902,1,1,1
31,664,2,4.83584,4485,3,3,13,13,0.0135877,0.400073,1,1,1
32,664,2,4.8238,4473,3,3,13,13,0.0132265,0.390988,1,1,1
