depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,26,35,26,35,26,35,0.0005759,0.0109905,0,26,9,0,0,0
1,2,1,30,40,30,40,30,40,0.0011738,0.0098955,0,30,11,1,1,0
2,2,0,26,35,24,28,28,32,0.0019009,0.0169714,0,26,9,0,0,0
3,4,0,25.5,34.5,21,25,30,30,0.003871,0.0326276,0,25,9,0,0,0
4,8,0,24.25,32.75,16,20,30,30,0.0071876,0.0619548,0,24,8,0,0,0
5,16,0,24.25,32.75,16,16,30,30,0.015269,0.132766,0,24,8,0,0,0
6,32,0,24.25,32.75,16,16,30,30,0.0271165,0.237217,0,24,8,0,0,0
7,64,0,23,30.9375,16,16,28,28,0.0483368,0.443132,0,23,7,0,0,0
8,128,0,22.375,30.0312,16,16,28,28,0.0890548,0.851648,0,22,7,0,0,0
9,256,0,20.3438,27.1562,11,11,26,26,0.158114,1.47259,1,20,6,0,0,0
10,512,0,18.2812,24.2656,11,11,26,26,0.268588,2.54431,1,17,5,0,0,0
11,756,0,15.4934,20.4444,7,7,26,26,0.277226,2.95378,1,14,4,0,0,1
12,298,0,14.3322,18.9362,7,7,25,25,0.0854906,0.897197,1,11,4,0,0,2
13,184,0,10.913,14.3098,4,4,21,21,0.0325033,0.400384,1,8,3,0,0,3
14,102,0,10.451,13.7353,4,4,15,20,0.0082328,0.124434,1,3,3,0,0,3
15,136,21,10.6696,14.0348,4,4,15,15,0.007647,0.124905,2,3,3,0,0,3
16,178,32,9.99315,13.0959,4,4,15,15,0.0086743,0.144198,2,2,3,0,0,3
17,234,10,9.48214,12.3705,4,4,15,15,0.0179566,0.267317,1,3,2,0,0,2
18,364,58,9.24183,12.0294,4,4,15,15,0.0212976,0.33404,1,3,2,0,0,2
19,486,91,9.21519,11.9671,4,4,15,15,0.028148,0.436492,1,3,2,0,0,2
20,630,92,9.23792,11.9888,4,4,15,15,0.0384213,0.614332,1,3,2,0,0,2
21,798,151,9.31839,12.0943,4,4,15,15,0.0452317,0.731209,2,3,2,0,0,2
22,964,171,9.36696,12.1564,4,4,12,12,0.0516654,0.861127,2,3,2,0,0,2
23,1158,208,9.28,12.04,4,4,10,10,0.055324,0.978401,2,2,2,0,0,2
24,1340,219,8.94558,11.5941,4,4,10,10,0.0574775,1.09,2,2,2,0,0,2
25,1482,162,8.7,11.2667,4,4,10,10,0.0647102,1.28635,2,2,2,0,0,2
26,1588,114,8.28426,10.7123,4,4,10,10,0.0684356,1.42018,2,2,2,0,0,2
27,1696,96,7.85875,10.145,4,4,10,10,0.0694344,1.57316,2,2,2,0,0,2
28,1600,77,7.3585,9.478,4,4,10,10,0.0594821,1.48501,2,2,2,0,0,2
29,1374,34,6.94627,8.92836,4,4,10,10,0.0479638,1.32038,2,2,1,0,0,1
30,1120,28,6.62088,8.49451,4,4,10,10,0.0354274,1.07274,2,2,1,0,0,1
31,922,18,6.44248,8.25664,4,4,10,10,0.0275069,0.90678,2,2,1,0,0,1
32,734,4,6.20274,7.93699,4,4,10,10,0.0217926,0.75148,2,2,1,0,0,1
33,550,4,6.00549,7.67399,4,4,10,10,0.0154166,0.560259,2,2,1,0,0,1
34,442,0,5.90045,7.53394,4,4,10,10,0.0121037,0.474069,2,2,1,0,0,1
35,384,0,5.61719,7.15625,4,4,10,10,0.0103291,0.387507,2,2,1,0,0,1
36,286,0,5.3951,6.86014,4,4,10,10,0.0076188,0.278366,2,2,1,0,0,1
37,194,0,5.39175,6.85567,4,4,10,10,0.0051757,0.206677,2,2,1,0,0,1
38,140,0,5.17857,6.57143,4,4,7,9,0.0035917,0.135594,2,2,1,0,0,1
39,86,0,5.01163,6.34884,4,4,7,9,0.0022102,0.0878121,2,2,1,0,0,1
40,50,0,4.96,6.28,4,4,7,7,0.0012189,0.0448002,2,2,1,0,0,1
41,24,0,5,6.33333,4,4,7,7,0.0005677,0.0194485,2,2,1,0,0,1
42,14,0,4.42857,5.57143,4,4,7,9,0.0003142,0.0092641,2,2,1,0,0,1
43,4,0,4.75,6,4,4,7,7,8.32e-05,0.0031134,2,2,1,0,0,1
