depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,755,1011,755,1011,755,1011,0.0969379,0.311549,0,755,495,245,245
1,2,0,610,815.5,590,590,630,851,0.110379,0.280349,211,365,379,176,111
2,4,0,543.75,723.75,533,533,562,758,0.195031,0.529616,164,331,331,153,96
3,8,0,444.75,587.125,414,414,477,576,0.255829,0.706876,144,254,260,116,67
4,16,0,379.438,501.188,335,335,430,466,0.377414,1.10598,114,215,216,92,55
5,32,0,315.188,417.344,247,279,345,345,0.582948,1.76795,93,181,173,69,42
6,64,0,274.859,368.125,163,209,350,350,0.982592,3.30273,73,165,148,55,35
7,128,0,223.188,300.469,113,148,309,309,1.39708,4.93268,63,128,115,38,23
8,256,0,174.988,237.324,72,85,264,264,1.95156,7.30061,48,100,84,21,12
9,510,0,146.582,198.892,4,5,243,243,3.00397,11.6825,35,87,67,14,9
10,962,0,122.699,166.142,4,4,205,205,4.36846,18.0026,28,73,55,11,7
11,1778,0,100.562,135.913,4,4,184,184,6.14832,26.4245,22,60,43,7,5
12,2882,0,82.7248,111.288,4,4,176,176,7.75888,34.9145,17,50,34,5,3
13,4154,0,67.4064,90.5448,4,4,160,160,8.5114,42.0997,13,41,27,3,2
14,5382,0,54.916,73.2046,4,4,132,132,8.42208,44.7242,10,35,21,2,1
15,5490,0,46.0158,61.1903,4,4,131,131,6.83877,39.8296,8,30,17,1,1
16,5026,0,38.269,50.732,4,4,104,104,4.89735,31.1475,6,26,14,1,0
17,4812,0,30.235,39.8394,4,4,80,80,3.35004,23.5707,4,20,10,0,0
18,4250,2,24.0367,31.311,4,4,71,71,2.16612,16.7191,3,16,8,0,0
19,3678,5,20.8519,27.2262,4,4,62,62,1.55834,12.8972,3,15,6,0,0
20,2952,2,19.0783,25.0542,4,4,64,64,1.17535,10.0865,2,14,6,0,0
21,2236,21,19.3494,25.9684,4,4,66,66,0.919953,8.22296,2,15,6,0,0
22,1498,15,14.2063,18.6918,4,4,56,56,0.388817,3.7776,1,10,4,0,0
23,1142,26,12.793,16.5269,4,4,37,37,0.272882,2.64671,2,10,4,0,0
24,786,32,10.8024,14.069,4,4,28,28,0.142403,1.33954,1,7,3,0,0
25,690,53,9.1617,11.8038,4,4,21,21,0.102738,1.04366,2,7,2,0,0
26,520,67,7.59823,9.72185,4,4,19,19,0.0536154,0.604106,1,5,2,0,0
27,392,73,6.52038,8.31975,4,4,16,16,0.030776,0.396007,0,5,1,0,0
28,154,14,4.47143,5.6,4,4,10,10,0.0067924,0.119812,0,3,1,0,0
29,106,5,4,5,4,4,4,5,0.0039732,0.0935139,0,3,1,0,0
30,60,30,4,5,4,4,4,5,0.001128,0.0305466,0,4,1,0,0
