depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,219,127,219,127,219,127,0.0116793,0.0688958,0,219,56
1,2,0,144,199,109,109,179,115,0.0128165,0.0858552,0,144,39
2,4,0,91.5,281,45,45,120,103,0.0157459,0.105336,0,91,25
3,8,1,62,409,27,27,103,103,0.0171343,0.129398,0,70,20
4,14,3,43.5714,548,27,27,90,90,0.0185991,0.15004,0,55,16
5,22,5,35.3182,763,25,25,80,80,0.0224926,0.188344,0,45,14
6,34,8,30.0588,1041,22,22,77,77,0.0282252,0.247251,0,39,12
7,52,12,23.5,1321,11,11,73,73,0.02968,0.283638,0,30,9
8,80,22,18.075,1614,7,7,66,66,0.0327425,0.327834,0,24,7
9,116,33,14.9655,1979,4,4,53,53,0.0348323,0.379961,0,20,6
10,162,57,11.4136,2152,4,4,46,46,0.0344109,0.400286,0,17,5
11,198,71,9.76263,2288,4,4,35,35,0.0331093,0.409331,0,15,4
12,240,86,8.41667,2445,4,4,35,35,0.0276264,0.420657,0,13,3
13,284,110,7.14789,2493,4,4,25,25,0.0255105,0.411897,0,11,3
14,312,137,6.30769,2436,4,4,23,23,0.0237211,0.397412,0,11,3
15,322,137,5.96584,2400,4,4,16,18,0.0208069,0.377863,0,10,2
16,338,143,5.5355,2364,4,4,14,14,0.01885,0.359656,0,9,2
17,374,122,5.2246,2448,4,4,8,10,0.0147926,0.359781,0,7,1
18,444,183,3.96396,2204,4,4,8,8,0.011146,0.329287,0,6,1
19,366,0,4,1830,4,4,4,5,0,0.245504,0,4,1
