depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,54,65,54,65,54,65,0.000835,0.0173263,0,54,36
1,2,0,53,122,17,17,89,99,0.0020769,0.0296396,0,53,38
2,4,0,46.25,216,14,14,90,102,0.0027774,0.049459,0,46,31
3,8,1,36.375,346,15,15,109,125,0.0042401,0.0791155,0,41,28
4,14,4,32.1429,535,15,15,113,131,0.0065889,0.117511,0,45,31
5,20,4,33.35,794,5,5,121,140,0.0081596,0.16491,0,41,28
6,32,9,32.3438,1226,10,10,100,107,0.0127714,0.257479,0,45,30
7,46,13,28.4348,1580,5,5,106,106,0.0177604,0.364743,0,39,26
8,66,14,29.4697,2359,7,7,98,98,0.0246417,0.541113,0,37,25
9,100,25,27.88,3397,5,5,108,108,0.0324573,0.740797,0,37,25
10,146,35,26.6027,4736,3,3,103,103,0.0450708,1.03967,0,34,23
11,212,48,26.4953,6890,3,3,101,101,0.0643467,1.47167,0,34,22
12,294,61,25.7177,9339,3,3,115,115,0.0866152,1.97615,0,32,21
13,410,93,24.9122,12676,3,3,106,106,0.117292,2.65649,0,32,21
14,562,126,24.6246,17116,3,3,92,92,0.158587,3.56109,0,31,20
15,760,194,22.7513,21521,3,3,95,95,0.197764,4.42977,0,30,19
16,914,226,22.0361,25288,3,3,95,95,0.230941,5.1188,0,29,18
17,1086,246,21.4991,29529,3,3,86,86,0.262074,5.90044,0,27,17
18,1298,313,19.4438,32040,3,3,100,100,0.284459,6.44041,0,25,15
19,1474,358,18.3507,34625,3,3,103,103,0.294823,6.76025,0,24,14
20,1434,364,17.325,31964,3,3,74,74,0.271465,6.27271,0,23,14
21,1362,333,15.6916,27585,3,3,73,73,0.218167,5.25611,0,20,12
22,1154,285,14.3605,21558,3,3,67,67,0.161981,4.06239,0,19,11
23,928,247,12.4106,15109,3,3,51,51,0.105471,2.79469,0,16,9
24,774,201,11.1628,11398,3,3,42,42,0.0748583,2.0717,0,15,8
25,610,177,9.61803,7788,3,3,59,59,0.0488237,1.39196,0,13,7
26,506,149,8.71344,5850,3,3,49,49,0.0358652,1.06554,0,12,6
27,412,133,7.25243,4023,3,3,34,34,0.022739,0.707638,0,10,5
28,288,93,6.26736,2468,3,3,31,31,0.0129465,0.4287,0,9,4
29,208,60,5.65865,1612,3,3,30,30,0.0076624,0.278787,0,7,4
30,138,34,5.51449,1044,3,3,20,20,0.0048213,0.173366,0,7,3
31,98,27,4.2449,578,3,3,18,18,0.0021856,0.0940577,0,5,2
32,58,17,3.87931,317,3,3,12,12,0.000994,0.0506933,0,5,2
33,30,8,3.33333,143,3,3,11,11,0.0003783,0.0229401,0,4,2
34,14,3,3,58,3,3,7,7,8.49e-05,0.0091994,0,3,1
35,2,1,2.5,7,5,7,5,7,2.12e-05,0.0011939,0,5,2
36,2,0,3,8,3,3,3,4,0,0.0012884,0,3,1
