depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,29,39,29,39,29,39,0.0012574,0.018355,0,29,10
1,2,1,29,39,29,39,29,39,0.0019699,0.0153,0,29,10
2,2,0,28.5,38.5,24,32,33,33,0.0033542,0.026632,0,28,10
3,4,0,24.75,33.25,20,20,34,34,0.0070956,0.0495135,3,24,9
4,8,0,21,28,13,13,34,34,0.0100959,0.0722067,2,20,7
5,16,0,18.3125,24.25,8,10,31,31,0.0144084,0.11133,1,17,6
6,28,0,15.8929,21,11,11,31,31,0.0155557,0.12589,1,14,5
7,20,0,9.7,12.5,7,7,16,16,0.0046068,0.0519454,0,7,2
8,22,0,7.86364,10.1364,4,4,13,13,0.0029066,0.0375956,1,5,2
9,6,0,7,9,7,7,7,9,0.0004728,0.0063183,1,3,2
10,6,3,7,9,7,7,7,9,0,0.0010508,2,0,2
11,6,3,7,9,7,7,7,9,0,0.0010302,2,0,2
12,6,1,7,9,7,7,7,9,0.000243,0.005673,1,2,2
13,8,1,7,9,7,7,7,9,0.0002517,0.0049097,1,2,2
14,10,2,7,9,7,7,7,9,0.0001962,0.0052506,1,1,2
15,14,0,5.57143,7,4,4,8,9,0.0004296,0.0086239,2,2,1
16,10,0,5.2,6.6,4,4,7,9,0.0002622,0.0097362,1,3,1
17,4,0,7,9,7,7,7,9,0.0001,0.0026779,1,2,2
18,4,0,7,9,7,7,7,9,0.0001168,0.0025415,1,2,2
19,4,0,7,9,7,7,7,9,0.0001394,0.0030982,1,2,2
20,6,0,4,5,4,4,4,5,0.0002524,0.0049835,2,2,1
