depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,95,109,95,109,95,109,0.0018452,0.0391791,0,95,69,55,55,0
1,2,0,110,124.5,102,102,118,135,0.00458281,0.0604528,19,70,84,69,44,0
2,4,0,99.75,111,89,89,121,135,0.00753308,0.0970204,23,62,74,63,37,0
3,8,0,96,106.875,68,68,145,145,0.0132114,0.184697,15,70,71,60,44,0
4,16,0,93.8125,105.125,45,45,167,182,0.0212568,0.337266,14,70,70,59,43,0
5,32,2,85.3667,96.8,17,17,197,197,0.0376117,0.588032,13,62,64,53,38,0
6,60,4,79.3214,89.4821,7,7,210,210,0.0652677,1.0232,12,60,59,49,37,0
7,112,19,76.8817,87.2903,10,10,207,222,0.110848,1.7307,10,61,57,47,38,0
8,186,29,71.9236,82.3057,7,7,273,273,0.174447,2.7736,9,58,54,43,35,0
9,314,54,66.3077,75.7231,3,3,261,261,0.25927,4.11208,10,52,49,40,32,0
10,510,98,63.6068,72.6286,3,3,259,259,0.396285,6.16322,9,50,47,38,30,0
11,740,153,61.925,71.0545,3,3,244,244,0.563749,8.72124,9,50,45,36,29,0
12,1100,242,57.1538,65.648,3,3,333,333,0.739827,11.6145,8,46,41,33,27,0
13,1438,323,55.3704,63.8404,3,3,260,260,0.909242,14.3363,9,44,40,31,25,0
14,1828,443,53.6729,61.8274,3,3,250,250,1.09775,17.3691,8,43,38,30,25,0
15,2020,502,52.4881,60.4242,3,3,244,244,1.16697,18.3852,8,41,37,29,24,0
16,2162,527,50.6844,58.5425,3,3,258,258,1.22193,19.2723,8,40,36,28,23,0
17,2278,597,49.5027,57.1237,3,3,269,269,1.22883,19.3273,8,40,35,27,23,0
18,2282,620,48.7064,56.3261,3,3,199,199,1.16586,18.2027,8,38,34,27,22,0
19,1932,512,49.3049,56.9331,3,3,225,225,1.00752,15.6418,9,38,35,27,22,0
20,1716,437,47.5098,54.9453,3,3,207,207,0.86471,13.3361,9,36,33,26,21,0
21,1428,380,46.6908,54.1574,3,3,188,188,0.682872,10.4935,9,35,32,25,20,0
22,1312,385,44.507,51.6882,3,3,202,202,0.557906,8.51192,9,33,31,23,18,0
23,1122,326,42.2839,49.0704,3,3,203,203,0.447737,6.85983,9,31,29,22,18,0
24,590,198,39.5816,45.9745,3,3,182,182,0.194545,2.92858,10,27,27,20,15,0
25,502,174,37.4055,43.6037,3,3,171,171,0.151027,2.25421,9,25,25,19,14,0
26,442,165,34.8303,40.9675,3,3,153,153,0.114768,1.74244,9,23,23,17,13,0
27,398,154,32.2049,37.7664,3,3,144,144,0.0897378,1.37,9,21,21,15,11,0
28,364,134,29.9478,35.1696,3,3,111,111,0.0755856,1.16499,8,19,19,14,10,0
29,324,133,28.1099,32.9581,3,3,100,100,0.0594149,0.925435,8,18,18,13,9,0
30,284,110,24.7644,29.2011,3,3,118,118,0.0455908,0.719789,7,15,15,11,8,0
31,266,107,24.1509,28.4654,3,3,153,153,0.0409793,0.648751,7,15,15,10,8,0
32,238,98,20.9214,24.85,3,3,69,69,0.0273077,0.452601,6,12,12,8,5,0
33,212,88,19.0161,22.75,3,3,60,60,0.0202517,0.340643,6,10,11,7,4,0
34,202,87,18.7652,22.1565,3,3,94,94,0.0198565,0.338934,5,11,11,7,5,0
35,182,81,16.396,19.6337,3,3,60,60,0.0128675,0.225139,5,8,9,5,3,0
36,174,77,13.8454,16.8866,3,3,51,51,0.00983091,0.180549,4,7,7,4,2,0
37,166,74,12.8152,16.0761,3,3,47,47,0.00881849,0.16838,4,7,6,3,2,0
38,158,74,11.5238,14.7857,3,3,43,43,0.00717968,0.141022,4,6,6,2,1,0
39,152,70,10.0244,13.0244,3,3,39,39,0.0054643,0.118682,3,5,5,2,1,0
40,134,65,8.94203,11.6087,3,3,38,38,0.00400399,0.0900936,3,4,4,1,1,0
41,126,60,7.28788,9.77273,3,3,21,21,0.0025905,0.0693549,2,3,3,0,0,0
42,106,52,6.07407,8.22222,3,3,17,17,0.00160291,0.0478109,2,3,2,0,0,0
43,90,42,5.9375,7.91667,3,3,22,22,0.0018269,0.0504314,1,3,2,0,0,0
44,68,32,5.13889,6.97222,3,3,13,13,0.000918599,0.0286447,1,2,2,0,0,0
45,40,19,4.90476,6.71429,3,3,9,10,0.000484105,0.0168148,1,2,1,0,0,0
46,30,15,4.73333,6.53333,3,3,7,7,0.000372399,0.0132287,1,2,1,0,0,0
47,20,10,4.6,6.4,3,3,9,9,0.000320505,0.0099677,1,3,1,0,0,0
48,16,8,4.25,5.75,3,3,9,9,0.000203102,0.0071479,1,3,1,0,0,0
49,6,3,3.66667,5,3,3,5,5,5.3597e-05,0.0019776,1,2,1,0,0,0
50,4,2,3,4,3,3,3,4,2.6797e-05,0.0013142,1,2,1,0,0,1
