depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,19,25,19,25,19,25,0.0002075,0.0090602,0,19,11,5,5
1,2,0,16,21,11,15,21,21,0.000331,0.0047651,5,10,9,4,3
2,4,0,15.75,21,7,7,26,26,0.0006865,0.0109815,2,10,9,4,2
3,8,2,16.3333,21.8333,7,7,24,24,0.0013968,0.0180132,3,10,9,4,2
4,12,2,15.2,20.4,7,7,23,23,0.0013778,0.0197143,4,7,8,3,1
5,20,3,13.6471,18.2353,7,7,23,23,0.0024019,0.0352968,2,8,7,2,1
6,34,9,11.76,16,5,5,24,24,0.0031111,0.0450203,3,6,6,1,0
7,50,11,12.5128,16.9231,5,5,26,26,0.004982,0.0761305,2,7,6,1,1
8,72,21,11.9216,16.1373,5,5,34,34,0.0060964,0.091987,3,7,6,1,1
9,92,25,10.4776,14.2388,3,3,42,42,0.0056247,0.0897218,2,6,5,1,0
10,112,35,10.2338,14,3,3,28,28,0.0069522,0.109068,2,6,4,1,0
11,108,33,9.53333,13.1067,3,3,23,23,0.0055874,0.0910341,2,5,4,1,0
12,96,29,8.70149,11.9701,3,3,25,25,0.004855,0.0803079,2,5,4,0,0
13,90,31,7.23729,10.0169,3,3,19,19,0.0031647,0.0571683,2,4,3,0,0
14,70,26,5.79545,7.86364,3,3,12,12,0.0016907,0.0339772,2,3,2,0,0
15,42,18,6.04167,8.25,3,3,15,15,0.0008466,0.017782,2,3,2,0,0
16,24,11,6.15385,8.53846,3,3,10,10,0.0004832,0.0100665,3,3,2,0,0
17,20,8,4.33333,5.91667,3,3,7,7,0.0002421,0.0060073,2,2,1,0,0
18,6,3,4.33333,6,3,4,5,5,4.46e-05,0.0013875,2,2,1,0,0
19,4,2,3,4,3,3,3,4,3.1e-05,0.0010244,2,2,1,0,0
