depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,50,67,50,67,50,67,0.0008854,0.01666,0,50,27,10,10
1,2,0,47.5,64,45,45,50,66,0.0012713,0.0156712,12,29,28,11,8
2,4,0,38.75,53,33,33,44,56,0.0019053,0.0223481,11,24,22,8,5
3,8,0,37.5,51,29,29,46,49,0.006596,0.0633238,9,23,22,8,6
4,16,0,31.625,43.6875,22,22,41,41,0.0060812,0.073765,9,20,18,6,4
5,32,0,27.25,37.6875,17,20,40,40,0.0114208,0.134111,7,17,15,4,3
6,64,0,23.875,33.0938,7,10,40,40,0.0155781,0.207729,6,16,13,4,3
7,128,0,21.2422,29.3516,3,4,41,41,0.0272105,0.376261,5,14,11,3,2
8,222,0,18.2928,25.4324,3,3,34,34,0.0393535,0.548101,4,12,9,2,2
9,216,0,16.1852,22.2778,3,3,30,30,0.0331874,0.477306,3,11,8,2,2
10,204,0,13.3284,18.4363,3,3,30,30,0.0249012,0.379294,3,9,7,1,1
11,188,0,11.2713,15.5851,3,3,30,30,0.0187176,0.277317,2,7,5,1,1
12,170,0,9.28824,12.8,3,3,23,23,0.0138461,0.213595,2,6,4,1,0
13,176,0,7.18182,10.0057,3,3,16,16,0.0098489,0.160104,2,4,3,0,0
14,110,1,6.29358,8.7156,3,3,16,16,0.0053803,0.0915282,2,4,2,0,0
15,108,0,5.07407,7.07407,3,3,10,10,0.0040443,0.0748143,1,3,2,0,0
16,72,2,4.37143,6.04286,3,3,9,9,0.0022935,0.0474747,1,3,1,0,0
17,46,1,3.4,4.6,3,3,7,7,0.0009752,0.0218489,0,2,1,0,0
18,32,3,3.89655,5.34483,3,3,5,5,0.0008797,0.0208932,0,3,1,0,0
19,10,2,3,4,3,3,3,4,0.0001588,0.0038532,0,2,1,0,0
20,6,3,3,4,3,3,3,4,6.19e-05,0.0019661,0,3,1,0,0
