depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,80,97,80,97,80,97,0.0034422,0.0235082,0,80,36,15,15
1,2,0,70.5,84.5,67,67,74,87,0.0063931,0.0257892,13,39,31,14,6
2,4,0,67.5,82.5,63,66,73,82,0.0109422,0.0494059,10,39,31,12,6
3,8,1,60.8571,74.8571,40,40,79,99,0.0131735,0.064134,11,28,28,11,3
4,14,0,50,60.8571,18,18,82,93,0.0267209,0.118571,8,28,21,7,3
5,28,5,43.7826,52.5217,14,14,76,104,0.0250486,0.132824,7,23,17,6,2
6,46,10,34.5278,41.25,11,11,63,86,0.0325485,0.165949,6,20,13,4,2
7,72,22,27.44,33.02,10,10,75,103,0.0309173,0.171189,5,15,9,2,1
8,100,41,25.2542,30.8136,7,7,93,131,0.0299104,0.182348,5,14,8,1,0
9,118,46,21.5278,26.4167,8,8,88,88,0.0299532,0.184132,4,12,7,1,0
10,144,59,17.1647,21.2941,7,7,49,49,0.0237816,0.163602,3,8,5,0,0
11,168,70,13.5714,17.1633,4,4,41,41,0.0226865,0.158872,3,7,4,0,0
12,184,79,11.1714,14.1238,4,4,32,32,0.0162552,0.136282,2,6,3,0,0
13,160,69,8.87912,11.3516,4,4,30,30,0.01006,0.0925015,2,5,2,0,0
14,130,49,7.53086,9.51852,4,4,20,20,0.0060786,0.0655156,1,4,2,0,0
15,86,25,5.65574,7.13115,4,4,13,13,0.0023331,0.0332705,1,2,1,0,0
16,32,7,4.44,5.56,4,4,8,10,0.000691,0.0111345,1,2,1,0,0
17,4,1,4,5,4,4,4,5,7.42e-05,0.0014691,1,2,1,0,0
