depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,68,87,68,87,68,87,0.0028245,0.0219335,0,68,29
1,2,0,79,201,64,64,94,119,0.0081824,0.0481152,0,79,34
2,4,1,61.25,311,58,58,124,155,0.0134054,0.0732214,0,81,36
3,6,0,74.3333,543,39,39,130,160,0.0222022,0.128857,0,74,31
4,12,1,53.0833,795,18,18,123,125,0.0210652,0.148402,0,57,24
5,22,7,33.5909,933,15,15,102,148,0.0212607,0.170141,0,49,19
6,30,11,28.6,1054,14,14,83,86,0.0232706,0.191175,0,45,17
7,38,14,22.4211,1073,7,7,86,86,0.0227383,0.189825,0,35,13
8,46,17,21.0652,1225,4,4,105,105,0.024879,0.216204,0,33,12
9,52,20,20.5,1330,7,7,91,91,0.0261435,0.228455,0,33,12
10,64,27,14.375,1158,7,7,59,59,0.0181197,0.190489,0,24,8
11,72,30,11.0694,1010,4,4,61,61,0.0140427,0.16299,0,18,6
12,80,30,8.1875,817,4,4,38,38,0.0082095,0.126417,0,13,3
13,76,31,5.72368,543,4,4,26,26,0.0038494,0.0807597,0,9,2
14,56,22,4.14286,294,4,4,14,18,0.001494,0.0413684,0,6,1
15,20,8,2.55,64,4,4,7,7,3.36e-05,0.0085721,0,4,1
16,2,1,3.5,9,7,9,7,9,3.22e-05,0.0012444,0,7,2
17,2,0,4,10,4,4,4,5,0,0.0012708,0,4,1
