depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,197,123,197,123,197,123,0.0125203,0.0697087,0,197,51
1,2,0,166,205,101,101,231,125,0.018213,0.103715,0,166,45
2,4,0,112.75,324,65,65,208,120,0.0231767,0.137759,0,112,31
3,8,2,61,396,41,41,136,98,0.0207916,0.137996,0,81,23
4,12,2,55.4167,562,30,30,156,102,0.0224296,0.170097,0,66,19
5,20,3,42.2,787,21,21,80,80,0.0261492,0.207234,0,49,15
6,34,11,26.8529,901,8,8,80,80,0.0269031,0.217885,0,39,12
7,46,11,23.0435,1104,4,4,76,76,0.0263434,0.243285,0,30,9
8,66,17,19.2424,1373,4,4,52,52,0.0295073,0.288112,0,25,7
9,94,21,15.9894,1674,4,4,53,53,0.0290317,0.331259,0,20,6
10,140,36,11.8,1914,4,4,44,44,0.026378,0.405785,0,15,4
11,200,58,9.435,2229,4,4,35,35,0.0274439,0.448854,0,13,3
12,270,103,7.41852,2406,4,4,32,32,0.0250782,0.406219,0,11,3
13,310,131,6.49355,2442,4,4,32,32,0.0238977,0.405496,0,11,3
14,334,146,6.05689,2473,4,4,22,22,0.0231647,0.404787,0,10,2
15,344,139,5.65116,2406,4,4,20,20,0.0200918,0.381116,0,9,2
16,356,146,5.26404,2362,4,4,14,18,0.0167629,0.358898,0,8,2
17,400,162,4.7225,2361,4,4,12,12,0.0135601,0.351594,0,7,2
18,462,176,3.99784,2314,4,4,8,10,0.0102054,0.347483,0,6,1
19,356,0,4,1780,4,4,4,5,0,0.240112,0,4,1
