depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,213,97,213,97,213,97,0.0772601,0.165643,0,213,25,48,48
1,2,0,97.5,58.5,64,64,131,74,0.0827878,0.124019,11,66,14,12,12
2,4,1,58,42,37,37,73,64,0.0153736,0.0270527,8,19,8,1,0
3,6,2,43.75,34.25,35,33,64,64,0.0049764,0.01261,6,10,6,0,0
4,8,2,32.1667,27,9,9,64,64,0.0062448,0.0175423,4,9,5,0,0
5,12,4,22,21.25,9,9,39,39,0.0033548,0.011842,4,5,3,0,0
6,16,4,16.1667,16.5833,9,9,25,25,0.0034557,0.0165335,3,5,2,0,0
7,24,9,12.7333,13.4667,5,5,25,25,0.0009735,0.0086178,2,2,2,0,0
8,28,8,9.9,11.15,5,5,11,12,0.0019225,0.0149588,1,2,1,0,0
9,36,16,9.9,11.15,5,5,11,12,0.0004727,0.007662,2,0,1,0,0
10,36,8,6.64286,7.67857,5,5,11,11,0.0008239,0.0117037,2,1,1,0,0
11,16,0,5,6,5,5,5,6,0.000604,0.0071094,2,2,1,0,0
