depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,7,10,7,10,7,10,9.25e-05,0.0074512,0,7,3
1,2,0,5,7,3,3,7,10,6.91e-05,0.0038304,0,5,2
2,4,1,5,7,3,3,7,7,0.0002002,0.0096576,0,5,2
3,6,1,9.4,13,3,3,25,35,0.000742,0.0210606,0,9,4
4,10,2,8.5,11.375,3,3,22,26,0.0010708,0.0332141,0,8,4
5,16,6,9.6,12.5,3,3,19,23,0.0017553,0.043392,0,9,4
6,14,2,8.5,11.25,3,3,20,20,0.0012796,0.034959,0,8,4
7,22,2,6.7,8.95,3,3,18,18,0.0012233,0.0474471,0,6,3
8,26,8,8.44444,11.2778,3,3,23,23,0.0017136,0.0503663,0,8,4
9,20,3,6.58824,9,3,3,18,18,0.0008852,0.0360937,0,6,3
10,2,0,5,7,5,5,5,7,3.47e-05,0.0022654,0,5,2
11,2,0,6,8.5,5,5,7,10,7.85e-05,0.0024277,0,6,2
12,2,0,3,4,3,3,3,4,0,0.0021549,0,3,1
