depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,159,223,159,223,159,223,0.0083477,0.0509312,0,159,85,23,23
1,2,0,105.5,147,100,111,111,140,0.0109425,0.0403615,29,63,48,7,4
2,4,0,86.5,121,73,85,103,103,0.0127856,0.0642122,19,54,36,2,1
3,8,0,73.125,101.625,48,48,96,96,0.0245353,0.113275,14,47,29,1,1
4,16,0,65,89.9375,38,38,97,97,0.0355237,0.185874,11,44,25,1,0
5,32,0,54.875,76.3438,24,24,97,97,0.0526769,0.304326,9,37,21,0,0
6,64,0,41.6875,56.5469,4,5,82,82,0.0749915,0.433738,8,27,15,0,0
7,110,0,37.2,50.4727,4,4,85,85,0.112955,0.7245,6,27,13,0,0
8,146,0,32.3014,43.4726,4,4,71,71,0.12159,0.833615,4,23,11,0,0
9,158,0,25.8038,34.4684,4,4,73,73,0.0977851,0.62089,3,18,8,0,0
10,160,0,19.1062,25.1812,4,4,71,71,0.0661555,0.457651,3,13,6,0,0
11,144,0,16.8194,21.7083,4,4,59,59,0.0492103,0.395395,2,13,5,0,0
12,118,0,15.6525,20.4576,4,4,43,43,0.0343572,0.275384,2,11,4,0,0
13,88,0,11.3068,14.625,4,4,34,34,0.0145497,0.133307,2,6,3,0,0
14,90,0,9.86667,12.9111,4,4,28,28,0.0129963,0.130661,2,6,3,0,0
15,74,0,7.25676,9.35135,4,4,25,25,0.0059515,0.0786636,1,4,2,0,0
16,62,0,6.59677,8.48387,4,4,17,17,0.005395,0.0696722,2,5,1,0,0
17,56,1,5.41818,6.85455,4,4,12,12,0.0032901,0.0504458,1,4,1,0,0
18,28,1,4.85185,6.07407,4,4,8,8,0.0015199,0.025269,0,4,1,0,0
19,12,2,4,5,4,4,4,5,0.0004113,0.0092533,0,4,1,0,0
20,2,1,4,5,4,5,4,5,3.53e-05,0.0009838,0,4,1,0,0
