depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,26,32,26,32,26,32,0.0004679,0.014125,0,26,16,10,10
1,2,0,23,27.5,21,24,25,25,0.0006139,0.0080242,5,14,14,9,6
2,4,0,20.75,26,13,15,32,32,0.0008054,0.0123388,4,11,13,7,4
3,8,0,26,32.25,12,12,47,49,0.002601,0.0387859,3,17,17,10,7
4,16,6,27.6,33.6,7,7,58,58,0.0032001,0.0421868,7,14,18,12,6
5,20,3,24.9412,30.5882,3,3,52,52,0.0054044,0.0718196,5,15,16,10,6
6,34,11,23.5217,28.913,3,3,46,54,0.0066372,0.0848096,6,13,15,10,5
7,44,15,22.5517,27.6897,7,7,45,45,0.0069701,0.0977483,6,14,14,9,6
8,58,14,20.4773,25.5682,5,5,47,50,0.0081874,0.119935,5,12,12,7,4
9,86,25,18.5574,23.4098,3,3,43,48,0.0099604,0.146124,5,10,11,6,3
10,118,39,16.443,21.1899,5,5,39,39,0.0125754,0.176078,4,10,9,4,3
11,154,52,13.6471,17.8431,3,3,34,34,0.0127138,0.181105,4,8,7,3,2
12,188,70,12.3559,16.3475,3,3,32,32,0.0124283,0.185375,3,7,6,2,1
13,162,59,11.0291,14.8544,3,3,31,31,0.0085449,0.133785,3,6,5,2,1
14,158,59,9.07071,12.2828,3,3,24,24,0.0063135,0.103981,3,4,4,1,0
15,134,39,7.02105,9.64211,3,3,20,20,0.0045499,0.0794117,2,3,3,0,0
16,108,34,6.5,8.97297,3,3,14,14,0.0030274,0.0560007,2,3,2,0,0
17,86,21,5.38462,7.43077,3,3,13,13,0.0019236,0.0375199,2,2,2,0,0
18,68,20,4.58333,6.33333,3,3,9,9,0.0011847,0.0246947,1,2,1,0,0
19,36,11,4.04,5.56,3,3,7,7,0.0004395,0.0104461,2,2,1,0,0
20,14,5,3.66667,5,3,3,5,7,0.0001153,0.0034547,2,1,1,0,0
21,4,1,3,4,3,3,3,4,2.21e-05,0.0008469,2,1,1,0,0
