depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,197,93,197,93,197,93,0.0499525,0.105977,0,197,24,46,46
1,2,0,93,56.5,54,54,132,75,0.0538192,0.0848099,12,58,13,12,9
2,4,1,59.3333,41.6667,54,44,64,60,0.0209923,0.0359746,8,22,8,3,2
3,6,2,44,33.25,17,17,64,60,0.0046633,0.013624,6,8,6,2,0
4,8,0,18.75,18.25,5,5,35,33,0.0078436,0.023416,3,10,3,0,0
5,14,3,15.3636,15.6364,9,9,27,24,0.006205,0.026689,3,7,2,0,0
6,22,9,16.8462,16.7692,9,9,27,27,0.0066324,0.0198108,2,3,2,0,0
7,26,10,13.625,13.9375,5,5,27,27,0.0009942,0.0089649,2,1,2,0,0
8,28,10,10.8889,11.9444,9,9,11,12,0.0024467,0.0162072,2,2,2,0,0
9,36,16,9.7,10.75,5,5,11,12,0.0001485,0.0055296,2,0,1,0,0
10,32,8,6.91667,7.95833,5,5,11,11,0.0006215,0.0094755,2,1,1,0,0
11,16,0,5,6,5,5,5,6,0.0005964,0.0069588,3,2,1,0,0
