depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,867,983,867,983,867,983,0.637825,0.874953,0,867,327,112,112,0
1,2,0,886.5,1014.5,630,630,1143,1341,1.14136,1.44227,92,515,330,110,54,0
2,4,0,746.75,833.5,550,550,998,998,2.26203,2.76554,99,441,256,74,35,0
3,8,0,627.25,742.125,141,141,1024,1024,3.96877,4.87722,73,368,233,56,32,0
4,16,0,600.375,699.125,82,82,1336,1360,6.1518,7.7335,79,319,221,57,27,0
5,32,4,604.286,697.214,166,166,1775,1775,10.1719,13.0686,75,342,218,59,29,0
6,56,2,512.556,580.037,62,62,1656,1712,17.5305,22.2001,68,294,179,50,27,0
7,106,16,488.767,553.289,33,33,2109,2109,27.8122,35.277,65,283,170,48,25,0
8,176,31,438.317,499.745,17,17,1834,1834,45.6321,57.2112,58,275,154,42,25,0
9,288,76,420.217,477.127,5,5,1738,1738,63.6529,79.9599,53,281,144,38,25,0
10,408,97,385.151,433.666,9,9,1773,1773,84.6759,106.801,47,257,128,33,22,0
11,598,152,349.657,391.765,5,5,2015,2015,98.0524,125.582,43,232,114,28,18,0
12,848,187,318.455,354.997,5,5,1823,1823,114.82,149.225,40,208,101,23,15,0
13,1226,310,283.643,314.439,9,9,1767,1767,132.685,176.236,36,187,88,20,14,0
14,1652,450,256.346,283.592,9,9,1384,1384,144.601,196.216,32,171,78,17,12,0
15,2098,571,227.174,249.447,5,5,1195,1195,148.656,205.445,29,150,67,13,9,0
16,2562,716,201.79,221.101,5,5,1288,1288,145.399,206.28,25,133,59,11,7,0
17,3030,894,174.857,191.526,5,5,1153,1153,130.271,194.02,22,114,50,8,5,0
18,3372,1047,154.393,168.269,5,5,1199,1199,113.538,179.771,20,100,43,6,4,0
19,3612,1135,131.85,143.453,5,5,906,906,97.8287,164.166,17,83,35,4,3,0
20,3796,1236,111.812,121.197,5,5,920,920,66.3332,119.537,14,71,29,3,2,0
21,3802,1307,96.6814,105.075,5,5,778,778,49.8442,94.5131,13,60,24,2,1,0
22,3716,1349,80.5619,87.3604,5,5,592,592,32.7059,67.3293,11,49,20,1,1,0
23,3544,1368,65.1824,70.6222,5,5,548,548,19.7529,44.5662,9,38,15,0,0,0
24,3348,1341,52.7514,57.0653,5,5,396,396,11.2993,29.8498,7,31,12,0,0,0
25,3096,1255,41.1336,45.0663,5,5,341,341,6.77635,20.478,6,23,9,0,0,0
26,2882,1175,32.0855,35.3029,5,5,234,234,3.75006,13.3806,5,18,7,0,0,0
27,2576,1021,23.809,26.6463,5,5,160,160,1.8254,8.08563,4,13,5,0,0,1
28,2202,834,18.2178,20.739,5,5,97,97,0.939541,5.15965,3,10,4,0,0,1
29,1740,603,14.1284,16.3474,5,5,86,86,0.471291,3.20948,3,7,3,0,0,1
30,1266,397,11.1047,13.0806,5,5,45,45,0.198477,1.84495,3,5,2,0,0,1
31,812,237,9.33739,11.1235,5,5,36,36,0.0857508,1.02141,3,4,2,0,0,1
32,426,117,7.77994,9.36893,5,5,19,19,0.0288631,0.453024,2,3,1,0,0,1
33,216,41,6.63429,8.01143,5,5,19,19,0.0125815,0.207876,2,3,1,0,0,1
34,66,10,6.14286,7.42857,5,5,13,13,0.0031143,0.0832865,2,3,1,0,0,1
35,16,1,5.53333,6.66667,5,5,9,9,0.0007123,0.0120547,2,2,1,0,0,1
36,2,0,5,6,5,5,5,6,6.84e-05,0.0012189,3,2,1,0,0,1
