depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,222,100,222,100,222,100,0.0652,0.143051,0,222,26,54,54
1,2,0,111.5,65,53,40,170,170,0.0512298,0.11622,0,111,15,19,19
2,4,1,75,50.6667,53,40,111,111,0.0275647,0.0783961,0,75,10,5,5
3,6,1,42.4,34.4,17,17,56,56,0.0165141,0.061746,0,42,6,0,0
4,10,3,30.2857,25.7143,5,5,56,56,0.012079,0.0496972,0,30,5,0,0
5,12,2,21.2,20.1,11,11,37,37,0.0061836,0.0423713,0,21,3,0,0
6,20,5,13.6667,13.9333,5,5,25,25,0.0036934,0.038036,0,13,2,0,0
7,24,11,14.5385,14.7692,5,5,25,25,0.0033934,0.0338115,0,14,2,0,0
8,24,8,11,12,11,11,11,12,0.0016036,0.0294266,0,11,2,0,0
9,32,15,10.2941,11.2941,5,5,11,12,0.0015517,0.0296749,0,10,1,0,0
10,30,6,6.5,7.5,5,5,11,11,0.000603,0.0244869,0,6,1,0,0
11,12,0,5,6,5,5,5,6,0,0.0087685,0,5,1,0,0
