obj0,obj1,obj2
-1034,-1056,-978
-1030,-1146,-1183
-1023,-1028,-1219
-1022,-835,-1252
-1009,-1209,-1420
-989,-1256,-1314
-921,-1304,-1421
-1003,-1037,-1455
-1021,-899,-1249
-860,-1307,-1330
-855,-1324,-1361
-964,-1106,-1482
-816,-1358,-1378
-908,-1153,-1501
-948,-1226,-1333
-978,-1088,-1443
-781,-1373,-1442
-813,-1286,-1517
-960,-1192,-1442
-938,-1111,-1452
-921,-1150,-1464
-893,-1242,-1455
-883,-1177,-1456
-874,-1192,-1468
-876,-1284,-1429
-872,-1287,-1443
-846,-1203,-1465
-825,-1322,-1394
-847,-1184,-1474
-843,-1266,-1485
-857,-1248,-1446
-812,-1340,-1502
-721,-1376,-1420
