obj0,obj1,obj2,cpu
1315,6711,6447,0.3105
1581,6730,5776,0.310515
1224,6361,7305,0.310527
7484,4072,2077,0.310538
7729,3665,2284,0.310549
7268,6248,1355,0.310556
4479,7187,2384,0.310573
1317,6034,7280,0.310582
7790,2844,3202,0.31059
7070,2873,3373,0.3106
7645,3137,2864,0.310619
7186,5683,1484,0.310628
6358,6918,1659,0.310638
5491,6659,1979,0.310649
3801,6559,3118,0.310661
5032,4128,3335,0.310676
5807,5501,2196,0.310688
4755,6172,2564,0.310697
4785,3679,3825,0.310707
3706,7571,2929,0.310718
4573,6764,2460,0.310727
4583,7395,2291,0.310735
6495,1337,7045,0.310746
5665,1448,7135,0.310756
5702,1469,6874,0.310765
5100,1793,6654,0.310775
3169,3003,7777,0.310786
6528,3367,2962,0.310794
1674,6920,5577,0.310807
1241,6399,7157,0.310816
1743,5767,5966,0.310827
1334,6072,7132,0.310842
1389,5863,7221,0.310863
4164,4070,4039,0.310872
2691,5978,4477,0.310882
1671,5938,6025,0.310895
1578,6265,6050,0.310906
1938,5662,5555,0.310916
2089,5145,5852,0.310934
2108,6610,4942,0.310943
7185,3600,2445,0.310951
7219,4095,2164,0.310963
7358,3462,2510,0.310973
6865,5214,1789,0.310982
6742,4731,2053,0.310996
7777,4525,1883,0.311012
7227,5132,1684,0.311021
7736,5076,1683,0.311031
7512,5574,1517,0.311049
6824,5765,1589,0.31106
5363,7315,2005,0.311072
6271,6579,1693,0.311082
7109,5937,1427,0.311093
2571,6429,4399,0.311105
3983,5967,3222,0.31114
4411,4519,3549,0.311157
5262,3347,3905,0.311167
4081,7079,2710,0.311177
4068,7745,2656,0.311189
6229,1440,6506,0.311198
5996,1393,7041,0.311216
6794,1482,6271,0.311228
6447,1388,6741,0.311239
7512,1775,5196,0.311253
5938,1590,6211,0.311264
5017,1779,7532,0.311294
4059,2389,7081,0.311306
4487,2093,7328,0.311319
4195,2564,6246,0.311329
3276,3212,6417,0.311341
2778,3709,6383,0.311354
2976,3172,7759,0.31137
3107,3134,7151,0.311381
7622,2088,4449,0.311395
2201,6800,4743,0.311405
2292,6845,4620,0.311415
1408,6384,6422,0.311431
1406,5901,7073,0.311444
1480,6213,6363,0.311465
1940,4940,6577,0.311476
2039,4467,7154,0.311487
1669,5455,6676,0.311496
1923,4902,6725,0.311513
