obj0,obj1,obj2
-715,-192,113
-693,-282,46
-618,-278,-20
-600,-219,-120
-564,-364,-60
-525,-215,-186
-501,-371,35
-450,-414,-18
-471,-301,-226
-439,-421,-3
-395,-485,-154
-434,-297,-227
-543,-274,-86
-416,-238,-327
-420,-352,-100
-408,-308,-131
-332,-492,-59
-426,-367,-31
-417,-395,-87
-323,-520,-115
-415,-371,-96
-387,-333,-169
-286,-205,-348
-380,-383,-267
-382,-352,-165
-281,-535,-112
-272,-226,-367
-332,-270,-270
-330,-246,-279
-203,-574,-165
-328,-341,-280
-317,-390,-172
-278,-241,-298
-296,-415,-210
-250,-350,-288
-220,-184,-380
-236,-371,-307
-293,-458,-197
-167,-127,-385
-229,-271,-336
-242,-386,-238
-239,-429,-225
-142,-193,-388
-90,-151,-401
-214,-495,-228
-227,-284,-351
-191,-429,-291
-291,-434,-206
-226,-314,-323
-288,-477,-193
-184,-329,-320
-192,-293,-370
-73,-215,-407
-257,-488,-125
-106,-338,-328
-248,-516,-181
-90,-454,-348
-190,-459,-263
-48,-281,-410
-251,-473,-194
-181,-372,-307
-152,-617,-218
-80,-278,-372
-31,-345,-416
-246,-492,-190
-223,-478,-194
-65,-217,-404
-82,-302,-363
-188,-472,-278
-24,-282,-451
-79,-345,-350
-77,-321,-359
-243,-535,-177
-155,-574,-231
-33,-369,-407
-145,-517,-247
-70,-483,-268
-54,-599,-288
-206,-531,-178
12,-427,-391
-47,-499,-317
3,-514,-347
-103,-532,-244
55,-472,-360
-2,-557,-301
65,-487,-372
70,-370,-473
114,-400,-434
19,-327,-420
134,-509,-391
6,-557,-334
21,-303,-429
157,-445,-403
53,-306,-467
29,-342,-432
159,-421,-412
100,-530,-344
162,-464,-399
150,-545,-374
191,-424,-450
208,-488,-456
-60,-614,-219
48,-572,-331
280,-512,-395
-78,-631,-108
51,-615,-318
-10,-629,-249
260,-446,-469
323,-367,-480
338,-455,-477
