obj0,obj1,obj2,obj3
-225,-155,-107,-141
-163,-99,-124,-48
-162,-161,-148,-37
-140,-177,-179,1
-95,-177,-187,173
-90,-100,-195,-108
-85,-172,-217,9
-56,-142,-227,192
-49,-157,-302,241
-35,-95,-233,-100
-158,-171,-146,69
-27,-106,-236,-4
2,-76,-246,179
-143,-184,-10,34
9,-91,-321,228
-108,-94,-162,-40
-93,-147,-169,-60
-130,-78,-131,-78
-113,-22,-140,-157
-136,-199,-85,83
-105,-33,-143,-61
-114,-215,-116,121
-66,-174,-178,-12
-96,-221,-149,53
13,-61,-151,-114
-19,-144,-168,-73
-168,-27,-102,-165
-42,-66,-113,-122
