obj0,obj1,obj2,obj3,obj4
-631,-371,-67,-145,-368
-484,-160,-79,-156,-156
-467,-127,17,-268,-223
-364,-329,59,-320,-234
-506,-220,-75,-112,-372
-461,-125,-91,-113,-217
-450,-249,-115,-155,-109
-301,-83,74,-381,-246
-361,-208,-125,-135,-242
-332,-230,-134,-168,-57
-326,-70,-138,-97,-254
-461,-223,-77,-173,-226
-284,-206,-140,-182,-138
-277,-122,-144,-164,-128
-261,-193,-173,-97,-258
-448,-449,8,-194,-434
-459,-154,104,-195,-251
-432,-245,-86,-206,-41
-191,-140,245,-395,24
-458,-182,119,-220,-110
-431,-308,-50,-208,-381
-386,-213,-66,-209,-226
-379,-204,-62,-212,-22
-360,-225,-8,-235,-69
-128,106,260,-456,12
-544,-423,107,12,-142
-369,-130,61,-226,-54
-318,-116,-22,-269,-179
-295,-179,-20,-286,-249
-326,-352,-33,-264,-247
-233,-165,-186,-169,-227
-358,-425,-35,-225,-237
-267,-173,-44,-294,-205
-154,128,62,-392,-34
-266,-372,-68,-335,-193
-181,-58,-188,-120,-124
-344,-56,-81,-224,-157
-110,-8,130,-405,-128
-152,-212,-198,-117,-104
-316,-132,-86,-229,-153
-291,-116,-43,-230,-137
-101,-129,13,-407,-228
-92,-224,-56,-416,-243
-312,-212,-116,-174,-182
-139,-96,-214,-167,-71
-219,-197,6,-347,-108
-290,-152,-120,-218,34
-76,-188,75,-503,-70
-515,-387,67,-11,34
-339,-479,-119,-139,-312
-517,-508,106,95,202
-194,-181,49,-348,-92
-160,-308,24,-377,-270
-256,-468,-140,-293,-388
-470,-455,39,-67,-399
-252,-227,-150,-155,-88
-260,-297,-123,-224,-67
-259,-360,-87,-226,-407
-96,-409,-217,-96,-253
-370,-27,-96,-92,-155
-81,-43,-236,-82,-140
-261,-269,-138,-199,-208
-325,-252,-135,-22,-265
-368,-325,-109,-142,-332
-504,-545,28,43,-14
-145,-76,-85,-364,-18
-178,-12,-24,-337,-180
-232,-291,-147,-232,-23
-359,-117,67,-221,-280
-176,-295,-81,-297,-232
-213,-52,-159,-227,75
-359,-397,-50,-200,-378
-167,-136,-81,-320,-234
-444,-382,-78,-121,-274
-361,-197,-23,-210,-210
-166,-357,-116,-297,-209
-425,-267,-87,-60,-249
-192,-381,22,-338,-260
-300,-192,-13,-237,-251
-190,-137,-168,-180,18
-86,-320,-150,-321,-246
-60,-125,-249,-264,-66
-298,-392,-40,-227,-419
-376,-293,-89,-35,-176
-162,-109,-181,-252,49
-284,-205,92,-317,-289
-20,-33,61,-429,-142
-498,-390,-48,35,-363
-177,-183,-157,-228,-94
69,19,3,-435,-86
62,-206,-96,-367,-240
-289,-275,-114,-191,-252
-120,79,347,-383,-16
-131,-124,227,-378,-96
-353,-280,-112,72,-224
-283,-415,-24,-261,-237
-139,-172,-179,-269,-21
-462,-499,113,25,-365
-285,-226,-99,-196,-101
160,-78,-184,-366,-70
-81,-119,-201,-184,-90
-270,-405,-105,-218,-453
-287,-274,-135,-30,-200
-433,-463,73,2,-189
-350,-321,-80,-193,-264
-189,-260,-162,-153,-268
-484,-407,89,29,-262
-39,-81,-262,-129,-87
175,-14,-68,-428,-38
217,133,57,-481,-80
-421,-534,7,-111,-90
-40,186,187,-437,-73
-341,-410,-110,-59,12
