obj0,obj1,obj2,obj3,obj4
6881,18038,12594,10219,20531
7046,10127,13271,7174,14143
9795,19128,12533,9612,19586
9877,19148,12470,9558,19487
9959,19168,12407,9504,19388
10041,19188,12344,9450,19289
10123,19208,12281,9396,19190
10205,19228,12218,9342,19091
10287,19248,12155,9288,18992
10369,19268,12092,9234,18893
10451,19288,12029,9180,18794
10533,19308,11966,9126,18695
10615,19328,11903,9072,18596
10697,19348,11840,9018,18497
10779,19368,11777,8964,18398
10861,19388,11714,8910,18299
10943,19408,11651,8856,18200
11025,19428,11588,8802,18101
11107,19448,11525,8748,18002
11189,19468,11462,8694,17903
11271,19488,11399,8640,17804
11353,19508,11336,8586,17705
11435,19528,11273,8532,17606
9158,11243,14243,9155,14066
11517,19548,11210,8478,17507
9196,11119,14253,9099,13963
11599,19568,11147,8424,17408
11681,19588,11084,8370,17309
9234,10995,14263,9043,13860
11763,19608,11021,8316,17210
9272,10871,14273,8987,13757
11845,19628,10958,8262,17111
11927,19648,10895,8208,17012
9310,10747,14283,8931,13654
12009,19668,10832,8154,16913
9348,10623,14293,8875,13551
12091,19688,10769,8100,16814
12173,19708,10706,8046,16715
9386,10499,14303,8819,13448
7967,11911,14151,6608,15117
12255,19728,10643,7992,16616
9424,10375,14313,8763,13345
12337,19748,10580,7938,16517
12419,19768,10517,7884,16418
9462,10251,14323,8707,13242
12501,19788,10454,7830,16319
9500,10127,14333,8651,13139
12583,19808,10391,7776,16220
12665,19828,10328,7722,16121
7502,16732,12874,8273,19300
9538,10003,14343,8595,13036
12747,19848,10265,7668,16022
9576,9879,14353,8539,12933
12829,19868,10202,7614,15923
9385,19028,12848,9882,20081
9467,19048,12785,9828,19982
9549,19068,12722,9774,19883
12911,19888,10139,7560,15824
9631,19088,12659,9720,19784
9960,11217,13210,6567,13198
9614,9755,14363,8483,12830
9842,17682,13254,8044,19048
9713,19108,12596,9666,19685
9924,17702,13191,7990,18949
10042,11237,13147,6513,13099
10006,17722,13128,7936,18850
12993,19908,10076,7506,15725
10088,17742,13065,7882,18751
10124,11257,13084,6459,13000
10170,17762,13002,7828,18652
9652,9631,14373,8427,12727
13075,19928,10013,7452,15626
10252,17782,12939,7774,18553
10744,17902,12561,7450,17959
10206,11277,13021,6405,12901
10826,17922,12498,7396,17860
10908,17942,12435,7342,17761
10334,17802,12876,7720,18454
10416,17822,12813,7666,18355
13157,19948,9950,7398,15527
10990,17962,12372,7288,17662
10498,17842,12750,7612,18256
10288,11297,12958,6351,12802
10452,11337,12832,6243,12604
11072,17982,12309,7234,17563
9690,9507,14383,8371,12624
10580,17862,12687,7558,18157
10534,11357,12769,6189,12505
11154,18002,12246,7180,17464
10616,11377,12706,6135,12406
10662,17882,12624,7504,18058
11236,18022,12183,7126,17365
13239,19968,9887,7344,15428
10698,11397,12643,6081,12307
10370,11317,12895,6297,12703
11318,18042,12120,7072,17266
10780,11417,12580,6027,12208
11400,18062,12057,7018,17167
10862,11437,12517,5973,12109
