obj0,obj1,obj2,obj3,obj4,cpu
-450,-249,-115,-155,-109,0
-631,-371,-67,-145,-368,0
-193,-353,7,-313,-401,0
-444,-382,-78,-121,-274,0
-176,-295,-81,-297,-232,0
-137,-172,-109,-197,-231,0
-16,-340,-184,-196,-153,0
-161,-145,-108,-198,-255,0
27,11,-195,2,-156,0
-39,-81,-262,-129,-87,0
-389,-214,-91,-105,-214,0
-461,-125,-91,-113,-217,0
-131,-244,-176,-84,-75,0
-200,-196,-92,-160,-273,0
-258,-399,19,-262,-221,0
-237,-368,-22,-202,-289,0
-226,-337,-81,-226,-263,0
-65,-352,-128,-288,-217,0
-17,-301,-97,-246,-262,0
-71,-256,-34,-383,-214,0
-131,-369,-82,-239,-334,0
-137,-285,-139,-232,-207,0
0,-182,-166,-196,-196,0
-128,-209,-169,-225,-93,0
-188,-326,-93,-245,-118,0
-270,-110,-130,-114,-180,0
-240,-301,-116,-166,-179,0
-341,-410,-110,-59,12,0
-544,-423,107,12,-142,0
-301,-83,74,-381,-246,0
-289,-275,-114,-191,-252,0
-23,-205,-3,-341,-259,0
-64,-380,-113,-313,-76,0
-70,-284,-19,-408,-73,0
-160,-308,24,-377,-270,0
-72,-93,-166,-204,-199,0
-162,-109,-181,-252,49,0
-110,-8,130,-405,-128,0
-136,-313,-124,-257,-66,0
-186,-259,-127,-235,-208,0
-237,-300,-91,-270,-191,0
-386,-213,-66,-209,-226,0
-215,-244,176,-252,-296,0
-220,-296,-118,-78,-131,0
-287,-274,-135,-30,-200,0
-281,-110,-9,-219,-270,0
-358,-425,-35,-225,-237,0
-364,-329,59,-320,-234,0
-287,-206,67,-213,-277,0
-442,-408,-29,-46,-302,0
63,115,97,-530,-83,0
-29,-109,91,-436,-256,0
-186,-477,-72,-243,-263,0
-178,-407,-99,-174,-284,0
-39,-157,-227,-231,-37,0
9,-106,-196,-189,-82,0
-144,-102,-142,-250,-139,0
-118,-262,-126,-246,17,0
81,-97,-220,-143,-142,0
-170,-171,-143,-178,-146,0
-179,-247,-113,-185,-260,0
-131,-124,227,-378,-96,0
-19,-14,-186,-121,-117,0
-237,-202,-105,-210,-182,0
148,-104,-281,-204,-44,0
-190,-137,-168,-180,18,0
-198,-383,1,-245,-341,0
-166,-357,-116,-297,-209,0
-266,-372,-68,-335,-193,0
-241,-227,-133,29,-252,0
-265,-347,-23,-291,-288,0
-278,-301,-2,-222,-292,0
-284,-205,92,-317,-289,0
-332,-230,-134,-168,-57,0
-278,-312,-104,-147,-324,0
-350,-321,-80,-193,-264,0
-441,-436,-14,-71,-161,0
-459,-154,104,-195,-251,0
181,-110,-162,-333,-41,0
-28,-137,106,-461,-115,0
-76,-188,75,-503,-70,0
-95,-225,-81,-312,-231,0
-101,-129,13,-407,-228,0
-192,-381,22,-338,-260,0
-112,-257,55,-335,-315,0
-140,-212,-125,-176,-260,0
-179,-250,-123,-238,-4,0
-63,-39,-207,-133,-72,0
9,-30,-231,-87,-132,0
-134,-148,44,-350,-274,0
-267,-327,-40,-204,-175,0
-178,-275,-98,-210,-119,0
-299,-437,-34,-181,97,0
-105,-174,-181,-182,-154,0
-177,-183,-157,-228,-94,0
-185,-287,-112,-260,-67,0
-300,-192,-13,-237,-251,0
-139,-96,-214,-167,-71,0
-139,-172,-179,-269,-21,0
-40,186,187,-437,-73,0
-195,-153,34,-323,-233,0
-88,-20,-192,-100,-105,0
-118,-204,-157,-236,8,0
-379,-204,-62,-212,-22,0
-261,-193,-173,-97,-258,0
-326,-70,-138,-97,-254,0
-368,-325,-109,-142,-332,0
-431,-308,-50,-208,-381,0
-359,-397,-50,-200,-378,0
-448,-449,8,-194,-434,0
-369,-130,61,-226,-54,0
-458,-182,119,-220,-110,0
-86,-320,-150,-321,-246,0
-92,-224,-56,-416,-243,0
175,-14,-68,-428,-38,0
-67,-381,-138,-209,-64,0
-184,-448,-62,-322,-416,0
-152,-212,-198,-117,-104,0
-195,-45,-120,-225,-113,0
-213,-52,-159,-227,75,0
-141,-141,-159,-219,78,0
-167,-219,-111,-290,-118,0
-9,-110,-225,-138,-150,0
-144,-184,-123,-247,-179,0
-291,-116,-43,-230,-137,0
-172,-108,-118,-242,-183,0
84,-72,-229,-118,-131,0
-168,-218,-101,-168,-304,0
-109,-125,-177,-176,-134,0
-178,-12,-24,-337,-180,0
-263,-69,-111,-209,-40,0
-361,-197,-23,-210,-210,0
-272,-145,-81,-216,-154,0
-194,-181,49,-348,-92,0
-316,-132,-86,-229,-153,0
38,-119,-231,-177,-79,0
-219,-197,6,-347,-108,0
-217,-296,8,-249,-333,0
-319,-51,-130,-128,-101,0
-179,-162,-178,-158,-208,0
-239,-329,-101,-191,-38,0
-232,-291,-147,-232,-23,0
-515,-387,67,-11,34,0
-359,-117,67,-221,-280,0
-452,-383,-46,-3,-198,0
-504,-545,28,43,-14,0
-433,-463,73,2,-189,0
81,-173,-185,-245,-92,0
69,19,3,-435,-86,0
12,172,119,-505,-57,0
-94,-253,-66,-337,-90,0
-180,-436,-109,-95,-131,0
-154,-404,-70,-282,-273,0
-63,-115,-172,-235,-22,0
-60,-125,-249,-264,-66,0
-131,-136,-155,-169,-146,0
-135,-26,-172,-243,-25,0
-7,127,252,-466,-149,0
73,-101,-241,-135,-87,0
-81,-119,-201,-184,-90,0
-91,53,-197,-65,-107,0
66,-113,-255,-185,-35,0
-214,-323,-72,-237,-243,0
-252,-227,-150,-155,-88,0
-145,-76,-85,-364,-18,0
-344,-56,-81,-224,-157,0
-207,-256,-99,-230,-48,0
-370,-27,-96,-92,-155,0
-285,-226,-99,-196,-101,0
-197,-411,16,-270,-200,0
-257,-427,34,-287,-80,0
-283,-415,-24,-261,-237,0
-326,-352,-33,-264,-247,0
-267,-173,-44,-294,-205,0
-189,-260,-162,-153,-268,0
-195,-164,-68,-248,-265,0
-318,-116,-22,-269,-179,0
-107,-251,-178,-150,-205,0
-160,-282,-171,-186,-83,0
-454,-399,64,-19,55,0
-353,-356,-87,-52,-246,0
-362,-398,-75,-96,-366,0
-295,-179,-20,-286,-249,0
-461,-223,-77,-173,-226,0
153,-164,-209,-199,-152,0
-33,-241,-170,-238,-164,0
-39,-145,-76,-333,-161,0
104,70,205,-457,-134,0
60,223,150,-463,-102,0
217,133,57,-481,-80,0
38,150,317,-569,-11,0
-34,-41,200,-556,-112,0
-88,-349,-160,-242,-93,0
-347,-583,-74,-171,-285,0
-196,-377,-146,-160,-358,0
-90,-198,-181,-244,52,0
-188,-175,-172,-127,-214,0
-191,-140,245,-395,24,0
-154,128,62,-392,-34,0
-360,-225,-8,-235,-69,0
-290,-152,-120,-218,34,0
-214,-265,-103,-227,-252,0
-212,-295,-140,-174,-135,0
-308,-66,-109,-148,-186,0
-260,-297,-123,-224,-67,0
-323,-406,-81,-110,80,0
-425,-267,-87,-60,-249,0
-416,-465,-45,62,-99,0
-361,-208,-125,-135,-242,0
-412,-249,-79,-148,-153,0
-484,-160,-79,-156,-156,0
-467,-127,17,-268,-223,0
-432,-245,-86,-206,-41,0
-411,-277,-64,-173,-12,0
63,-177,-214,-194,-160,0
62,-206,-96,-367,-240,0
-115,-66,48,-332,-293,0
-117,-327,-151,-209,-278,0
-179,-464,-94,-120,10,0
-173,-379,-150,-133,-157,0
21,191,197,-464,-114,0
-125,-72,14,-343,-160,0
-81,-43,-236,-82,-140,0
-120,79,347,-383,-16,0
-26,-200,-204,-38,-73,0
-25,-228,-189,-63,68,0
-202,-64,-101,-236,-81,0
-163,-54,-159,-171,-56,0
-91,-45,-183,-125,-116,0
-128,106,260,-456,12,0
-277,-122,-144,-164,-128,0
-366,-426,-3,-107,-161,0
-312,-212,-116,-174,-182,0
-352,-442,-41,-87,-96,0
-421,-534,7,-111,-90,0
-517,-508,106,95,202,0
-353,-280,-112,72,-224,0
-380,-431,-4,-98,-202,0
-268,-276,73,-228,-347,0
160,-78,-184,-366,-70,0
-80,-279,-187,-173,-114,0
-181,-58,-188,-120,-124,0
-191,38,-149,-103,-91,0
-261,-269,-138,-199,-208,0
-317,-142,-79,-155,-300,0
-252,-369,-120,-39,-121,0
-324,-378,-96,-85,-61,0
-251,-397,-105,-64,20,0
-20,-33,61,-429,-142,0
-167,-136,-81,-320,-234,0
-284,-206,-140,-182,-138,0
-415,-493,-30,37,42,0
