obj0,obj1,obj2,obj3,obj4
5623,11435,8763,7732,10245
6010,11363,8842,8350,12596
7205,7376,5015,8886,10865
6368,14530,9167,11003,8221
6422,13909,9277,10343,8705
6459,13560,9963,9261,9400
7813,7785,5015,10139,10056
7832,7928,5115,10162,10053
7851,8071,5215,10185,10050
7870,8214,5315,10208,10047
7889,8357,5415,10231,10044
7908,8500,5515,10254,10041
7912,10185,5219,12111,8847
7224,7519,5115,8909,10862
7243,7662,5215,8932,10859
7262,7805,5315,8955,10856
7281,7948,5415,8978,10853
7300,8091,5515,9001,10850
7319,8234,5615,9024,10847
7338,8377,5715,9047,10844
7357,8520,5815,9070,10841
7376,8663,5915,9093,10838
7395,8806,6015,9116,10835
7414,8949,6115,9139,10832
7433,9092,6215,9162,10829
7452,9235,6315,9185,10826
7471,9378,6415,9208,10823
7490,9521,6515,9231,10820
7509,9664,6615,9254,10817
7528,9807,6715,9277,10814
7547,9950,6815,9300,10811
7566,10093,6915,9323,10808
7585,10236,7015,9346,10805
7604,10379,7115,9369,10802
7623,10522,7215,9392,10799
7642,10665,7315,9415,10796
7661,10808,7415,9438,10793
7680,10951,7515,9461,10790
7699,11094,7615,9484,10787
7718,11237,7715,9507,10784
7737,11380,7815,9530,10781
7756,11523,7915,9553,10778
7775,11666,8015,9576,10775
7794,11809,8115,9599,10772
7927,8643,5615,10277,10038
7946,8786,5715,10300,10035
7965,8929,5815,10323,10032
7966,9564,5329,11451,9331
7931,10328,5319,12134,8844
7950,10471,5419,12157,8841
7969,10614,5519,12180,8838
7984,9072,5915,10346,10029
8003,9215,6015,10369,10026
8022,9358,6115,10392,10023
7988,10757,5619,12203,8835
8041,9501,6215,10415,10020
8007,10900,5719,12226,8832
8026,11043,5819,12249,8829
8045,11186,5919,12272,8826
8064,11329,6019,12295,8823
8083,11472,6119,12318,8820
8102,11615,6219,12341,8817
8121,11758,6319,12364,8814
8140,11901,6419,12387,8811
8159,12044,6519,12410,8808
8178,12187,6619,12433,8805
8197,12330,6719,12456,8802
8216,12473,6819,12479,8799
8235,12616,6919,12502,8796
8254,12759,7019,12525,8793
8273,12902,7119,12548,8790
8292,13045,7219,12571,8787
8311,13188,7319,12594,8784
8330,13331,7419,12617,8781
8349,13474,7519,12640,8778
8368,13617,7619,12663,8775
8387,13760,7719,12686,8772
8406,13903,7819,12709,8769
6469,14000,9330,10432,8694
6516,14091,9383,10521,8683
6563,14182,9436,10610,8672
6610,14273,9489,10699,8661
7985,9707,5429,11474,9328
8004,9850,5529,11497,9325
8013,9655,5382,11540,9320
6657,14364,9542,10788,8650
8032,9798,5482,11563,9317
8051,9941,5582,11586,9314
8060,9746,5435,11629,9309
8079,9889,5535,11652,9306
8098,10032,5635,11675,9303
8107,9837,5488,11718,9298
8126,9980,5588,11741,9295
6704,14455,9595,10877,8639
8145,10123,5688,11764,9292
8154,9928,5541,11807,9287
8173,10071,5641,11830,9284
8201,10019,5594,11896,9276
8220,10162,5694,11919,9273
8248,10110,5647,11985,9265
7592,7304,5094,9504,13216
8425,14046,7919,12732,8766
8444,14189,8019,12755,8763
8463,14332,8119,12778,8760
8482,14475,8219,12801,8757
8501,14618,8319,12824,8754
8520,14761,8419,12847,8751
8539,14904,8519,12870,8748
8558,15047,8619,12893,8745
8577,15190,8719,12916,8742
8596,15333,8819,12939,8739
8615,15476,8919,12962,8736
8634,15619,9019,12985,8733
8653,15762,9119,13008,8730
8060,9644,6315,10438,10017
8079,9787,6415,10461,10014
8098,9930,6515,10484,10011
8117,10073,6615,10507,10008
8136,10216,6715,10530,10005
8155,10359,6815,10553,10002
8174,10502,6915,10576,9999
8193,10645,7015,10599,9996
8212,10788,7115,10622,9993
8231,10931,7215,10645,9990
8250,11074,7315,10668,9987
8269,11217,7415,10691,9984
8288,11360,7515,10714,9981
8307,11503,7615,10737,9978
8326,11646,7715,10760,9975
8345,11789,7815,10783,9972
8364,11932,7915,10806,9969
8383,12075,8015,10829,9966
8402,12218,8115,10852,9963
8421,12361,8215,10875,9960
8440,12504,8315,10898,9957
8459,12647,8415,10921,9954
8478,12790,8515,10944,9951
8497,12933,8615,10967,9948
8516,13076,8715,10990,9945
8535,13219,8815,11013,9942
8554,13362,8915,11036,9939
8573,13505,9015,11059,9936
6751,14546,9648,10966,8628
