obj0,obj1,obj2,obj3,cpu
-220,-137,-134,-208,0.576855
-164,-199,-120,-123,0.758881
-89,-200,-124,-273,1.67487
-145,-138,-138,-358,1.67717
-223,-210,-109,-129,1.74318
-199,-90,-233,-157,1.75109
-100,-41,-160,-219,1.7511
-132,-232,7,-394,1.7854
-178,-186,-152,-122,1.83877
-182,-222,-62,-312,1.85189
-229,-65,-272,0,1.87784
-208,-161,-191,35,1.87786
-193,-136,-119,-390,1.88351
-137,-198,-105,-305,1.88354
-138,-148,-68,-190,1.90084
-117,-286,-111,-551,1.9263
-66,-235,-19,-645,1.92703
-119,-175,-163,-116,1.9356
