obj0,obj1,obj2,cpu
-197,-361,-352,0.27732
-208,-329,-347,0.39846
-167,-366,-397,0.536898
-238,-324,-302,0.714077
-189,-471,-124,0.968101
-206,-380,-216,0.973443
-230,-434,-74,1.17924
-249,-292,-297,1.32264
-274,-90,-266,1.4089
-233,-380,-116,1.41248
-221,-415,-210,1.5289
-205,-454,-16,1.59208
-306,-336,-165,1.60858
-278,-186,-250,1.61387
-253,-430,-7,1.62135
-88,-496,-1,1.64703
-218,-196,-340,1.68719
-276,-341,-210,1.69182
-192,-164,-366,1.7321
-9,-498,71,1.74245
-267,-393,-57,1.76815
-87,-442,-198,1.77793
-88,-368,-325,1.81614
-205,-334,-292,1.81916
-237,-398,-102,1.83197
-262,-378,-160,1.83337
-192,-417,-166,1.83456
-271,-397,-24,1.85159
-292,-373,-115,1.86096
-235,-378,-260,1.89122
-194,-415,-310,1.8983
-211,-275,-316,1.90078
-168,-491,89,1.91106
-232,-454,84,1.91229
-104,-528,94,1.91407
-141,-491,-11,1.91545
-244,-95,-311,1.92411
-203,-132,-361,1.92524
-61,-496,-101,1.92678
-233,-127,-316,1.96156
