obj0,obj1,obj2,obj3,cpu
53272,53900,58600,28208,31.9304
51028,51479,57716,30141,32.3956
50761,48565,56738,32590,32.518
53639,55921,55003,27940,32.9104
53191,49402,55414,28254,32.969
52924,46488,54436,30703,33.0179
50947,46981,54530,30187,33.4341
51395,53500,54119,29873,33.4631
50680,44067,53552,32636,33.5566
53450,51173,51864,29710,34.4044
53677,49083,53774,30344,34.4185
53758,56272,51603,29216,34.4609
51206,48752,50980,31643,35.3776
51433,46662,52890,32277,35.3922
51514,53851,50719,31149,35.5104
48694,47145,56143,36813,45.2231
59939,30319,53764,50315,45.8319
53939,31169,52999,47772,45.8501
48613,42647,52957,36859,46.1145
49061,49166,52546,36545,46.1602
48872,44418,49407,38315,47.4434
49511,46964,55963,33582,53.4204
50966,50038,53314,33015,53.6238
51674,44887,53661,31695,54.3035
53129,47961,51012,31128,54.3852
60756,30138,53584,47084,54.7427
54756,30988,52819,44541,54.7608
49430,42466,52777,33628,55.0245
49878,48985,52366,33314,55.0703
50885,45540,50128,33061,55.2244
51933,46658,50111,33151,56.5268
53388,49732,47462,32584,56.9289
55481,50335,45262,34597,58.0041
49689,44237,49227,35084,58.0635
55789,55434,45001,34103,58.2856
55801,47874,42174,37854,58.298
49997,49336,48966,34590,58.344
51144,47311,46578,34517,59.0367
48294,43684,49291,41048,66.4754
48820,48369,46719,40055,67.1836
48553,45455,45741,42504,67.5918
48427,44231,55165,39262,68.7839
51264,33351,51813,43814,69.109
48346,39733,51979,39308,70.0803
48605,41504,48429,40764,72.9593
49111,43503,49111,37817,74.8543
49637,48188,46539,36824,76.3497
49370,45274,45561,39273,76.7733
53477,55373,55176,28633,77.4434
51233,52952,54292,30566,78.1501
49244,44050,54985,36031,78.4321
53844,57394,51579,28365,79.0772
53396,50875,51990,28679,79.2302
52081,33170,51633,40583,79.5493
51152,48454,51106,30612,80.1885
51600,54973,50695,30298,80.2682
49163,39552,51799,36077,80.5125
53655,52646,48440,30135,82.0912
53882,50556,50350,30769,82.1223
53963,57745,48179,29641,82.2466
53879,55281,47507,32054,82.4529
55469,42436,42243,38486,84.1222
51411,50225,47556,32068,84.2
51638,48135,49466,32702,84.2348
54272,50919,43248,37544,84.5213
51719,55324,47295,31574,84.5769
53697,42906,42531,40487,85.0522
51635,52860,46623,33987,85.3572
49422,41323,48249,37533,85.5829
52878,40580,41406,46473,91.5035
48808,40470,43700,43944,91.5726
48899,48618,52719,37238,92.9967
48632,45704,51741,39687,93.3125
48818,44120,49533,37284,94.3827
49266,50639,49122,36970,94.5191
48551,41206,48555,39733,94.9221
53056,33830,46149,44558,96.5953
51256,35250,47424,44895,96.6419
49077,45891,45983,38740,96.6969
49304,43801,47893,39374,96.7449
49385,50990,45722,38246,97.251
49301,48526,45050,40659,98.6328
48810,42977,45005,41189,99.0451
57891,37710,40987,45596,102.286
53695,40399,41226,43242,102.298
53821,37600,43281,43067,102.327
49625,40289,43520,40713,102.37
49716,48437,52539,34007,104.145
49449,45523,51561,36456,104.491
52327,52879,49826,31806,105.045
51879,46360,50237,32120,105.252
49635,43939,49353,34053,106.537
50083,50458,48942,33739,106.675
49368,41025,48375,36502,107.093
52138,48131,46687,33576,108.504
53665,41184,50755,34233,108.531
52365,46041,48597,34210,108.545
52446,53230,46426,33082,108.751
53964,45820,43509,38038,111.302
53873,33649,45969,41327,111.354
52073,35069,47244,41664,111.401
49894,45710,45803,35509,111.458
51421,38763,49871,36166,111.489
50121,43620,47713,36143,111.506
50202,50809,45542,35015,112.03
50118,48345,44870,37428,113.296
49627,42796,44825,37958,113.687
48561,46598,50269,38599,115.051
48549,38699,47250,42488,115.061
48498,38836,48000,43695,115.188
52827,40717,42156,47680,115.865
48757,40607,44450,45151,115.944
48984,38517,46360,45785,115.983
48682,39246,53124,40702,116.287
48887,40719,49700,41127,116.3
64265,31765,47296,52062,116.41
58265,32615,46531,49519,116.413
59990,30182,53014,49108,116.427
53990,31032,52249,46565,116.439
57072,33642,43981,46056,116.795
52876,36331,44220,43702,116.812
52797,32059,49699,43102,116.985
53002,33532,46275,43527,117.002
50997,33479,50974,43439,117.013
51202,34952,47550,43864,117.03
48601,34748,49938,40748,117.061
48806,36221,46514,41173,117.074
