obj0,obj1,obj2,obj3
-882,-273,-902,-267
-862,-355,-773,-328
-840,-147,-969,-385
-823,-84,-903,-423
-804,-386,-764,-321
-785,-174,-699,-430
-775,-228,-968,-520
-801,-479,-626,-276
-752,-403,-701,-536
-751,-163,-835,-632
-736,-493,-709,-260
-730,-526,-661,-82
-719,-547,-564,-482
-820,-209,-964,-379
-817,-322,-702,-401
-803,-146,-898,-417
-705,-576,-745,-211
-675,-222,-627,-638
-671,-127,-698,-757
-685,-638,-740,-205
-783,-208,-893,-411
-765,-236,-694,-424
-797,-384,-697,-395
-786,-409,-610,-320
-728,-497,-631,-395
-734,-420,-661,-278
-731,-225,-830,-626
-648,-653,-822,-211
-767,-401,-846,-327
-767,-385,-693,-353
-603,-672,-826,-352
-609,-63,-760,-869
-720,-255,-698,-565
-700,-317,-693,-559
-678,-417,-712,-574
-599,-684,-885,-150
-664,-275,-867,-596
-682,-256,-893,-565
-658,-191,-760,-677
-657,-227,-667,-605
-655,-284,-622,-632
-588,-765,-516,-266
-659,-431,-626,-581
-679,-552,-563,-251
-638,-253,-755,-671
-644,-337,-862,-590
-677,-592,-657,-307
-651,-189,-693,-751
-635,-346,-617,-626
-667,-461,-556,-505
-617,-305,-693,-699
-631,-251,-688,-745
-642,-398,-689,-585
-618,-313,-680,-630
-671,-556,-485,-386
-742,-416,-739,-143
-607,-352,-944,-596
-646,-513,-494,-533
-605,-397,-618,-617
-658,-606,-571,-314
-662,-557,-725,-331
-641,-573,-634,-318
-597,-367,-688,-693
-634,-571,-567,-392
-600,-518,-400,-569
-629,-651,-583,-244
-590,-365,-621,-767
-626,-575,-489,-527
-624,-399,-857,-584
-621,-621,-653,-320
-587,-414,-939,-590
-604,-588,-716,-324
-808,-287,-913,-305
-585,-445,-637,-619
-586,-397,-556,-632
-589,-125,-755,-863
-791,-330,-857,1
-633,-128,-893,-757
-597,-586,-649,-398
-558,-416,-475,-693
-566,-459,-551,-626
-568,-412,-700,-623
-707,-538,-721,-190
-589,-590,-571,-533
-565,-684,-501,-392
-586,-270,-692,-886
-553,-541,-419,-578
-613,-190,-888,-751
-787,-339,-851,-333
-734,-427,-810,-66
-777,-379,-776,-238
-544,-559,-570,-641
-727,-456,-850,-129
-549,-426,-614,-630
-609,-542,-552,-531
-559,-607,-720,-465
-778,-304,-1062,-237
-521,-426,-480,-699
-719,-460,-772,-264
-501,-488,-475,-693
-541,-383,-538,-697
-557,-636,-348,-459
-504,-395,-613,-738
-533,-603,-414,-572
-516,-91,-685,-914
-828,-225,-918,-311
-701,-461,-940,-263
-467,-410,-695,-744
-693,-465,-862,-398
-684,-474,-755,9
-573,-332,-684,-771
-538,-279,-613,-790
-496,-618,-496,-578
