obj0,obj1,obj2,obj3
-716,-557,-230,-407
-668,-473,-353,-376
-643,-507,-85,-415
-641,-413,-66,-433
-624,-408,-97,-488
-503,-517,-366,-426
-593,-425,101,-519
-461,-550,-375,-402
-437,-559,-411,-524
-586,-388,147,-533
-430,-549,-434,-507
-529,-488,-76,-569
-630,-453,-109,-421
-639,-476,-119,-409
-586,-415,78,-502
-388,-582,-443,-483
-571,-532,-200,-505
-619,-492,-139,-453
-356,-646,-467,-543
-579,-670,-218,-464
-680,-558,-118,-404
-638,-591,-127,-380
-520,-457,33,-600
-573,-553,-332,-457
-307,-610,-502,-524
-494,-451,-89,-507
-483,-498,-218,-520
-581,-609,-137,-343
-536,-502,-299,-468
-459,-452,-110,-538
-393,-494,-155,-636
-274,-666,-521,-488
-501,-496,-234,-474
-441,-582,-278,-549
-476,-488,-241,-503
-646,-521,-264,-376
-601,-463,39,-479
-428,-520,-203,-574
-410,-499,-124,-581
-157,-621,-568,-540
-428,-528,-302,-555
-604,-554,-273,-352
-441,-583,-291,-505
-586,-476,-284,-343
-437,-659,-367,-523
-603,-561,-226,-343
-384,-463,-46,-667
-597,-440,-94,-454
-588,-409,15,-485
-305,-588,-357,-616
-430,-622,-321,-537
-386,-484,-178,-619
-344,-517,-187,-595
-558,-571,-274,-409
-463,-536,-339,-404
-463,-537,-352,-360
-551,-601,-243,-457
-538,-596,-318,-450
55,-609,-605,-589
-544,-564,-197,-471
-535,-533,-88,-502
-460,-557,-328,-393
-301,-665,-446,-590
-232,-461,-79,-712
-263,-545,-246,-636
-509,-634,-252,-433
-206,-645,-469,-672
-439,-598,-286,-402
-415,-567,-376,-459
-408,-647,-409,-450
-256,-535,-269,-619
-399,-539,-167,-569
-395,-592,-420,-500
-406,-576,-213,-555
-351,-527,-164,-612
-294,-628,-400,-604
-234,-570,-458,-561
-164,-679,-491,-604
-265,-643,-511,-500
-350,-672,-372,-404
247,-580,-609,-638
-330,-680,-293,-467
-104,-620,-536,-605
-210,-469,-44,-647
285,-466,-638,-357
57,-587,-460,-681
57,-588,-473,-637
99,-621,-482,-613
-278,-697,-487,-494
-104,-621,-549,-561
314,-455,-621,-451
-300,-673,-412,-537
-367,-623,-401,-492
-194,-686,-372,-534
168,-613,-601,-525
-51,-683,-487,-540
-50,-622,-517,-602
-28,-639,-506,-534
-188,-669,-442,-526
