obj0,obj1,obj2,obj3
16154,19581,13805,24563
16653,19810,12698,21919
16727,19945,12743,21917
16801,20080,12788,21915
16875,20215,12833,21913
16949,20350,12878,21911
17023,20485,12923,21909
17097,20620,12968,21907
17138,19772,12552,20976
18473,19913,13337,20928
18547,20048,13382,20926
18621,20183,13427,20924
18695,20318,13472,20922
18769,20453,13517,20920
18803,26881,15181,20634
18877,27016,15226,20632
18951,27151,15271,20630
19025,27286,15316,20628
19099,27421,15361,20626
19173,27556,15406,20624
19247,27691,15451,20622
19288,26843,15035,19691
20236,22843,18022,18242
20310,22978,18067,18240
20359,22933,18156,18230
20433,23068,18201,18228
20482,23023,18290,18218
20556,23158,18335,18216
20605,23113,18424,18206
20679,23248,18469,18204
20721,22805,17876,17299
20844,22895,18010,17287
20967,22985,18144,17275
21090,23075,18278,17263
21213,23165,18412,17251
21336,23255,18546,17239
21459,23345,18680,17227
21582,23435,18814,17215
21705,23525,18948,17203
21828,23615,19082,17191
21951,23705,19216,17179
22074,23795,19350,17167
22197,23885,19484,17155
22320,23975,19618,17143
22443,24065,19752,17131
22566,24155,19886,17119
22689,24245,20020,17107
22812,24335,20154,17095
22935,24425,20288,17083
23058,24515,20422,17071
23181,24605,20556,17059
23304,24695,20690,17047
23427,24785,20824,17035
23550,24875,20958,17023
23673,24965,21092,17011
23796,25055,21226,16999
23907,33048,18878,16991
23919,25145,21360,16987
23948,33108,18912,16919
23989,33168,18946,16847
24030,33228,18980,16775
24071,33288,19014,16703
24112,33348,19048,16631
24153,33408,19082,16559
24194,33468,19116,16487
24235,33528,19150,16415
24448,24295,22132,16234
24522,24430,22177,16232
24596,24565,22222,16230
24670,24700,22267,16228
24744,24835,22312,16226
24818,24970,22357,16224
24892,25105,22402,16222
24933,24257,21986,15291
26268,24398,22771,15243
26342,24533,22816,15241
26416,24668,22861,15239
26490,24803,22906,15237
26564,24938,22951,15235
26638,25073,22996,15233
26712,25208,23041,15231
26786,25343,23086,15229
26860,25478,23131,15227
26934,25613,23176,15225
27008,25748,23221,15223
27082,25883,23266,15221
27156,26018,23311,15219
27230,26153,23356,15217
27304,26288,23401,15215
27378,26423,23446,15213
27452,26558,23491,15211
27526,26693,23536,15209
27600,26828,23581,15207
27674,26963,23626,15205
27748,27098,23671,15203
27822,27233,23716,15201
27896,27368,23761,15199
27970,27503,23806,15197
28044,27638,23851,15195
28118,27773,23896,15193
28192,27908,23941,15191
28266,28043,23986,15189
28340,28178,24031,15187
28414,28313,24076,15185
28488,28448,24121,15183
28562,28583,24166,15181
28636,28718,24211,15179
28710,28853,24256,15177
28784,28988,24301,15175
28858,29123,24346,15173
17528,17980,13658,26124
28932,29258,24391,15171
29006,29393,24436,15169
29048,33779,23847,14798
29448,31390,23477,14365
18843,20588,13562,20918
18917,20723,13607,20916
18991,20858,13652,20914
19065,20993,13697,20912
19139,21128,13742,20910
19213,21263,13787,20908
19287,21398,13832,20906
19307,26841,15078,19750
19326,26839,15121,19809
19345,26837,15164,19868
19361,21533,13877,20904
19364,26835,15207,19927
19383,26833,15250,19986
19402,26831,15293,20045
19421,26829,15336,20104
19435,21668,13922,20902
19440,26827,15379,20163
19459,26825,15422,20222
19478,26823,15465,20281
19497,26821,15508,20340
19509,21803,13967,20900
19516,26819,15551,20399
19535,26817,15594,20458
19554,26815,15637,20517
19573,26813,15680,20576
19583,21938,14012,20898
19592,26811,15723,20635
19611,26809,15766,20694
19630,26807,15809,20753
19649,26805,15852,20812
19657,22073,14057,20896
19668,26803,15895,20871
19731,22208,14102,20894
19737,22614,19129,20886
19860,22704,19263,20874
19983,22794,19397,20862
20106,22884,19531,20850
20229,22974,19665,20838
20251,22955,17981,18332
20266,23067,17940,18422
20281,23179,17899,18512
20296,23291,17858,18602
20311,23403,17817,18692
20326,23515,17776,18782
20341,23627,17735,18872
20356,23739,17694,18962
20371,23851,17653,19052
20386,23963,17612,19142
20401,24075,17571,19232
23967,33106,18955,16978
24042,25235,21494,16975
24165,25325,21628,16963
20416,24187,17530,19322
24288,25415,21762,16951
24411,25505,21896,16939
20431,24299,17489,19412
24008,33166,18989,16906
20446,24411,17448,19502
20461,24523,17407,19592
20476,24635,17366,19682
