obj0,obj1,obj2,obj3
1322,4035,3691,3653
1453,3715,4174,3329
1414,4065,3620,3564
1517,3753,3351,3476
1613,3470,4508,3238
1487,3987,3633,3390
1618,3667,4116,3066
1585,3843,3242,3779
1628,3649,3953,2959
1648,3433,3834,3152
1690,3954,3231,3776
1750,3795,3184,3516
1545,3745,4103,3240
1718,3420,4176,3696
1793,3642,2962,3688
1726,3247,3638,3598
1598,4220,3880,3133
1857,2927,4121,3274
1885,3672,2891,3599
1716,3523,3725,3455
1571,4341,3543,3363
1621,3922,3993,3009
1579,4017,3562,3301
1940,3984,2812,3183
2008,3951,2646,3555
1744,3520,3503,3786
1631,3904,3830,2902
1609,3783,3280,3387
1677,4176,3261,3057
1763,4172,3822,2870
1875,3200,3986,3462
1663,4371,3472,3274
2017,2682,4455,3183
1773,4154,3659,2763
1885,3182,3823,3355
1913,3138,3836,3519
1826,3622,3490,2725
2113,4062,2635,3552
1831,3358,3627,3595
1845,3486,3506,3429
1836,3550,3432,3697
2216,3750,2366,3464
1891,3199,3580,3335
1962,3038,4110,3271
2022,2879,4063,3011
1841,3569,3317,3632
1924,3322,3445,3364
2025,3134,3940,2954
1817,4150,3175,3529
2045,2942,3960,2990
1834,4149,3094,3489
1939,3238,3163,3609
1808,3856,3744,2733
2054,2980,3793,3551
2122,2632,4123,3641
1778,3422,4450,2975
1788,3404,4287,2868
1766,4059,3203,3186
2005,3168,3765,3430
1900,3886,3673,2644
2032,3141,3421,3515
1769,4206,3190,2968
1690,4250,3809,3044
1939,4260,3083,3486
2070,2918,3646,3285
1858,4089,3132,3097
2020,3409,3114,3998
2012,3868,2835,3352
1909,4180,3104,3440
1953,4361,3450,2537
2031,3268,3092,3520
2080,2900,3483,3178
2161,2813,3510,3817
2049,3368,3037,3541
2121,2885,4049,3397
1926,4482,3113,2767
2268,2564,4126,2946
2150,2887,3825,3722
2042,3948,2814,3398
2196,3710,2887,3036
2104,3898,2764,3263
2215,3127,2774,3821
2308,3780,2295,3375
1740,3463,3763,3063
2192,3359,3031,3399
1705,3500,4437,3149
2227,2743,4112,3638
2117,3020,3367,3631
2287,2584,4065,3378
1780,3800,3356,3221
2292,2493,3993,3493
1793,3938,3540,2956
1816,3640,3653,2832
2124,3171,3350,3426
2209,3050,3296,3542
2363,4092,2216,2959
1864,3352,4179,3001
2302,2475,3830,3386
1976,4063,3563,2413
1855,3906,3173,3513
2197,3093,3363,3252
1906,3283,4231,3069
1821,3634,3714,3452
2045,4095,2801,3180
2264,3677,2721,3408
1885,3968,3469,2867
1876,3278,4059,3364
1921,4016,3462,2908
1941,3203,4663,3191
2345,2415,4610,3136
2253,2843,3439,3728
2316,2603,3709,3220
2468,4203,2205,2956
2134,3978,2743,3309
1976,3166,3989,3105
2649,3923,1886,4104
2307,3157,2703,3732
2289,3123,3292,3163
2018,4512,3042,2678
2267,2971,3318,3562
2189,4290,2664,2893
2320,3045,2972,3536
2378,2358,4198,3494
1881,3475,3667,3192
2357,3412,2686,3033
2006,3521,3259,3369
2375,3550,2684,3402
2439,3725,2598,3130
2325,2767,3580,3509
2346,2807,3257,3497
2467,3580,2613,3313
2140,4417,2855,3004
1872,3830,3285,3132
1893,3354,3955,3326
1972,3249,3800,3308
2335,2623,3648,3652
2356,2789,3094,3390
2068,4093,3492,2324
1998,3313,4160,2980
2344,2787,3519,3941
2472,3476,2441,3317
2345,2605,3485,3545
1907,3793,3441,3114
1921,3462,3676,2790
2056,3689,2967,3433
2066,3706,4141,2650
2216,4291,2655,3406
2066,3967,3382,2594
2428,2319,4460,2855
2122,2793,4444,3180
2016,3352,3374,3275
2294,4401,2653,2890
1904,3538,3564,3171
2163,2821,3904,3191
1867,3607,4056,2944
