obj0,obj1,obj2,obj3,obj4
9985,12402,14266,18128,9254
11398,13783,14616,18050,11168
11408,13686,14554,17922,11170
11418,13589,14492,17794,11172
11428,13492,14430,17666,11174
10063,12371,14372,18175,9373
10141,12340,14478,18222,9492
10219,12309,14584,18269,9611
11438,13395,14368,17538,11176
10297,12278,14690,18316,9730
10375,12247,14796,18363,9849
10453,12216,14902,18410,9968
11448,13298,14306,17410,11178
10531,12185,15008,18457,10087
10609,12154,15114,18504,10206
10687,12123,15220,18551,10325
11458,13201,14244,17282,11180
10765,12092,15326,18598,10444
10843,12061,15432,18645,10563
10921,12030,15538,18692,10682
11468,13104,14182,17154,11182
10999,11999,15644,18739,10801
11077,11968,15750,18786,10920
11155,11937,15856,18833,11039
11478,13007,14120,17026,11184
11233,11906,15962,18880,11158
11311,11875,16068,18927,11277
11389,11844,16174,18974,11396
11488,12910,14058,16898,11186
11467,11813,16280,19021,11515
11545,11782,16386,19068,11634
11623,11751,16492,19115,11753
11498,12813,13996,16770,11188
11701,11720,16598,19162,11872
11779,11689,16704,19209,11991
11857,11658,16810,19256,12110
11452,13927,11775,17431,9045
11508,12716,13934,16642,11190
11935,11627,16916,19303,12229
12013,11596,17022,19350,12348
12091,11565,17128,19397,12467
11518,12619,13872,16514,11192
12113,11544,15128,17672,9356
12155,11459,15096,17610,9329
11528,12522,13810,16386,11194
12196,9411,14164,15418,8660
10671,14880,15503,19233,8102
13609,10792,14514,15340,10574
13619,10695,14452,15212,10576
13629,10598,14390,15084,10578
13639,10501,14328,14956,10580
13649,10404,14266,14828,10582
13659,10307,14204,14700,10584
13669,10210,14142,14572,10586
13679,10113,14080,14444,10588
13689,10016,14018,14316,10590
13699,9919,13956,14188,10592
13709,9822,13894,14060,10594
12071,11629,15160,17734,9383
12029,11714,15192,17796,9410
13719,9725,13832,13932,10596
11486,13117,13310,17430,10737
11987,11799,15224,17858,9437
12967,13682,16237,18529,8096
11945,11884,15256,17920,9464
13009,13597,16205,18467,8069
11903,11969,15288,17982,9491
11606,12491,13916,16433,11313
11684,12460,14022,16480,11432
11762,12429,14128,16527,11551
11777,12224,15384,18168,9572
11735,12309,15416,18230,9599
11819,12139,15352,18106,9545
11840,12398,14234,16574,11670
11861,12054,15320,18044,9518
13051,13512,16173,18405,8042
11918,12367,14340,16621,11789
11996,12336,14446,16668,11908
12074,12305,14552,16715,12027
12152,12274,14658,16762,12146
13729,9628,13770,13804,10598
13093,13427,16141,18343,8015
11564,13086,13416,17477,10856
11642,13055,13522,17524,10975
11720,13024,13628,17571,11094
11798,12993,13734,17618,11213
13622,12984,12605,16913,9120
13664,12899,12573,16851,9093
13656,12174,14140,16912,10812
13697,10126,13208,14720,10143
13160,13919,12957,17595,9417
13202,13834,12925,17533,9390
13135,13342,16109,18281,7988
13244,13749,12893,17471,9363
13286,13664,12861,17409,9336
13328,13579,12829,17347,9309
13580,13069,12637,16975,9147
13370,13494,12797,17285,9282
13412,13409,12765,17223,9255
13454,13324,12733,17161,9228
13496,13239,12701,17099,9201
12379,14872,16685,19397,8474
12421,14787,16653,19335,8447
13538,13154,12669,17037,9174
12463,14702,16621,19273,8420
12505,14617,16589,19211,8393
12547,14532,16557,19149,8366
12589,14447,16525,19087,8339
12865,15308,12125,17353,10959
12631,14362,16493,19025,8312
12875,15211,12063,17225,10961
12673,14277,16461,18963,8285
12715,14192,16429,18901,8258
12885,15114,12001,17097,10963
12757,14107,16397,18839,8231
13177,13257,16077,18219,7961
12799,14022,16365,18777,8204
12919,14304,13536,17096,12655
12955,15156,12170,17061,11010
12989,14346,13705,17060,12702
13025,15198,12339,17025,11057
