obj0,obj1,obj2,obj3,obj4,cpu
23477,8590,27049,29193,17383,0.0619837
13704,8886,19183,22325,19194,0.0751016
13536,8898,19004,21899,17232,0.0795327
11246,11253,15143,13576,10912,0.0845252
11661,11221,16064,15086,10798,0.0925762
14482,10405,17698,15065,10253,0.106021
15205,13119,14743,13484,10657,0.108846
11994,13467,14988,13620,11616,0.141571
14897,10373,18619,16575,10139,0.170482
15620,13087,15664,14994,10543,0.176148
15621,13067,15776,15059,10555,0.247647
15622,13047,15888,15124,10567,0.278442
15623,13027,16000,15189,10579,0.318041
15624,13007,16112,15254,10591,0.361604
11714,11217,16164,15262,10966,0.385505
15625,12987,16224,15319,10603,0.416094
11767,11213,16264,15438,11134,0.443832
15626,12967,16336,15384,10615,0.481099
11820,11209,16364,15614,11302,0.513038
15627,12947,16448,15449,10627,0.558031
11873,11205,16464,15790,11470,0.59561
15628,12927,16560,15514,10639,0.647082
11926,11201,16564,15966,11638,0.694747
15629,12907,16672,15579,10651,0.756548
11979,11197,16664,16142,11806,0.806205
15630,12887,16784,15644,10663,0.875224
12032,11193,16764,16318,11974,0.925101
15631,12867,16896,15709,10675,0.991308
12085,11189,16864,16494,12142,1.04401
15632,12847,17008,15774,10687,1.10949
12138,11185,16964,16670,12310,1.16109
15633,12827,17120,15839,10699,1.22871
13737,11065,19843,21848,18808,1.23326
12191,11181,17064,16846,12478,1.28355
15634,12807,17232,15904,10711,1.35363
13684,11069,19743,21672,18640,1.35818
12244,11177,17164,17022,12646,1.41281
15113,10439,18859,16545,10231,1.44401
15635,12787,17344,15969,10723,1.485
13631,11073,19643,21496,18472,1.48953
12297,11173,17264,17198,12814,1.5454
15005,10406,18739,16560,10185,1.57743
15836,13153,15904,14964,10635,1.58261
15636,12767,17456,16034,10735,1.62186
13578,11077,19543,21320,18304,1.62663
11877,11287,16304,15056,10890,1.65365
12350,11169,17364,17374,12982,1.68696
15728,13120,15784,14979,10589,1.72241
15637,12747,17568,16099,10747,1.7636
13525,11081,19443,21144,18136,1.76829
11769,11254,16184,15071,10844,1.79458
12403,11165,17464,17550,13150,1.82813
15638,12727,17680,16164,10759,1.90029
13472,11085,19343,20968,17968,1.90497
12456,11161,17564,17726,13318,1.96268
13419,11089,19243,20792,17800,2.03693
12509,11157,17664,17902,13486,2.09288
13366,11093,19143,20616,17632,2.16321
12562,11153,17764,18078,13654,2.2172
13313,11097,19043,20440,17464,2.28404
12615,11149,17864,18254,13822,2.33821
13260,11101,18943,20264,17296,2.4029
12668,11145,17964,18430,13990,2.45377
14285,11092,18961,22008,17948,2.5137
13207,11105,18843,20088,17128,2.51644
11995,13447,15100,13685,11628,2.52845
12721,11141,18064,18606,14158,2.56502
13154,11109,18743,19912,16960,2.62113
12774,11137,18164,18782,14326,2.6683
13101,11113,18643,19736,16792,2.71997
12827,11133,18264,18958,14494,2.76685
13048,11117,18543,19560,16624,2.81256
12880,11129,18364,19134,14662,2.85938
12995,11121,18443,19384,16456,2.90295
12933,11125,18464,19310,14830,2.94854
15226,12699,17095,14849,10909,2.96399
12942,11125,18343,19208,16288,2.98583
12986,11121,18564,19486,14998,3.03211
15225,12719,16983,14784,10897,3.04704
12889,11129,18243,19032,16120,3.06755
13039,11117,18664,19662,15166,3.11394
15224,12739,16871,14719,10885,3.12981
12836,11133,18143,18856,15952,3.14618
13092,11113,18764,19838,15334,3.19216
15223,12759,16759,14654,10873,3.20727
12783,11137,18043,18680,15784,3.22139
13145,11109,18864,20014,15502,3.26752
15222,12779,16647,14589,10861,3.28234
12730,11141,17943,18504,15616,3.29391
13198,11105,18964,20190,15670,3.34025
15221,12799,16535,14524,10849,3.35497
12677,11145,17843,18328,15448,3.36442
13251,11101,19064,20366,15838,3.41062
15220,12819,16423,14459,10837,3.42112
12624,11149,17743,18152,15280,3.42803
13304,11097,19164,20542,16006,3.47463
15219,12839,16311,14394,10825,3.48521
12571,11153,17643,17976,15112,3.48959
13357,11093,19264,20718,16174,3.53613
15218,12859,16199,14329,10813,3.5465
12518,11157,17543,17800,14944,3.5494
13410,11089,19364,20894,16342,3.59585
15217,12879,16087,14264,10801,3.60232
12465,11161,17443,17624,14776,3.60504
13463,11085,19464,21070,16510,3.65145
15216,12899,15975,14199,10789,3.65768
12412,11165,17343,17448,14608,3.66069
13516,11081,19564,21246,16678,3.70769
15215,12919,15863,14134,10777,3.7139
12359,11169,17243,17272,14440,3.71696
13569,11077,19664,21422,16846,3.76328
15214,12939,15751,14069,10765,3.76592
12306,11173,17143,17096,14272,3.76873
13622,11073,19764,21598,17014,3.81503
15213,12959,15639,14004,10753,3.81705
12253,11177,17043,16920,14104,3.81988
13675,11069,19864,21774,17182,3.86709
15212,12979,15527,13939,10741,3.86904
12200,11181,16943,16744,13936,3.87181
15211,12999,15415,13874,10729,3.91978
12147,11185,16843,16568,13768,3.92262
15210,13019,15303,13809,10717,3.96643
12094,11189,16743,16392,13600,3.96927
15209,13039,15191,13744,10705,4.01107
12041,11193,16643,16216,13432,4.01388
15208,13059,15079,13679,10693,4.05352
11988,11197,16543,16040,13264,4.0563
15207,13079,14967,13614,10681,4.09313
11935,11201,16443,15864,13096,4.09634
15206,13099,14855,13549,10669,4.13105
11882,11205,16343,15688,12928,4.134
11829,11209,16243,15512,12760,4.168
11776,11213,16143,15336,12592,4.1977
11723,11217,16043,15160,12424,4.22499
11670,11221,15943,14984,12256,4.24988
11617,11225,15843,14808,12088,4.27248
11564,11229,15743,14632,11920,4.29294
11511,11233,15643,14456,11752,4.31075
11458,11237,15543,14280,11584,4.32278
11405,11241,15443,14104,11416,4.33423
11352,11245,15343,13928,11248,4.34475
11299,11249,15243,13752,11080,4.35266
12047,13463,15088,13796,11784,4.48745
