obj0,obj1,obj2,cpu
29105,26465,38637,58.2562
30912,26262,36048,58.2605
23245,29565,39275,58.4651
26046,27809,36463,58.4697
25052,29362,36686,58.4736
27853,27606,33874,58.4784
35417,40891,26964,61.2245
26357,42573,31909,61.4232
29158,40817,29097,61.4469
27540,40338,29992,61.5185
30341,38582,27180,61.5416
28712,26661,36332,63.4018
30519,26458,33743,63.4187
22852,29761,36970,64.2477
25653,28005,34158,64.2653
24659,29558,34381,64.2844
27460,27802,31569,64.3028
26501,41298,32356,64.3935
29302,39542,29544,64.4385
27684,39063,30439,64.5764
30485,37307,27627,64.6222
22708,31036,36523,87.0455
25509,29280,33711,87.0604
24515,30833,33934,87.0758
27316,29077,31122,87.0907
26459,31115,33239,87.1883
28266,30912,30650,87.303
29140,26618,38344,87.5949
30947,26415,35755,87.6006
23280,29718,38982,87.7698
25087,29515,36393,87.7975
26603,29840,33686,87.8558
28410,29637,31097,87.9057
23658,32871,36051,88.8026
28304,37575,30301,88.8159
25465,32668,33462,88.8488
29775,37004,28080,88.8686
26081,27962,36170,89.0448
27888,27759,33581,89.0643
23802,31596,36498,89.0783
29919,35729,28527,89.1197
25503,39331,33113,89.575
26974,38760,30892,89.5995
27118,37485,31339,89.7598
23960,34652,35459,89.9325
26761,32896,32647,89.938
25431,34081,33238,89.9435
28232,32325,30426,89.9491
24104,33377,35906,90.047
26905,31621,33094,90.0529
29096,26653,38359,92.8281
30903,26450,35770,92.8297
23236,29753,38997,92.8372
25043,29550,36408,92.8589
27106,30015,32886,94.6616
27091,30082,33012,94.6623
26444,31182,33365,94.7381
29760,37071,28206,94.8082
28251,30979,30776,94.8193
27211,29546,32004,95.3389
27196,29613,32130,95.3397
26429,31249,33491,95.434
29745,37138,28332,95.5203
28236,31046,30902,95.5338
25443,28943,35922,95.6465
25428,29010,36048,95.6473
27250,28740,33333,95.696
27235,28807,33459,95.6968
29904,35796,28653,95.8368
25464,29481,34089,96.2925
25449,29548,34215,96.2932
27271,29278,31500,96.3378
27256,29345,31626,96.3386
27151,29814,32508,96.3391
27136,29881,32634,96.3398
27046,30283,33390,96.3404
27031,30350,33516,96.3411
29113,41018,29475,96.4081
29098,41085,29601,96.4088
26414,31316,33617,96.451
30296,38783,27558,96.5152
30281,38850,27684,96.516
29730,37205,28458,96.5219
28221,31113,31028,96.5461
25548,28474,35040,96.706
25533,28541,35166,96.7067
26037,27997,36185,96.7237
27355,28271,32451,96.7309
27340,28338,32577,96.7316
27844,27794,33596,96.7472
29889,35863,28779,96.8449
25494,29347,33837,97.3758
25479,29414,33963,97.3765
25434,29615,34341,97.3771
27301,29144,31248,97.4333
27286,29211,31374,97.434
27241,29412,31752,97.4346
27226,29479,31878,97.4353
27181,29680,32256,97.4359
27166,29747,32382,97.4366
27121,29948,32760,97.4371
27076,30149,33138,97.4382
27061,30216,33264,97.439
29143,40884,29223,97.5318
29128,40951,29349,97.5325
30326,38649,27306,97.6791
30311,38716,27432,97.6798
29715,37272,28584,97.6884
25608,28206,34536,97.957
25593,28273,34662,97.9578
25488,28742,35544,97.9584
25473,28809,35670,97.9591
25383,29211,36426,97.9599
25368,29278,36552,97.9606
27415,28003,31947,97.9781
27400,28070,32073,97.9789
27295,28539,32955,97.9794
27280,28606,33081,97.9802
27190,29008,33837,97.9808
27175,29075,33963,97.9815
29874,35930,28905,98.0852
26031,27876,36589,98.7975
26016,27943,36715,98.7983
27838,27673,34000,98.8004
27823,27740,34126,98.8012
29700,37339,28710,99.2927
25638,28072,34284,99.7437
25623,28139,34410,99.7445
25578,28340,34788,99.7451
25563,28407,34914,99.7459
25518,28608,35292,99.7465
25503,28675,35418,99.7472
25458,28876,35796,99.7479
25413,29077,36174,99.749
25398,29144,36300,99.7498
25353,29345,36678,99.7505
27445,27869,31695,99.758
27430,27936,31821,99.7588
27385,28137,32199,99.7594
27370,28204,32325,99.7604
27325,28405,32703,99.761
27310,28472,32829,99.7618
27265,28673,33207,99.7624
27220,28874,33585,99.7637
27205,28941,33711,99.7645
27160,29142,34089,99.7651
30470,37374,27753,99.8925
30455,37441,27879,99.8933
35402,40958,27090,100.885
25989,42139,32600,101.07
26007,42243,32581,101.071
27316,40736,30531,101.285
27334,40840,30512,101.286
26908,37367,31908,101.307
26947,37494,31866,101.308
29685,37406,28836,101.471
23393,34031,36080,103.806
23372,34008,36103,103.806
25032,33644,33675,103.884
25011,33621,33698,103.885
25737,40683,32866,103.968
25755,40787,32847,103.969
26241,43595,32334,103.97
26259,43699,32315,103.971
28790,40383,29788,104.06
28808,40487,29769,104.061
27136,39696,30721,104.216
27154,39800,30702,104.217
27496,41776,30341,104.217
27514,41880,30322,104.218
26167,34954,32706,104.238
26206,35081,32664,104.239
30117,38980,27719,104.395
30135,39084,27700,104.396
