obj0,obj1,obj2
15688,26122,27161
17149,27071,26193
17200,26351,24853
17327,26435,24815
17454,26519,24777
17581,26603,24739
17708,26687,24701
17835,26771,24663
17962,26855,24625
18089,26939,24587
18216,27023,24549
18343,27107,24511
18470,27191,24473
18597,27275,24435
18661,27300,23885
18712,27198,23798
18856,24996,22528
15753,26108,27168
15818,26094,27175
15883,26080,27182
15948,26066,27189
16013,26052,27196
16078,26038,27203
16143,26024,27210
16208,26010,27217
16273,25996,27224
16338,25982,27231
16403,25968,27238
16468,25954,27245
16533,25940,27252
16598,25926,27259
16663,25912,27266
16728,25898,27273
16793,25884,27280
16858,25870,27287
16923,25856,27294
16988,25842,27301
17053,25828,27308
17118,25814,27315
17183,25800,27322
17248,25786,27329
17313,25772,27336
17344,24767,24836
18983,25080,22490
19110,25164,22452
19237,25248,22414
19364,25332,22376
19491,25416,22338
19618,25500,22300
19745,25584,22262
19872,25668,22224
17409,24753,24843
19999,25752,22186
17474,24739,24850
17539,24725,24857
20126,25836,22148
17604,24711,24864
17669,24697,24871
17734,24683,24878
20253,25920,22110
17799,24669,24885
17864,24655,24892
17929,24641,24899
20317,25945,21560
17994,24627,24906
18059,24613,24913
18124,24599,24920
18189,24585,24927
18254,24571,24934
18319,24557,24941
18384,24543,24948
18449,24529,24955
18514,24515,24962
18519,23885,24640
20368,25843,21473
20560,25913,21442
20752,25983,21411
20825,26281,21408
20944,26053,21380
20952,26365,21370
21079,26449,21332
18865,23872,25896
18930,23858,25903
18995,23844,25910
21206,26533,21294
19035,23842,25402
19060,23830,25917
19100,23828,25409
19125,23816,25924
21333,26617,21256
19165,23814,25416
19188,23753,24824
21460,26701,21218
19253,23739,24831
21587,26785,21180
19318,23725,24838
19383,23711,24845
19448,23697,24852
21714,26869,21142
19513,23683,24859
19578,23669,24866
19643,23655,24873
21829,26792,20505
19708,23641,24880
19715,23060,25665
20210,22960,25206
22021,26862,20474
22213,26932,20443
20363,22871,24628
22405,27002,20412
22597,27072,20381
22789,27142,20350
20879,22828,25390
22981,27212,20319
20944,22814,25397
23173,27282,20288
21009,22800,25404
21074,22786,25411
23365,27352,20257
21139,22772,25418
21204,22758,25425
23557,27422,20226
21269,22744,25432
21334,22730,25439
21399,22716,25446
23749,27492,20195
21406,22135,26231
23941,27562,20164
24133,27632,20133
24325,27702,20102
24517,27772,20071
24709,27842,20040
24901,27912,20009
25093,27982,19978
25285,28052,19947
25477,28122,19916
25669,28192,19885
25798,27758,19473
17265,26337,24860
17330,26323,24867
22054,21946,25194
18662,27261,24442
18535,27177,24480
18600,27163,24487
18665,27149,24494
18805,25716,23868
18730,27135,24501
18408,27093,24518
18795,27121,24508
18473,27079,24525
18538,27065,24532
18603,27051,24539
18281,27009,24556
18668,27037,24546
18346,26995,24563
18411,26981,24570
18476,26967,24577
