obj0,obj1,obj2,obj3,obj4,cpu
3095,2713,1712,1700,3616,0.744701
3471,3291,1675,1657,3365,0.74471
2255,3022,3137,2176,3241,0.744722
3461,2877,2893,2992,1636,0.744741
3130,1960,3487,3607,1863,0.744765
3755,3074,1247,2126,3443,0.744783
3379,2496,1284,2169,3694,0.744805
3290,2474,3106,1893,2724,0.744832
2569,2579,3000,1491,3554,0.744883
2377,1339,3173,3077,3579,0.744936
2791,2263,3361,1511,3493,0.744958
3222,1640,3572,2054,2930,0.745026
3370,2244,1460,2141,3714,0.745054
2865,1306,2824,3568,2720,0.745099
2745,1142,2685,3413,3513,0.745207
3813,1729,3344,2650,2262,0.745303
3181,1291,3383,3753,2207,0.745352
3512,2208,2789,3138,1980,0.745391
2848,1771,2105,2612,3542,0.745491
3318,3173,2409,1479,3269,0.745619
2942,2595,2446,1522,3520,0.7457
3893,2694,1847,2164,2834,0.745784
4111,2767,2173,2729,2200,0.745847
2989,1708,3080,1890,3543,0.745878
2945,3157,2963,1448,3303,0.745953
3164,2279,2807,1542,3459,0.746024
3505,2264,1719,2685,2980,0.746159
2640,1422,3045,2623,3558,0.746299
3524,1452,3070,2376,2939,0.746348
2975,1067,3176,3500,2984,0.746473
3881,2563,2878,2489,2056,0.746544
3231,2952,2402,2905,2165,0.746621
2822,2023,3641,2641,2601,0.746771
3881,2842,1682,2642,2729,0.746869
2978,1891,2850,1834,3432,0.746947
2537,2765,2581,2414,3159,0.747174
3428,1993,2325,1927,3446,0.747372
2898,3487,2424,1982,2849,0.747523
2890,2857,3175,2480,2395,0.747668
2303,2346,3032,2245,3669,0.747784
2608,2969,2529,2123,3116,0.747846
2826,3042,2855,2688,2482,0.748038
2262,1947,3521,2719,3629,0.748112
2983,1791,2364,3156,2808,0.748154
3377,1580,2646,2310,3568,0.748379
3439,1810,2555,1983,3557,0.748456
3497,1744,2785,2465,2775,0.748498
3672,1742,3047,2147,2944,0.748735
3740,2576,2581,1986,2738,0.748816
3034,2980,2019,2680,2922,0.74896
2545,3540,3032,2035,2974,0.7491
3116,3560,2750,2547,2215,0.749169
2742,2766,2320,1753,3741,0.749269
2656,2293,2424,2192,3544,0.749323
3973,3147,1573,2691,2809,0.749498
3323,3257,2293,2954,2245,0.749532
3206,2309,1964,1907,3507,0.749572
3028,1294,2611,3043,3583,0.749754
2821,2548,2153,2883,3237,0.749807
3603,2176,1952,2305,3101,0.749986
3385,2100,1580,2530,3773,0.750178
2900,2035,2996,3520,2392,0.750226
3006,2480,1838,2138,3728,0.750385
2495,1824,2713,2665,3667,0.750463
3821,2249,2278,2870,2467,0.750552
2693,1324,3732,3262,3066,0.750713
2642,1993,3836,3116,2722,0.750842
2791,2313,2683,2736,2810,0.75096
3689,3364,2001,2222,2731,0.751285
3532,1972,2004,2596,3144,0.751434
2567,2060,2550,2630,3656,0.751554
3172,2600,2619,2718,2313,0.751652
3282,2283,2298,3051,2509,0.752001
3132,2785,2452,1771,3242,1.00286
3434,2597,1950,2093,3251,1.00337
2732,3168,2521,2358,2913,1.00376
3723,2874,2224,2367,2574,1.0041
3076,2059,2091,2798,3286,1.0043
3366,1763,2416,2254,3457,1.00452
3592,2286,2604,2215,2733,1.00477
3374,2588,2189,3100,2589,1.00505
3569,1980,2622,2430,2764,1.00515
2412,2068,3345,3029,3251,1.00538
3168,2364,1982,2847,3366,1.00557
3148,1458,2750,3198,2790,1.00565
2726,1625,3208,2344,3564,1.00585
2449,1575,3010,3042,3568,1.00594
2664,2334,2987,2519,3119,1.00609
3320,2890,2596,2489,2318,1.4583
3299,1776,2923,3341,2295,1.45866
3536,3246,2735,2044,2635,1.45882
3030,2372,2701,2630,2585,1.45895
3248,2445,3027,3195,1951,1.4593
2677,2425,3309,2683,2710,1.45943
2807,1372,2594,3086,3502,1.45957
3018,2520,2536,3108,2480,1.45991
2750,1914,3172,3210,2770,1.46013
2785,2643,3344,3162,2442,1.46041
3182,3270,1996,2451,2927,1.46051
2863,1627,2225,3001,3601,1.46069
2892,2752,2101,2592,3194,1.46079
3217,2126,2194,1963,3618,1.46115
3450,2058,2686,2127,3005,1.46128
3344,1701,2069,3004,3733,1.46159
3464,1865,2208,3159,2940,1.4617
3090,1524,2520,2716,3572,1.46182
3612,1997,1875,2245,3744,1.46194
3329,1845,1949,2615,3674,1.46203
2844,2110,2748,1932,3652,1.4622
3077,2042,3240,2096,3039,1.46244
3025,2728,2195,2652,2942,1.4971
2694,1811,2789,3267,3169,1.49763
3306,1984,2582,2885,2757,1.49783
3220,1694,2587,3163,2779,1.71231
3413,2112,3413,3237,1933,1.71263
3464,1443,3309,3383,2277,1.71276
3100,1530,2448,3008,3572,1.71293
2957,1611,2715,3617,2800,1.71303
3258,1219,3102,3130,3054,1.71314
2837,1447,2576,3462,3593,1.71333
2956,1407,3604,2808,3045,1.71344
3651,2638,2387,2402,2585,1.71368
2712,1658,2882,2588,3547,1.71399
3597,2569,1610,2734,3060,2.13392
3075,2096,2255,3205,2888,2.13437
2940,2076,1996,2661,3622,2.13473
3601,2180,1645,2189,3633,2.13492
3093,1552,2716,3088,3072,2.1352
2833,2293,2518,1876,3541,2.13551
3394,2352,1404,2558,3753,2.13581
3616,2036,1765,2578,3692,2.13591
2899,1677,2485,3135,3582,2.13603
3162,1760,2357,2681,3561,2.13613
3110,2825,2427,3157,2560,2.1363
2615,1894,2913,2666,3504,2.1364
3164,1756,2664,2797,3029,2.13668
2525,2030,3393,2265,3608,2.13705
2959,2168,2753,2921,2628,2.13722
3774,1725,2419,2700,3174,2.13762
3746,2822,1423,2098,3463,2.23647
3593,2704,2157,1920,3367,2.23682
2530,2553,2885,2617,3339,2.23715
3352,2146,2453,2507,2884,2.2374
3173,3018,2172,2423,2947,2.23791
2883,2500,2277,2564,3214,2.2382
3017,2297,2068,2194,3839,2.23881
2812,2296,2329,2855,3257,2.23893
2924,1736,3280,3354,2640,2.26593
2866,2552,2484,2525,3357,2.39149
3124,1835,3139,2963,2610,2.43887
2966,2146,2485,2841,3128,2.43936
3114,1497,2774,2764,3589,2.43969
3313,2786,2038,2265,2982,2.70399
3822,2490,1899,2455,2877,2.70463
2630,1750,3033,3055,3563,2.70491
2671,2149,2544,2581,3603,2.70503
2827,3283,2476,2273,2892,2.70524
3582,2887,1927,1864,3256,2.82247
3819,2253,1971,2754,2999,2.82282
2519,2736,2655,2561,3228,2.82295
3424,2382,2290,2472,2873,2.82326
3675,2618,1475,2389,3506,2.96313
3123,1357,3153,3271,2989,3.3678
3845,1929,2367,2409,3131,3.36838
3110,2569,1832,2089,3675,3.40672
3400,3087,1727,1948,3408,3.40712
3247,2969,2461,1770,3312,3.40734
3379,1854,2738,2418,3048,3.40751
2579,2419,3137,2909,3219,3.40776
2794,2316,2647,2560,3368,3.76712
3024,2241,3138,2647,2839,3.76787
3183,2187,2922,3150,2462,3.80339
3255,2423,2759,3115,2451,3.80382
2675,2151,3217,2575,3230,3.80405
2992,2340,2887,3569,2472,3.80445
3160,2668,2772,2087,2886,3.97942
3382,2352,3133,2107,2825,3.98012
3668,2131,3012,2692,2371,3.98036
3454,2274,2559,2656,2762,4.02439
2679,2924,2995,2202,3418,4.02498
3032,2871,2387,2149,3293,4.02524
3118,3344,2283,1710,3490,4.02553
3167,2891,2646,2693,2559,4.02576
3684,2870,1299,2417,3486,4.17569
3221,2165,2084,2296,3566,4.17607
3232,1982,2314,2352,3677,4.32118
2477,2706,3498,2196,3180,4.60626
3272,2125,3116,2734,2615,4.60686
3072,2026,3257,3125,2645,4.60728
2297,2676,3693,2671,3301,4.60749
2850,2722,2944,2227,3146,4.60767
2779,2518,2996,2518,3189,4.71614
3114,2436,2462,2612,3133,4.79446
2934,2406,2657,3087,3254,4.79499
3239,1981,2429,2214,3778,4.85411
3224,2349,2068,2569,3291,4.91498
2842,2101,2766,3038,3174,4.9389
3125,2253,2692,2668,3244,4.93941
3234,1661,2913,2919,2796,5.05482
2964,2450,2681,1773,3680,5.23771
3780,1850,2767,3344,2427,5.2383
3472,1913,2921,2378,3165,5.23863
3272,2387,2527,2739,2942,5.23889
3645,1830,2508,2800,3161,5.23921
3250,2229,2560,2358,3226,5.23944
3137,2367,2268,2195,3676,5.24
3337,2466,2127,1804,3646,5.24017
4063,2002,2693,2974,2497,5.24035
3540,2747,2455,2217,2959,5.33718
3574,1626,2560,3091,3204,5.37264
3382,3058,1801,2095,3477,5.49563
3248,1963,2520,2402,3567,5.51879
3747,2017,2134,2789,3010,5.60799
3306,1897,2750,2884,2785,5.82572
2798,1861,3045,2309,3553,5.82654
2743,2985,2751,2414,3024,5.88125
2484,2304,3182,2994,3240,5.88217
2977,1963,2715,2897,3239,5.93473
3492,1712,3242,2622,3065,5.98076
2611,2233,3556,1986,3614,5.98112
3033,2066,3098,2840,2840,6.00201
2898,2046,2839,2296,3574,6.00263
3406,1509,3079,2901,3059,6.00293
2650,2623,3085,2618,3176,6.04095
3316,2654,1959,2618,3371,6.22488
3556,2170,2099,3208,3020,6.24645
3421,2150,1840,2664,3754,6.24705
3042,1610,3767,2529,3051,6.58115
3550,1646,3472,3104,2283,6.58194
2786,2116,2680,3316,3249,6.66132
2811,1809,3272,2850,3154,6.6846
3119,2269,3261,2561,2846,6.70369
3555,2539,2453,2369,3012,6.7375
3068,2795,3270,2792,2512,6.76401
3176,1727,2683,2437,3578,7.76894
3143,2602,2682,1827,3353,7.98886
3344,1422,3265,2851,3060,8.05933
3152,2223,2388,2584,3735,8.26835
2961,2667,2439,2440,3336,8.27631
3445,2414,2180,2149,3362,8.81048
