obj0,obj1,obj2,obj3
13309,18988,11175,17761
13317,17950,10570,15691
13438,17896,10656,15661
13559,17842,10742,15631
13680,17788,10828,15601
13801,17734,10914,15571
13922,17680,11000,15541
14043,17626,11086,15511
14164,17572,11172,15481
14285,17518,11258,15451
14406,17464,11344,15421
14527,17410,11430,15391
14648,17356,11516,15361
14769,17302,11602,15331
14890,17248,11688,15301
15011,17194,11774,15271
15132,17140,11860,15241
15253,17086,11946,15211
15374,17032,12032,15181
15495,16978,12118,15151
15616,16924,12204,15121
15737,16870,12290,15091
15858,16816,12376,15061
15979,16762,12462,15031
16100,16708,12548,15001
16221,16654,12634,14971
16342,16600,12720,14941
16463,16546,12806,14911
16584,16492,12892,14881
16705,16438,12978,14851
16826,16384,13064,14821
16878,15473,12723,16446
14826,18924,10164,14825
17039,15461,12812,16556
17200,15449,12901,16666
17361,15437,12990,16776
17522,15425,13079,16886
17612,14111,12634,14196
14947,18870,10250,14795
15068,18816,10336,14765
15189,18762,10422,14735
15310,18708,10508,14705
15431,18654,10594,14675
15552,18600,10680,14645
15673,18546,10766,14615
15794,18492,10852,14585
15915,18438,10938,14555
16036,18384,11024,14525
16157,18330,11110,14495
14024,20518,9790,25061
16278,18276,11196,14465
16399,18222,11282,14435
16520,18168,11368,14405
16641,18114,11454,14375
16762,18060,11540,14345
16883,18006,11626,14315
17004,17952,11712,14285
17125,17898,11798,14255
17246,17844,11884,14225
17367,17790,11970,14195
17488,17736,12056,14165
17609,17682,12142,14135
17730,17628,12228,14105
17851,17574,12314,14075
17972,17520,12400,14045
18093,17466,12486,14015
18214,17412,12572,13985
18335,17358,12658,13955
18456,17304,12744,13925
18577,17250,12830,13895
18698,17196,12916,13865
18819,17142,13002,13835
18940,17088,13088,13805
19061,17034,13174,13775
19121,15085,12228,13330
19678,14099,12662,15175
19740,14063,12668,15168
19802,14027,12674,15161
24611,13871,16326,22006
14145,20464,9876,25031
14266,20410,9962,25001
14387,20356,10048,24971
14508,20302,10134,24941
14629,20248,10220,24911
14750,20194,10306,24881
18166,16696,12576,15980
18169,16678,12502,15996
18228,16660,12582,15973
18045,16750,12490,16010
18048,16732,12416,16026
18290,16624,12588,15966
18107,16714,12496,16003
17924,16804,12404,16040
17927,16786,12330,16056
17986,16768,12410,16033
17803,16858,12318,16070
17806,16840,12244,16086
17865,16822,12324,16063
17682,16912,12232,16100
17685,16894,12158,16116
17744,16876,12238,16093
17561,16966,12146,16130
17564,16948,12072,16146
17623,16930,12152,16123
17440,17020,12060,16160
17443,17002,11986,16176
17502,16984,12066,16153
17319,17074,11974,16190
17322,17056,11900,16206
17381,17038,11980,16183
17198,17128,11888,16220
17201,17110,11814,16236
17260,17092,11894,16213
17077,17182,11802,16250
17080,17164,11728,16266
17139,17146,11808,16243
16956,17236,11716,16280
16959,17218,11642,16296
16418,22362,9684,27420
17018,17200,11722,16273
16835,17290,11630,16310
16838,17272,11556,16326
16897,17254,11636,16303
16714,17344,11544,16340
16717,17326,11470,16356
16776,17308,11550,16333
16593,17398,11458,16370
16596,17380,11384,16386
16655,17362,11464,16363
16472,17452,11372,16400
16475,17434,11298,16416
16534,17416,11378,16393
16351,17506,11286,16430
16354,17488,11212,16446
16413,17470,11292,16423
16947,16330,13150,14791
17068,16276,13236,14761
16230,17560,11200,16460
16233,17542,11126,16476
16292,17524,11206,16453
17189,16222,13322,14731
17310,16168,13408,14701
16109,17614,11114,16490
16112,17596,11040,16506
16171,17578,11120,16483
17431,16114,13494,14671
17552,16060,13580,14641
15988,17668,11028,16520
15991,17650,10954,16536
16050,17632,11034,16513
15867,17722,10942,16550
15870,17704,10868,16566
15929,17686,10948,16543
15746,17776,10856,16580
15749,17758,10782,16596
26677,13859,16354,22985
15808,17740,10862,16573
15625,17830,10770,16610
15628,17812,10696,16626
15687,17794,10776,16603
17376,18696,10536,15684
17379,18678,10462,15700
15504,17884,10684,16640
15507,17866,10610,16656
17438,18660,10542,15677
17500,18624,10548,15670
15566,17848,10690,16633
26739,13823,16360,22978
17255,18750,10450,15714
17258,18732,10376,15730
17317,18714,10456,15707
15383,17938,10598,16670
15445,17902,10604,16663
21187,15073,12256,14309
21249,15037,12262,14302
17134,18804,10364,15744
17137,18786,10290,15760
17196,18768,10370,15737
21311,15001,12268,14295
17013,18858,10278,15774
17016,18840,10204,15790
17075,18822,10284,15767
16574,20290,10162,25920
16577,20272,10088,25936
16453,20344,10076,25950
16456,20326,10002,25966
16515,20308,10082,25943
16892,18912,10192,15804
16954,18876,10198,15797
16332,20398,9990,25980
16335,20380,9916,25996
16394,20362,9996,25973
26801,13787,16366,22971
16211,20452,9904,26010
16214,20434,9830,26026
16273,20416,9910,26003
16539,22308,9770,27390
16090,20506,9818,26040
16152,20470,9824,26033
18608,22278,9724,28385
18484,22350,9712,28399
18546,22314,9718,28392
19675,17670,12170,15114
19678,17652,12096,15130
19554,17724,12084,15144
19557,17706,12010,15160
19737,17634,12176,15107
19433,17778,11998,15174
19616,17688,12090,15137
19799,17598,12182,15100
19436,17760,11924,15190
19495,17742,12004,15167
19312,17832,11912,15204
19315,17814,11838,15220
19374,17796,11918,15197
19191,17886,11826,15234
19194,17868,11752,15250
19253,17850,11832,15227
19070,17940,11740,15264
19073,17922,11666,15280
19132,17904,11746,15257
18949,17994,11654,15294
18952,17976,11580,15310
19011,17958,11660,15287
18828,18048,11568,15324
18831,18030,11494,15340
18890,18012,11574,15317
18707,18102,11482,15354
18710,18084,11408,15370
18769,18066,11488,15347
18586,18156,11396,15384
18589,18138,11322,15400
18648,18120,11402,15377
18465,18210,11310,15414
18527,18174,11316,15407
18468,18192,11236,15430
18344,18264,11224,15444
18406,18228,11230,15437
18347,18246,11150,15460
18223,18318,11138,15474
18285,18282,11144,15467
18226,18300,11064,15490
18102,18372,11052,15504
18164,18336,11058,15497
18105,18354,10978,15520
17981,18426,10966,15534
18043,18390,10972,15527
17984,18408,10892,15550
17860,18480,10880,15564
17922,18444,10886,15557
17863,18462,10806,15580
17739,18534,10794,15594
