obj0,obj1,obj2
-306,-336,-165
-278,-186,-250
-292,-373,-115
-274,-90,-266
-276,-341,-210
-271,-397,-24
-249,-292,-297
-253,-430,-7
-244,-95,-311
-267,-393,-57
-262,-378,-160
-237,-398,-102
-230,-434,-74
-233,-127,-316
-232,-454,84
-218,-196,-340
-205,-454,-16
-235,-378,-260
-233,-380,-116
-238,-324,-302
-221,-415,-210
-189,-471,-124
-192,-417,-166
-208,-329,-347
-211,-275,-316
-87,-442,-198
-203,-132,-361
-168,-491,89
-206,-380,-216
-141,-491,-11
-194,-415,-310
-205,-334,-292
-197,-361,-352
-61,-496,-101
-192,-164,-366
-104,-528,94
-88,-496,-1
-167,-366,-397
-9,-498,71
-88,-368,-325
