obj0,obj1,obj2
-801,-732,-843
-765,-765,-852
-781,-632,-903
-749,-794,-778
-685,-795,-757
-671,-803,-785
-669,-824,-683
-774,-634,-934
-631,-837,-694
-713,-633,-956
-615,-866,-620
-598,-632,-974
-467,-547,-997
-758,-663,-860
-527,-868,-440
-757,-672,-933
-519,-894,-779
-752,-697,-864
-731,-707,-923
-741,-701,-859
-722,-766,-882
-678,-772,-851
-632,-814,-751
-661,-778,-786
-625,-795,-836
-632,-818,-688
-609,-824,-762
-696,-715,-900
-659,-722,-923
-571,-837,-773
-584,-796,-816
-616,-761,-940
-590,-838,-674
-562,-803,-877
-572,-828,-700
-566,-853,-767
-524,-806,-779
-648,-646,-949
-627,-697,-936
-648,-658,-934
-402,-614,-1013
-584,-653,-954
-374,-684,-949
