obj0,obj1,obj2,obj3
2010,3006,2644,3917
2102,3190,3035,3354
2237,2983,3077,3134
2275,2876,3610,2927
2121,2784,3165,4038
2377,3527,3454,2683
2145,2799,2686,3697
2183,2692,3219,3490
2134,3383,2598,3568
2042,3199,2207,4131
2256,2577,3207,3818
2512,3320,3496,2463
2294,2470,3740,3611
2345,2814,3317,3042
2213,2968,3556,3475
2377,3007,2880,3256
2300,3232,2492,3847
2336,2418,3294,4098
2409,3720,3017,2897
2518,2399,3589,3182
2379,3588,2702,3309
2557,2262,3682,3735
2332,3425,2055,4061
2550,3213,4029,2256
2365,3209,2459,3648
2480,2607,3359,2822
2397,3402,2022,3862
2514,3381,2744,3089
2411,3781,2265,3523
2422,2469,3640,3955
2348,2761,3598,3255
2424,3609,2446,3498
2552,3274,3277,2882
2570,3088,2597,3435
2386,2654,4131,3048
2652,3344,3299,2585
2595,2155,4215,3528
2428,2602,3685,3535
2711,3144,3141,2852
2571,3790,2459,3202
2298,2525,2761,4305
2527,3209,2925,3064
2712,3065,3010,2666
2706,3583,2501,2982
2429,2528,3745,3119
2593,3087,3643,2327
2518,2500,3892,2615
2732,3629,2966,2981
2755,2944,3778,2151
2746,3784,2888,2839
2637,2103,3769,4015
2480,2506,3056,3389
2609,3465,2531,3100
2387,3552,2029,4096
2599,2210,3236,4222
2571,3465,1835,3966
2603,3983,2022,3416
2857,3673,3318,2428
2754,4073,2839,2862
2588,2394,3909,3641
2793,2024,3355,4103
2591,2385,3880,2943
2591,2284,3577,3510
2512,3219,3193,3030
2345,2713,3014,3609
2746,4008,3209,2642
2286,2823,2337,4188
2629,2177,4110,3303
2324,2716,2870,3981
2778,4201,2772,2856
2588,2293,3606,4208
2852,3089,2813,2788
2663,3649,2226,3403
2846,2937,3183,2632
2842,4023,1802,3321
2881,3801,3251,2422
2550,2400,3073,4415
2456,2491,3535,3730
2884,3802,2950,2429
2471,3447,2469,3510
2879,3433,2736,2850
2793,2837,4311,1944
2390,2709,3152,3742
2439,2622,2552,4294
2454,2662,3203,4169
2477,2515,3085,4087
2880,3916,2335,3114
3001,3455,2735,2774
3017,4241,2552,2761
2955,2689,3292,2354
2608,2976,3072,2928
2974,3306,2896,2738
2477,2616,3388,3520
2804,1954,4098,3285
2633,2232,3131,3997
2629,2278,4413,2736
2378,3007,2728,3625
2671,2125,3664,3790
2988,3542,2808,2807
2999,2874,2913,2721
3002,3291,2858,2596
2959,3417,3467,2137
2377,2906,2577,3823
2479,3736,2420,3533
2618,2438,3025,3826
2587,2508,2812,4105
2550,2501,3376,3848
2609,3364,2228,3667
2625,2401,3345,3898
2730,2112,3917,3603
2899,3691,2379,3030
3081,3546,2765,2625
2473,2918,3067,3420
2633,2333,3434,3430
2416,2900,3261,3418
2978,3946,2286,3059
2379,3263,2078,4073
2435,3025,2534,3627
2439,2723,2855,3727
2687,3628,1870,3792
2644,2162,3874,3179
2987,3402,3429,1995
2831,1917,3888,3896
3051,3936,2323,2947
2490,3152,2508,3662
2720,2139,3367,3775
2989,3614,2429,3027
2650,3821,2045,3428
3020,3735,2371,3021
2619,2960,2750,3415
3033,3648,2298,2988
3138,3731,2159,2935
3115,3251,2568,2674
2621,2530,2707,3880
2538,2895,3034,3221
2632,2873,2677,3382
2609,3358,2368,3759
2682,2246,2834,3982
2621,2631,3010,3313
2962,3568,3398,2286
2532,3100,2062,4149
2624,3284,2453,3586
3018,3674,3123,2395
2651,3153,2313,3629
3153,3680,2472,2656
3091,4137,2710,2804
2667,3233,2728,3186
2576,3049,2185,4118
3092,3214,2908,2593
2860,3314,2445,3365
3123,3335,2850,2587
2930,1862,4585,3220
3206,3334,2873,2561
2655,3435,2307,3578
3100,3362,3139,2073
2756,3250,2631,3033
2664,3066,2240,3596
2702,2781,2389,3647
2916,3818,1657,3931
3221,3866,2821,2371
3218,3419,2637,2598
2945,1746,4046,3663
2582,3336,2899,3099
2544,2802,2486,4266
2724,3057,3068,2819
2743,3337,2704,3066
2793,2125,3658,3536
3212,3937,2128,2914
2668,3233,2576,3555
2670,2588,2826,3433
2712,2964,2707,3233
2659,2423,3240,3673
2655,3405,2395,3580
2796,2701,2346,3682
2732,3109,2392,3554
2852,2988,2510,3355
3239,3904,2462,2727
2722,3360,2702,3221
2847,3607,2152,3473
2700,2916,2829,3340
2754,2753,2792,3195
2682,2347,3137,3415
3231,3332,2564,2565
3252,3776,2184,2913
3272,3603,2332,2901
2752,2964,3284,2991
2707,3040,2303,4153
2759,2462,2676,4317
3342,3774,2174,2900
2754,2878,2326,4165
3354,3291,2348,2579
2755,2843,3475,2718
2793,2736,4008,2511
2929,2936,3206,2606
