obj0,obj1,obj2,obj3
855,3129,2509,3147
1102,2814,2507,3085
1054,3551,3213,2374
1115,3165,2914,2617
1260,2767,2108,3316
1333,2531,2461,3223
1252,3145,3149,2288
1362,2850,2912,2555
1410,3098,2750,2519
1458,2361,2044,3230
1421,2669,2563,3048
1499,2743,2679,2589
1268,3001,2211,3182
1520,2803,2513,2786
1505,2493,2860,2608
1503,2829,2223,3079
1580,2216,2459,3161
1467,3423,2915,2409
1718,2397,2449,2700
1814,2780,2296,2853
1528,3037,2616,2652
1671,2705,3078,1974
1532,2953,3165,2450
1608,2692,2686,2433
1625,3038,2568,2748
1752,2178,2858,2546
1885,3074,2973,2218
1554,2744,1891,3383
1889,2071,2625,2580
1753,3166,2595,2610
1823,2970,2452,2554
1777,2216,2100,3193
1904,2381,2278,2758
2054,2712,2920,1961
2076,2343,2677,2143
1933,2675,2215,2821
1981,2231,2175,3155
2030,2676,2167,2917
1951,2760,2531,2524
2143,2625,1954,2822
1954,2883,2226,2717
2214,2919,2631,2187
2082,3011,2253,2579
2032,2024,2281,3371
1673,2639,1810,3351
2290,2712,2572,2387
2036,2257,1901,3218
1730,2547,3101,2364
1789,2572,1903,3280
2370,2320,2460,2210
1908,2467,1822,3248
2135,1908,1768,3442
2450,2241,2413,2269
2265,2504,2179,2814
2425,2033,2020,2696
2471,2787,2372,2057
2061,2033,3024,1965
2500,2662,2311,2388
2189,2711,2238,2614
2379,1825,2174,2816
1860,2866,2580,2645
2204,1986,2680,2756
1698,3165,3383,1816
2581,2492,2135,2324
1883,2589,1549,3352
2240,2626,1906,2918
1801,2429,1889,3321
2180,3007,2809,2120
2022,3054,3208,1889
2208,1926,2681,2543
1872,2723,2566,2686
2340,2536,2650,2002
1818,2598,2735,2552
2257,1763,2183,3373
1918,2365,2562,2643
2359,2521,1825,2886
1899,2071,2515,3124
2629,2048,2095,2658
2439,3048,2610,2145
2153,3305,2930,1944
2791,2442,1874,2325
2118,2417,1561,3249
2247,2174,2315,2613
2441,2614,3137,1575
2475,2454,1918,2815
2556,2284,1742,2751
2088,2493,3329,1807
2279,1709,2279,3309
2462,2391,3065,1933
2107,2551,2578,2583
2709,2282,2214,2294
2684,2074,1821,2721
2197,2350,2237,2998
2357,1879,2078,2880
2749,1921,3054,1923
2593,2642,2787,1988
2198,2236,2499,2737
2786,2556,2884,1530
2730,2828,2173,2082
2487,2311,1904,2856
2808,2187,2641,1712
2198,2358,2061,2825
2223,2236,2334,2721
2219,2296,2333,2934
2599,2577,2451,2027
2569,2471,1564,2887
3018,2137,2380,1713
2059,2169,2247,3459
3081,2003,1993,2225
2370,2198,2898,2122
2391,1660,2487,2726
1937,2314,1832,3528
2350,2125,2518,2762
2228,2270,2103,2831
2391,1975,2826,2480
2766,2234,1481,2752
2413,1606,2583,2662
2566,2182,2482,2146
2397,2658,3203,1964
2484,2022,2822,2115
2674,2290,2337,2359
2659,1980,2684,2181
2547,1888,2435,2627
2350,2186,1534,3563
2715,1825,2306,2323
2504,2480,2750,2087
2416,1698,1729,3373
2737,1771,2402,2259
2871,2053,2254,2224
2547,1949,1451,3428
2715,2140,2645,2077
2727,1975,2958,1987
2675,1739,1530,3398
2572,2157,1844,3001
2793,1877,2988,1534
2693,2194,2549,2141
2884,2240,2076,2360
2722,1461,2749,2081
2856,1743,2601,2046
2538,1553,2144,3304
2280,2382,1677,3619
3045,2597,2685,1555
2341,2311,1717,3616
2581,1928,2002,2970
2594,2103,1940,2937
2579,1793,2287,2759
3031,1748,2185,2326
2642,1659,1900,3271
2560,1499,2240,3240
2478,1976,1613,3533
2515,2210,1689,3516
2609,2227,1335,3588
3058,1893,2151,2414
2669,1804,1866,3359
2588,1564,2445,2728
2700,1947,1923,2971
2670,2156,1375,3585
2806,1990,1252,3453
2468,3074,3442,1417
2804,2053,1679,2938
2615,1709,2411,2816
2867,1919,1292,3450
2749,1606,2715,2169
2884,1664,2059,2837
2862,1718,1963,2901
2603,1874,2098,2906
2722,1893,2019,2907
2897,1851,1881,2973
2924,1996,1847,3061
3094,1614,1798,2838
2869,1354,2406,2659
2820,2337,3293,1376
3121,1759,1764,2926
2831,2198,1645,3026
2896,1499,2372,2747
