obj0,obj1,obj2,obj3
-218,-168,-330,-174
-211,-180,-284,-193
-209,-201,-198,-261
-151,-272,-136,-310
-193,-74,-59,-265
-180,-150,-37,-266
-164,-196,-158,-309
-99,-227,-33,-358
-43,-277,-57,-339
-39,-278,-58,-348
-15,-283,-77,-408
38,-354,-53,-431
-65,-126,-102,-346
-131,-251,-272,-197
41,-333,-101,-389
-175,-100,-267,-249
-126,-96,-228,-306
-12,-165,-173,-317
-52,-202,-80,-347
137,-294,-201,-321
128,-251,-129,-381
131,-230,-177,-339
141,-327,-107,-382
-162,-176,-245,-250
143,-300,-147,-252
144,-306,-155,-340
224,-377,-143,-344
203,-399,-46,-440
136,-230,-139,-365
23,-225,-256,-310
-48,-245,-190,-261
225,-383,-151,-432
-60,-168,-173,-277
308,-433,-187,-394
140,-273,-249,-279
-56,-169,-174,-286
-9,-144,-221,-275
332,-334,-214,-358
180,-226,-138,-396
78,-249,-160,-236
-61,-169,-212,-260
-47,-244,-151,-278
133,-251,-91,-407
22,-219,-248,-222
193,-302,-116,-397
412,-405,-202,-362
-110,-173,-251,-203
53,-238,-157,-271
-58,-148,-260,-218
190,-323,-68,-439
-27,-223,-287,-165
329,-355,-166,-400
138,-293,-162,-338
381,-330,-175,-415
145,-305,-116,-357
378,-351,-127,-457
262,-150,-39,-452
142,-326,-68,-399
146,-327,-69,-408
495,-399,-120,-426
