obj0,obj1,obj2
987,4587,4369
1069,4356,4250
1096,4297,4219
1119,4285,4526
1177,4067,4367
1180,3911,4548
1254,3907,4470
1262,3680,4429
1172,4731,4101
1312,3609,4705
1281,4562,4027
1364,3604,4482
1391,3545,4451
1289,4700,3820
1421,3440,4631
1194,4488,4122
1444,3387,4468
1472,3315,4599
1278,4688,4121
1316,4641,3789
1574,3298,4121
1608,3167,4799
1299,4205,4061
1366,4649,3766
1376,4734,3764
1422,4830,3464
1308,4503,3996
1336,3676,4351
1363,3617,4320
1365,4055,4280
1303,4319,4048
1682,3163,4721
1710,3091,4852
1345,4397,3849
1381,3974,3942
1330,4260,4017
1733,3058,4323
1761,3025,4289
1448,4418,3647
1811,2954,4565
1431,3903,4218
1337,4259,4056
1474,3886,4206
1475,4359,3616
1492,3529,4240
1863,2949,4342
1920,2785,4491
1484,4349,3793
1506,4106,3814
1487,3931,3962
1449,4771,3433
1540,3734,4144
1537,3860,4238
1569,5016,3289
1624,3227,4397
1478,4527,3493
1547,3885,4009
1548,3882,4128
1552,4298,3602
1568,3701,4110
1566,3525,4162
1676,3222,4174
1575,3823,4097
1994,2781,4413
1556,4020,3921
1556,4129,3764
2022,2709,4544
1608,3881,3826
1660,4624,3424
1612,3717,3950
1583,3961,3890
1666,4798,3392
1730,3184,4417
1593,4180,3719
1581,3911,3922
1668,4762,3217
1554,3970,3953
1559,3973,3945
1601,4318,3512
2143,2676,4377
1615,4154,3643
1613,3908,3755
1640,3645,4081
2181,2670,4396
2191,2610,3981
1615,3937,3740
1648,3294,4043
1635,3822,3795
1682,4381,3445
1687,4565,3393
1689,4150,3565
1699,4137,3739
1716,4091,3534
1677,3673,3972
1695,4703,3186
1641,3742,3826
2245,2600,4430
1733,4016,3669
2263,2541,4088
1716,3592,3943
1734,4448,3156
1724,4459,3246
1709,4322,3414
1715,3738,3748
1707,4275,3532
1739,3659,3866
1733,4013,3698
1742,3679,3717
1828,4954,2906
1750,3570,3964
1736,4031,3592
2291,2506,3805
1745,3847,3594
1800,4260,3509
1786,3504,3898
1716,4321,3453
1808,4219,3265
1770,3607,3848
2302,2436,4579
1835,3021,4211
1800,3502,4028
1823,3449,3865
1835,2982,4376
1825,4114,3532
1843,4154,3526
1855,4166,3365
1841,3820,3559
1782,3179,4194
1847,3317,4008
1794,3642,3691
1861,4086,3396
1788,3812,3675
1847,3871,3553
1855,4895,2875
1680,3255,4141
1807,3054,4245
1879,3751,3536
2341,2435,4081
1860,3500,3820
2376,2432,4501
1851,3377,3996
2378,2337,4149
1860,3431,3991
1884,3922,3425
1754,3251,4063
1884,4651,2935
1880,3228,3856
1814,3205,4110
1866,3588,3645
1876,3159,4154
1941,2939,4396
1951,2923,4396
1896,3566,3744
1839,3015,4343
1908,3156,3987
1868,3638,3613
1929,3001,4171
1848,3231,4023
1887,3197,4114
1821,3290,4054
1929,3355,3771
1879,2992,4289
1876,3286,4016
1888,3210,4081
1926,3340,3848
1869,3785,3593
1988,3134,4005
1840,4405,3176
1918,3900,3446
1869,4161,3236
1953,2988,4211
1957,2929,4302
1889,4144,3386
1989,3121,4167
2450,2266,4007
1938,3519,3752
2006,2979,3967
1923,3589,3440
1907,3989,3348
2017,2890,4065
1897,4146,3302
1913,3011,4265
1950,3555,3741
1949,3948,3071
1961,3520,3417
1963,3469,3546
2045,2818,4196
2066,2719,4457
1927,3772,3335
1926,3947,3406
1921,3217,3978
2000,3336,3770
2003,3351,3693
1935,4082,3318
1977,3223,3907
1989,3147,3972
1995,3213,3900
1998,3286,3802
2552,2190,4060
2034,3144,3738
2140,2715,4379
1958,4422,3044
2156,2793,3725
2031,3279,3824
1975,5140,2731
2069,3426,3566
2059,2912,3824
2170,2759,4298
1960,4650,3032
1961,4355,3040
1964,4590,3007
2072,4922,2834
2082,3349,3642
2072,3075,3715
1979,3915,3183
2131,2843,3931
2641,2176,4480
2011,4363,2932
1966,4382,2969
2046,4359,2888
2098,3182,3626
2001,3768,3257
2668,2120,4624
2033,3729,3355
2086,3410,3585
2086,4627,2825
2048,3721,3312
2062,3485,3415
2073,3489,3398
2110,3316,3608
2117,4796,2800
1984,4422,2963
2109,3411,3250
2086,3610,3280
2073,4300,2857
2126,3356,3529
2090,3470,3481
2062,3131,3815
1988,4296,3009
2131,4608,2788
2720,2115,4401
2777,1951,4550
2030,3913,3251
2057,3854,3220
2154,2844,3596
2017,4052,3069
2169,4292,2641
2022,4274,3030
2172,3239,3362
2116,2913,3619
2040,4119,2992
2091,3823,3178
2085,3872,3203
2123,3661,3235
2098,3744,3262
2114,3890,3101
2107,3725,3277
2133,2908,3746
2125,3801,3199
2131,3799,3028
2135,3795,3217
2173,3726,3194
2185,3220,3547
2122,4215,2976
2207,3154,3488
2161,4154,2848
2195,3483,3215
2177,3746,3142
2204,2773,3872
2143,3933,3010
2233,3702,3070
2209,2737,3924
2157,3552,3238
2244,3056,3556
2239,3683,3067
2154,4070,3005
2181,3864,2987
2262,3653,3162
2183,3911,2869
2258,2717,3778
2246,3073,3459
2223,3237,3430
2244,3196,3303
2256,2768,3649
2263,3497,3185
2183,3357,3324
2265,2606,3903
2229,4385,2616
2879,1875,4603
2266,3512,3108
2316,2985,3414
2221,3288,3301
2266,4703,2458
2269,3140,3382
2259,3290,3253
2275,2673,3821
2305,3423,3211
2233,3763,3036
2342,2867,3568
2246,3802,2969
2218,2837,3672
2237,3756,3048
2307,3439,3093
2278,3646,3090
2198,4243,2733
2251,3742,3064
2318,3350,3191
2278,3683,3033
2358,2950,3510
2213,3878,2981
2262,2750,3745
2320,3573,3078
2321,3617,3027
2225,4184,2702
2329,3755,2820
2324,3123,3207
2359,2744,3777
2379,2651,3674
2393,2430,3858
2303,2640,3787
2365,2842,3559
2254,3940,2762
2942,1818,3795
2381,2858,3512
2328,3119,3396
2366,3050,3373
2338,3700,2781
2331,2816,3646
2692,2148,4435
2336,3257,3189
2343,3374,3048
2379,2769,3636
2396,2952,3462
2406,2767,3532
2344,3684,2950
2412,3108,3207
2418,2909,3467
2385,3647,2881
2426,3047,3260
2451,2698,3494
2374,3188,3166
2456,2821,3364
2422,2942,3434
2313,2604,3798
2391,3567,2912
2481,2575,3727
2437,2881,3493
2396,3350,3164
2406,3265,3148
3071,1804,3893
2400,3536,2861
2429,3332,3071
2696,2181,4402
2264,3929,2672
2459,2836,3287
2414,3403,2941
3082,1776,4170
2485,2608,3694
2491,2664,3558
2462,2400,3989
2293,4644,2427
2502,2504,3768
2725,2171,3981
2538,2411,3876
2434,3281,3141
2787,2050,4282
2457,3253,2851
2491,2593,3670
2322,4400,2487
2564,2388,3614
2725,2138,4044
2535,2632,3554
2541,2480,3612
2566,2378,3842
3102,1766,4489
2515,3237,3162
2489,3156,3201
2475,2812,3470
2430,3080,3227
2549,3188,2994
2503,3103,3180
2628,2326,3767
2479,2740,3493
2544,2806,3364
2561,2760,3340
3115,1765,3935
3120,1707,4147
2471,2970,3269
2480,3036,3257
2737,2130,3543
2541,3050,3201
2556,3144,3151
2560,2999,3040
2845,2036,3692
2399,3642,2752
2276,4063,2654
2553,2622,3547
2567,2501,3409
2314,3994,2631
2628,2311,3956
2868,2006,4234
2553,2614,3594
2350,3834,2763
2566,2959,3221
2385,4376,2391
2396,4308,2510
2668,2302,3895
2437,3470,2864
2634,2945,3114
2685,2291,3875
2639,2222,4054
2699,2199,3566
2329,4484,2330
2639,2932,3182
2352,3822,2743
2668,2905,3189
2807,2105,3715
2884,1931,4183
2403,4255,2439
3159,1602,4638
2449,3604,2846
2592,2966,2931
2370,3886,2692
2668,2883,3274
2605,2432,3386
2388,3765,2740
2624,2723,3314
2414,4132,2451
2827,2095,4034
2469,3387,2833
2672,2876,3091
2691,2853,3195
2827,2062,4097
2411,3776,2734
2695,2784,3093
2479,3634,2823
2462,3885,2464
2507,3318,2810
2482,3863,2666
2491,3836,2556
2664,2685,3384
2682,2480,3380
2579,2482,3564
2886,1926,3734
2574,3097,3014
2701,2672,3301
2518,3777,2525
2547,3533,2585
2844,2051,4077
2563,3210,2871
2453,4107,2606
2536,3656,2573
2732,2718,3096
2581,3078,2983
2718,2545,3325
2669,2425,3462
2590,3511,2750
2675,2407,3558
2736,2714,3285
2621,3304,2694
2739,2674,3253
2358,4435,2422
2724,2580,3303
2703,2962,3036
2710,2878,3043
2604,3100,2913
2707,2356,3439
2752,2645,3141
2426,4895,2147
3261,1526,4691
2732,3125,2888
2756,2476,3302
2790,2576,3118
2697,3302,2786
2707,3227,2658
2721,2952,3029
2744,2904,2956
2744,2852,3078
2737,3162,2869
2713,2338,3535
2745,3143,2772
2747,2812,3046
2750,2974,2929
2767,2900,2793
2808,2537,3202
2820,2876,2909
2850,2243,3482
2758,2425,3431
2858,2807,2886
2846,2468,3179
2814,2178,3537
2784,2404,3433
2861,2407,3238
2875,2806,2942
2891,2555,3075
2633,3438,2676
2426,4266,2433
2841,2508,3251
2887,2358,3221
2903,2689,3057
2449,4729,2186
2485,3952,2387
2888,2174,3459
2634,3499,2659
2916,2696,2984
2867,2624,3112
2899,2338,3215
2644,3371,2617
2559,3723,2496
3269,1503,4338
2907,2287,3458
2930,2328,3283
2556,4363,2285
2942,2252,3348
2817,2559,3153
2768,3210,2695
2482,4592,2176
2810,2120,3638
2541,3844,2448
2559,3667,2567
2813,3184,2678
2570,3600,2508
3171,1657,3996
2941,2620,3034
3391,1452,4184
2824,3102,2756
2866,2116,3641
2923,2516,3173
2939,2763,2907
2582,4130,2320
2912,2044,3691
2921,2066,3642
2979,2448,3146
2656,3505,2599
2842,2940,2738
2785,3569,2553
2795,3294,2569
2546,4511,2289
2890,2123,3588
2980,2649,3000
2997,2512,3095
2993,2744,2978
2996,2080,3608
2943,2250,3282
2986,2220,3344
2719,3361,2640
2582,3734,2490
2995,2655,2968
2854,3074,2720
2976,2386,3209
2898,2873,2865
2757,3292,2617
2711,3798,2444
2972,2588,3045
2893,2138,3511
3002,2619,2948
3013,2111,3526
3016,2059,3637
2813,3374,2540
2935,2855,2880
2880,2942,2690
2963,1974,3728
3026,2268,3155
2981,2610,2996
3004,2202,3384
3025,1836,3668
2921,2884,2859
3017,2491,3124
3014,2110,3508
2808,3580,2547
2995,2835,2829
2679,3912,2423
3019,2074,3560
2735,3795,2399
3003,2716,2923
2791,3687,2460
3040,2550,2925
2944,2880,2843
3027,2110,3386
2767,3690,2505
2957,2875,2682
2851,3186,2630
3030,1963,3664
3020,2766,2782
3043,2512,3071
3038,2402,3137
3037,1970,3650
3039,1985,3615
3058,2511,3009
3016,2813,2773
2820,3443,2520
3091,1798,4121
3081,2443,3048
3050,2382,3131
2830,3432,2430
3107,1789,4132
2952,2272,3233
3004,2677,2919
3051,2382,3127
2638,4022,2381
3488,1433,4575
2892,3076,2672
3041,2718,2875
3051,2042,3503
2642,4055,2355
2991,2372,3211
2605,4197,2243
2802,3749,2428
2947,3276,2593
2892,2910,2785
2935,3118,2661
3042,2204,3336
3009,2851,2802
2958,3185,2584
3064,2096,3267
3078,2552,2877
3083,2002,3447
2965,3145,2510
3496,1410,4222
2702,3979,2346
3088,2314,3122
3060,2094,3445
3089,2313,3104
3041,2758,2854
2951,1840,3746
3106,2671,2873
2739,3893,2387
3112,2578,2790
2661,4089,2304
3096,2442,2986
2918,3325,2501
3003,2973,2622
2792,3934,2358
3117,2418,3090
3067,2533,2960
2890,3422,2534
3076,2230,3249
2842,3566,2412
3137,2332,3028
3068,1894,3641
2880,3497,2389
3090,2520,2972
3113,1981,3537
