obj0,obj1,obj2,cpu
5722,1443,5565,0.415909
5827,5848,1471,0.415922
6186,2686,3275,0.415932
5706,4572,1794,0.415943
4775,1428,6532,0.415965
5287,1362,6357,0.415987
5334,1436,5911,0.416002
5659,1703,4979,0.416015
6500,5291,1485,0.41603
6015,4539,1716,0.416055
6221,4798,1625,0.416074
5136,5657,1607,0.416085
5426,5113,1676,0.416105
6478,3445,2449,0.41612
5514,4012,2299,0.416148
6065,1734,4909,0.416178
6661,3686,2195,0.416197
5614,4157,2136,0.416227
5846,1370,5736,0.416252
3610,2141,6219,0.416269
4072,1834,6291,0.416291
5035,1696,5543,0.416308
1389,6824,4835,0.416345
1148,6383,5494,0.416362
1792,6688,4160,0.41638
1045,6277,5918,0.416396
1280,5003,6587,0.416415
1017,6230,6156,0.416429
6476,5096,1531,0.416448
6191,4936,1597,0.416466
6515,4331,1782,0.416495
4590,5983,1836,0.416509
3884,6383,2185,0.416533
5523,4331,2048,0.416547
5542,5688,1537,0.41657
5421,5817,1541,0.416589
6245,3382,2579,0.416604
6301,3697,2289,0.416622
6288,2278,3857,0.416645
6605,2156,4073,0.416661
5646,2264,4111,0.416687
4476,1688,6164,0.416717
3846,2049,5983,0.416739
5797,4398,1882,0.416756
6106,4365,1804,0.416772
6606,4157,1870,0.416785
5423,4186,2211,0.416799
4415,2498,4518,0.416833
3220,2480,6121,0.416855
1195,6344,5375,0.416888
1144,6242,5556,0.416907
1358,5955,5168,0.416929
1191,6203,5437,0.416961
2010,6711,3849,0.416982
1625,6936,4429,0.41701
1556,6576,4566,0.41704
2172,6049,3798,0.417128
2390,6072,3487,0.417187
1069,5835,6370,0.417231
1097,5882,6132,0.417257
1416,4612,6735,0.417285
1407,5015,5987,0.417307
1543,4624,6135,0.417332
2305,4264,4778,0.417353
2877,3456,4971,0.417401
6215,5131,1551,0.417426
4772,6113,1757,0.417453
2570,6376,3243,0.417511
4340,5860,1971,0.417531
5985,4677,1688,0.41758
5808,4949,1652,0.417627
6199,2125,4143,0.417655
5748,1856,4693,0.417704
4405,2057,5362,0.417789
4358,3670,3290,0.417858
3536,2306,5921,0.417932
4684,3269,3434,0.41799
3856,2490,5139,0.418011
4165,2698,4510,0.418033
4145,1789,6351,0.41808
1717,4861,5204,0.418097
1196,5847,5770,0.418116
1362,6096,5106,0.418174
1936,5937,4204,0.418199
1742,5457,4744,0.41823
1894,4773,4977,0.418291
1021,6371,6094,0.418313
1730,4070,6795,0.418334
3029,4183,4004,0.418357
2185,4518,4739,0.418428
3189,2980,5236,0.418457
3637,2622,5211,0.418481
3186,3664,4342,0.418505
2538,3827,4947,0.418529
2634,3384,5445,0.418555
5832,5144,1606,0.418577
2367,6390,3456,0.418641
2951,6018,3004,0.418664
3503,6741,2424,0.418694
3276,6363,2668,0.418713
2833,5358,3422,0.418758
3254,5313,3087,0.418817
4134,6506,2050,0.418846
3583,4079,3599,0.418907
5923,4124,2058,0.418949
6581,1952,4475,0.41899
3262,3746,4173,0.419029
4278,3065,3996,0.41907
3710,3388,4148,0.419148
2626,3086,6042,0.419198
2248,3434,6421,0.419248
1980,3744,6716,0.419281
1602,5029,5346,0.419318
2014,4519,5016,0.419353
2130,4116,5283,0.41939
1243,5808,5651,0.419434
1340,5291,5869,0.419492
1552,6435,4628,0.41955
2135,5214,4318,0.419606
2599,5777,3412,0.419639
1768,4031,6699,0.419732
1691,4222,6485,0.419792
1454,4573,6639,0.419814
3634,3306,4317,0.419833
3717,3056,4535,0.419856
2559,3604,5237,0.419873
3166,2605,5947,0.419895
3266,2789,5450,0.419915
5838,4811,1680,0.419962
4799,5365,1904,0.420014
2639,4878,3962,0.420065
4067,5512,2353,0.420109
3573,3805,3837,0.42016
3408,2848,5164,0.420216
2360,3352,6115,0.420238
2549,3277,5828,0.420258
3315,2478,5939,0.420283
1978,5569,4338,0.420301
2083,3641,6378,0.420317
2121,3602,6282,0.420343
3498,3188,4607,0.420364
2941,6694,2894,0.420385
4528,2865,4004,0.420424
5484,1890,4782,0.420445
4021,3447,3812,0.42049
1968,4125,5741,0.420529
1944,5064,4700,0.420557
1807,4144,6222,0.42058
3089,2796,5733,0.420601
2711,3193,5659,0.420625
3198,6934,2678,0.420646
2979,4879,3583,0.420666
2888,5015,3592,0.420699
5031,3002,3513,0.575603
1653,4261,6581,0.575652
3533,4775,3178,0.575676
1161,5674,6255,0.575748
1213,5279,6469,0.575775
1292,5827,5593,0.575799
2938,4319,4013,0.575828
1288,5686,5655,0.575853
1424,5552,5377,0.575874
6068,2965,3200,0.575901
6024,2312,3946,0.575939
6270,4837,1622,0.575964
5823,3979,2221,0.575986
4681,3047,3707,0.576017
2196,5858,4019,0.576043
1958,5302,4545,0.576066
1957,5737,4349,0.576089
1780,5825,4576,0.576113
1533,6268,4934,0.576149
1665,5993,4718,0.576173
1539,5384,5235,0.576198
1857,4082,6195,0.576225
4132,5439,2437,0.576256
6336,3640,2429,0.576326
5511,2651,3738,0.57636
5004,2241,4557,0.576394
6117,5304,1540,0.576426
6294,5032,1576,0.576453
2374,5335,3988,0.576486
2343,5664,3931,0.576513
1165,5815,6193,0.576548
6519,3881,2175,0.576594
6009,4872,1642,0.576619
4693,5096,2166,0.57665
4584,4661,2495,0.576698
4431,3247,3699,0.576732
4326,4171,2996,0.576907
5749,1662,5111,0.776302
3713,4818,3020,0.776371
1318,4964,6491,0.776422
5049,5488,1769,0.776452
1245,5572,5929,0.776497
3743,3888,3624,0.776536
5221,4379,2262,0.776597
5739,4056,2251,0.776651
4719,4855,2240,0.776673
4514,2097,5307,0.776695
4902,5096,1986,0.776717
4526,5017,2286,0.77674
3281,2496,6082,0.776769
2018,3705,6620,0.77681
2282,4833,4428,0.776836
3758,3428,4104,0.776864
1900,4387,5482,0.776903
1778,4877,5165,0.776959
