obj0,obj1,obj2,obj3,cpu
-512,167,-24,155,0.689969
-73,-212,-84,-25,1.38976
-54,-234,-120,-148,1.41028
-619,351,73,286,1.51009
-452,303,-171,-164,1.96587
31,-242,-85,-124,2.38443
-292,-40,34,286,2.40961
-234,-152,-84,-12,2.47707
-446,225,-170,-133,2.53708
-188,76,-278,-454,2.84779
-252,-44,-134,-60,2.95114
-212,-88,-101,15,2.95117
-292,-30,-121,7,2.95772
-312,17,-106,-33,2.96212
-74,-276,-109,87,3.00761
-249,-81,-94,27,3.04187
-241,-21,-139,-34,3.07081
-566,317,-68,63,3.07352
-201,-35,-152,-101,3.08391
-405,150,-194,-126,3.10838
-289,-37,-127,-48,3.15451
-187,-66,-228,-188,3.16775
-318,200,-240,-310,3.21279
-91,-161,-127,-189,3.37418
-171,-103,-147,-197,3.37425
-352,31,-93,34,3.59315
-312,-13,-60,109,3.5932
-171,-167,-39,101,3.5944
-154,-188,-175,-63,3.59759
-114,-232,-142,12,3.59763
-256,-159,-74,77,3.59883
-272,-57,-27,184,3.61522
116,-250,-50,-100,3.61956
-466,242,-109,-31,3.68989
-586,334,-7,165,3.69373
-268,23,-191,-128,3.69978
-358,109,-94,3,3.7307
-132,-181,-185,-152,3.78161
-430,113,-62,39,3.79164
-130,-135,-245,-198,3.86348
-361,206,-216,-226,3.86885
-287,9,-187,-94,3.86888
-344,78,-170,-84,3.99824
-49,-159,-154,-160,4.04308
-347,145,-186,-248,4.07704
-129,-71,-220,-310,4.13352
-486,223,-80,-18,4.19066
-763,607,-67,-49,4.24873
-231,-42,-119,-170,4.30424
-412,92,-65,61,4.3142
-392,35,75,380,4.32344
-425,167,-133,-24,4.42959
-147,-110,-195,-113,4.4342
-208,-30,-154,-238,4.45335
-336,116,-104,-86,4.46623
-330,38,-103,-55,4.46905
-479,347,-223,-258,4.49791
-358,214,-227,-243,4.52972
-659,500,-93,-35,4.63318
-377,200,-223,-209,4.69748
-6,-169,-92,-165,4.70814
-193,-110,-137,-108,4.71181
-447,220,-145,-154,4.77275
-363,307,-231,-425,4.85435
-229,4,-179,-216,4.86472
-463,382,-190,-331,4.91969
-663,532,-108,-143,4.91974
-332,4,1,211,4.99402
-372,48,-32,136,4.99407
-303,-6,-51,39,5.02389
-403,69,-10,133,5.02392
-606,351,54,267,5.03882
-546,300,-129,-39,5.09708
-593,453,-106,-77,5.09841
-230,-37,-144,-149,5.10127
-128,-88,-134,-230,5.10563
-179,-28,-162,-190,5.11189
-450,130,-1,141,5.12106
-239,203,-209,-376,5.15786
-319,261,-229,-384,5.16134
-263,85,-197,-274,5.16455
-204,62,-274,-330,5.17516
-786,514,29,211,5.2191
-337,156,-190,-134,5.34235
-142,-101,-155,-149,5.36437
-226,12,-190,-233,5.4015
-306,70,-210,-241,5.40273
