obj0,obj1,obj2,obj3,obj4
-1414,-673,-779,-1201,498
-1373,-645,-742,-1085,211
-1354,-655,-780,-1047,142
-1329,-542,-663,-1069,47
-1303,-777,-667,-931,-41
-1284,-787,-705,-893,-110
-1266,-848,-599,-855,-209
-1250,-803,-590,-911,-222
-1246,-876,-608,-847,-388
-1201,-1018,-508,-702,-454
-1165,-1025,-455,-658,-464
-1160,-862,-539,-755,-474
-1139,-779,-546,-810,-494
-1138,-674,-742,-913,-519
-1135,-967,-611,-712,-549
-1131,-1150,-433,-548,-706
-1372,-692,-600,-1305,896
-1368,-776,-638,-1094,430
-1090,-994,-464,-601,-726
-1049,-838,-495,-654,-746
-1040,-967,-497,-650,-763
-1032,-688,-682,-813,-784
-1027,-650,-698,-812,-791
-996,-695,-629,-769,-794
-982,-792,-598,-667,-857
-1368,-780,-548,-1061,368
-1320,-781,-667,-1147,395
-1307,-795,-503,-1127,594
-1327,-665,-776,-1142,100
-1298,-908,-563,-940,178
-1325,-764,-663,-943,62
-1356,-778,-630,-1158,343
-1309,-719,-654,-999,49
-1345,-736,-654,-951,241
-966,-747,-589,-723,-870
-941,-636,-629,-720,-877
-1131,-922,-475,-716,-553
-1331,-695,-775,-1088,195
-932,-688,-748,-735,-891
-1094,-921,-446,-665,-560
-1175,-1014,-443,-734,-448
-907,-654,-671,-713,-901
-1275,-703,-761,-1020,-45
-1262,-621,-698,-984,-61
-1255,-782,-696,-984,-76
-1300,-598,-689,-1063,30
-890,-846,-600,-716,-938
-1296,-599,-746,-1024,25
-1295,-560,-705,-1062,23
-1278,-936,-572,-932,-1
-1090,-766,-506,-769,-573
-1326,-774,-703,-1065,221
-1088,-782,-568,-734,-654
-1225,-692,-630,-908,-229
-1151,-811,-641,-888,-417
-1209,-647,-621,-964,-242
-1243,-631,-736,-946,-130
-1205,-835,-686,-866,-297
-1242,-645,-797,-1009,-178
-849,-690,-631,-769,-958
-1201,-790,-550,-870,-301
-1196,-748,-656,-902,-246
-1182,-681,-810,-918,-372
-1353,-581,-786,-1106,477
-1098,-682,-746,-830,-534
-1220,-721,-646,-988,-186
-827,-699,-725,-790,-999
-1081,-943,-566,-734,-669
-1304,-759,-696,-901,69
-1350,-613,-795,-1314,734
-1066,-791,-662,-755,-695
-1361,-598,-717,-1187,496
-1346,-616,-852,-1105,163
-1243,-666,-712,-1054,-62
-1230,-730,-614,-909,-222
-1182,-637,-859,-1014,-270
-1051,-968,-547,-624,-711
-1081,-604,-647,-827,-588
-1160,-634,-581,-923,-321
-1347,-637,-767,-1150,279
-1157,-753,-628,-956,-327
-1254,-501,-647,-1038,-29
-1144,-938,-552,-746,-422
-740,-642,-705,-769,-1025
-1300,-719,-711,-998,95
-1241,-752,-692,-1044,-165
-1158,-646,-733,-921,-340
-1065,-748,-711,-826,-635
-1282,-863,-554,-996,165
-1135,-616,-786,-980,-383
-1245,-650,-650,-1089,19
-1192,-753,-623,-830,-313
-1189,-570,-735,-995,-180
-1277,-942,-482,-973,191
-1060,-704,-752,-856,-596
-1045,-695,-768,-928,-414
-1274,-590,-714,-1128,98
-1265,-642,-833,-1143,84
-1230,-1024,-426,-821,7
-1181,-643,-769,-1055,-78
-1344,-565,-716,-1131,217
-723,-834,-634,-772,-1062
-1160,-657,-720,-1165,-86
-1188,-677,-630,-1030,-167
-1044,-713,-739,-958,-524
-1039,-738,-671,-889,-583
-1161,-671,-778,-1047,-257
-1035,-828,-523,-990,-327
-1199,-751,-655,-1054,-111
