obj0,obj1,obj2
-660,329,-325
-652,216,-367
-650,161,-355
-640,77,-354
-623,53,-389
-611,42,-295
-609,-106,-347
-600,-153,-252
-599,-167,-418
-583,-186,-250
-574,-195,-377
-569,-197,-426
-558,-266,-180
-553,-313,-254
-657,406,-503
-528,-393,-184
-653,334,-352
-648,359,-408
-519,-420,-187
-646,341,-423
-637,285,-375
-635,236,-420
-510,-422,-394
-502,-433,-353
-633,84,-425
-628,219,-486
-495,-466,-334
-640,104,-361
-634,202,-410
-615,343,-506
-611,239,-539
-634,200,-366
-478,-467,-385
-476,-502,-471
-622,342,-498
-583,333,-540
-575,309,-586
-623,79,-465
-474,-514,-310
-604,49,-366
-603,36,-361
-603,44,-363
-471,-525,-446
-607,76,-398
-601,66,-457
-608,124,-519
-552,95,-629
-454,-629,-301
-554,-211,-237
-595,53,-453
-591,43,-423
-574,-185,-423
-569,171,-578
-588,-46,-463
-605,101,-531
-605,97,-487
-588,90,-533
-551,-204,-282
-583,69,-471
-504,-69,-630
-503,-187,-645
-549,-213,-382
-580,52,-485
-545,-289,-329
-568,-57,-481
-577,84,-525
-568,76,-505
-503,37,-649
-567,-175,-496
-490,-92,-669
-564,-33,-538
-562,-43,-555
-567,49,-500
-521,-331,-286
-514,-332,-320
-487,175,-697
-511,-394,-235
-545,-250,-355
-532,-306,-349
-541,-239,-401
-510,-398,-447
-549,81,-575
-546,-202,-476
-542,-203,-455
-538,-64,-587
-561,-79,-501
-529,-283,-380
-550,-155,-549
-428,-669,-470
-451,123,-704
-537,-215,-458
-450,5,-719
-534,-232,-472
-528,-272,-399
-526,27,-602
-514,-284,-412
-522,-273,-453
-437,2,-724
-518,58,-619
-429,-31,-731
-544,-67,-552
-535,-207,-487
-513,-200,-613
-528,-198,-541
-417,-256,-734
-514,-207,-556
-514,-281,-414
-415,-158,-742
-513,-233,-503
-503,-375,-520
-403,-749,-400
-415,66,-746
-410,198,-805
-484,33,-670
-481,101,-671
-465,-109,-682
-464,-1,-684
-496,-226,-553
-464,26,-691
-495,-349,-568
-495,-423,-426
-485,-426,-406
-489,-203,-575
-484,-210,-571
-478,-329,-621
-486,-388,-475
-488,-404,-436
-477,-125,-664
-445,-143,-696
-470,-377,-527
-469,-492,-544
-455,-127,-660
-453,-276,-650
-438,-107,-713
-470,-233,-625
-406,-245,-774
-450,-529,-429
-481,-354,-564
-440,-531,-490
-373,-155,-808
-435,-592,-431
-452,-113,-678
-443,-239,-654
-441,-374,-685
-367,-274,-858
-432,-19,-716
-442,-379,-564
-441,-483,-611
-417,-480,-730
-427,-109,-697
-385,85,-777
-336,-775,-565
-469,-506,-503
-443,-519,-502
-433,-521,-563
-439,-387,-669
-434,-473,-684
-416,-538,-563
-409,-556,-492
-306,-860,-436
-405,-600,-508
-429,-514,-588
-335,67,-901
-401,-594,-564
-415,-526,-601
-398,-622,-742
-411,-513,-619
-409,-528,-636
-398,-263,-753
-370,-182,-776
-368,-178,-783
-365,-299,-750
-404,-503,-692
-364,-417,-758
-397,-640,-630
-361,-308,-817
-377,-710,-628
-358,-321,-763
-354,-393,-779
-339,-407,-843
-333,-95,-860
-330,-454,-748
-320,-190,-866
-318,-514,-762
-325,-409,-764
-369,-718,-589
-290,-122,-907
-316,-234,-886
-312,-505,-788
-320,-485,-743
-345,-728,-660
-275,-113,-937
-362,-711,-660
-311,-449,-818
-316,-581,-759
-326,-727,-706
-306,-461,-821
-300,-511,-763
-291,-571,-844
-247,-421,-847
-246,-587,-868
-278,-263,-893
-263,-269,-944
-286,-633,-712
-263,-613,-819
-281,-785,-718
-278,-638,-737
-242,-289,-906
-275,-744,-726
-148,-628,-797
-237,-293,-904
-227,-370,-891
-259,-674,-730
-278,-234,-901
-251,-856,-452
-243,-830,-500
-230,-786,-587
-219,-800,-626
-198,-884,-185
-210,-847,-531
-242,-23,-971
-179,-887,-558
-72,-888,-288
