obj0,obj1,obj2,obj3,cpu
-6953,-6991,-5725,-8147,1.21891
-6420,-7778,-5725,-7931,2.09945
-6063,-7875,-5767,-7717,2.10975
-6464,-7928,-6080,-7502,2.14451
-6491,-7185,-4854,-8127,3.43683
-6651,-7292,-6466,-8052,3.48252
-6210,-7905,-5305,-8167,3.62544
-6114,-8142,-5301,-8019,4.32531
-6135,-7815,-5765,-8192,4.93998
-6757,-7461,-5577,-7500,5.50162
-6272,-7146,-4672,-8266,5.73895
-5956,-7080,-4743,-8366,6.33709
-6189,-7486,-5595,-8032,6.67361
-6278,-5890,-4790,-8492,6.79402
-5976,-6191,-5531,-8397,6.90891
-6182,-6127,-4786,-8344,7.48997
-5901,-6847,-5237,-8384,7.86511
-6597,-7346,-6312,-7571,8.03892
-6104,-6603,-6478,-7417,8.07745
-5922,-6520,-5701,-8557,8.20362
-5977,-6753,-5207,-8539,8.24904
-5549,-7443,-6120,-8129,8.27274
-6498,-6193,-4715,-8244,8.466
-6703,-7515,-5423,-7019,8.50475
-6197,-7056,-5132,-8291,8.52722
-6890,-6879,-5809,-7569,8.53222
-5826,-6757,-5697,-8409,8.80587
-5881,-6990,-5203,-8391,8.84769
-6441,-7395,-5648,-7600,8.85957
-5358,-8207,-4708,-8163,9.0486
-5138,-7904,-4783,-8411,9.13836
-5600,-7710,-5654,-8431,9.21178
-5803,-7466,-6895,-7464,9.36899
-5950,-7496,-6433,-7914,9.63603
-5771,-7997,-5902,-8140,9.70211
-5602,-8337,-5554,-7243,9.74426
-5840,-7124,-6367,-8214,9.77675
-5286,-8271,-5625,-7343,9.9892
-5854,-7733,-6429,-7766,10.0483
-5833,-8116,-6506,-8097,10.194
-6237,-6021,-6710,-7486,10.2247
-5936,-6884,-7127,-7533,10.2429
-6670,-6576,-5884,-7817,10.328
-5675,-7054,-5948,-8444,10.3617
-5939,-8285,-5617,-7545,10.4133
-6126,-7649,-6003,-8095,10.4303
-6072,-7703,-5849,-7614,10.4335
-5895,-7357,-5873,-8196,10.4718
-6083,-7830,-5662,-7629,10.688
-5614,-6902,-6639,-7609,10.7025
-6189,-7999,-4773,-7077,10.7986
-6589,-7173,-5862,-8095,10.8109
-5759,-7316,-6540,-7893,10.9726
-6275,-7364,-5824,-7647,10.9798
-5473,-6791,-6904,-8012,10.988
-5906,-7346,-6078,-8343,11.0475
-5620,-6821,-6442,-8462,11.0734
-5558,-6702,-5838,-8505,11.1528
-5623,-8219,-5688,-7645,11.1686
-5810,-7583,-6074,-8195,11.1732
-5524,-7058,-6438,-8314,11.1887
-5893,-6708,-6739,-7544,11.249
-6158,-6199,-6529,-6691,11.2508
-5551,-7694,-5977,-8388,11.2738
-5558,-8187,-5199,-7672,11.2945
-5613,-6935,-5344,-8487,11.3106
-5455,-7931,-5973,-8240,11.327
-5242,-6636,-5909,-8605,11.3476
-5297,-6869,-5415,-8587,11.3485
-5907,-7064,-5066,-8323,11.3749
-6369,-6870,-5937,-8343,11.3771
-6273,-7107,-5933,-8195,11.4114
-5953,-6245,-6554,-6139,11.4254
-5072,-6994,-6567,-7562,11.4502
