obj0,obj1,obj2
16264,25017,17690
16359,22095,18646
16517,22094,18775
16675,22093,18904
16833,22092,19033
16991,22091,19162
17149,22090,19291
17163,20922,17889
17321,20921,18018
17479,20920,18147
17637,20919,18276
17795,20918,18405
17953,20917,18534
18111,20916,18663
18269,20915,18792
18292,20010,18793
18450,20009,18922
18608,20008,19051
18766,20007,19180
18924,20006,19309
19082,20005,19438
19240,20004,19567
19398,20003,19696
19556,20002,19825
19714,20001,19954
19872,20000,20083
20030,19999,20212
20188,19998,20341
20346,19997,20470
20504,19996,20599
20662,19995,20728
20820,19994,20857
20941,19220,21081
21099,19219,21210
21257,19218,21339
21415,19217,21468
21573,19216,21597
21731,19215,21726
21889,19214,21855
22047,19213,21984
22205,19212,22113
22363,19211,22242
22521,19210,22371
22679,19209,22500
22837,19208,22629
22995,19207,22758
23153,19206,22887
23311,19205,23016
23469,19204,23145
23627,19203,23274
23785,19202,23403
23943,19201,23532
24101,19200,23661
24166,18905,23119
26815,18115,25407
17428,24300,17209
16392,24978,17796
16520,24939,17902
16638,24784,18516
16766,24745,18622
17160,24744,18432
17032,24783,18326
16648,24900,18008
16776,24861,18114
16904,24822,18220
20962,19346,21052
20978,19993,20986
20983,19472,21023
21004,19598,20994
21025,19724,20965
21046,19850,20936
21067,19976,20907
26836,18241,25378
26857,18367,25349
24187,19031,23090
26878,18493,25320
24208,19157,23061
26899,18619,25291
26920,18745,25262
26941,18871,25233
18313,20136,18764
18334,20262,18735
18355,20388,18706
17442,23611,17759
18376,20514,18677
18397,20640,18648
18418,20766,18619
18439,20892,18590
17570,23572,17865
17556,24261,17315
17684,24222,17421
17812,24183,17527
17940,24144,17633
18068,24105,17739
