obj0,obj1,obj2,obj3,obj4
10291,12311,10318,10367,12554
10412,11286,9396,11104,11484
10321,12507,10422,10300,12648
10351,12703,10526,10233,12742
10381,12899,10630,10166,12836
10411,13095,10734,10099,12930
10441,13291,10838,10032,13024
10471,13487,10942,9965,13118
10501,13683,11046,9898,13212
10531,13879,11150,9831,13306
10561,14075,11254,9764,13400
10591,14271,11358,9697,13494
10621,14467,11462,9630,13588
10651,14663,11566,9563,13682
10681,14859,11670,9496,13776
10711,15055,11774,9429,13870
10741,15251,11878,9362,13964
10771,15447,11982,9295,14058
10801,15643,12086,9228,14152
10831,15839,12190,9161,14246
10861,16035,12294,9094,14340
11021,12365,10813,13100,11417
10891,16231,12398,9027,14434
11035,12334,10796,13089,11312
10921,16427,12502,8960,14528
10951,16623,12606,8893,14622
11049,12303,10779,13078,11207
10981,16819,12710,8826,14716
10998,16890,12441,7067,14490
11063,12272,10762,13067,11102
11077,12241,10745,13056,10997
11091,12210,10728,13045,10892
11105,12179,10711,13034,10787
11119,12148,10694,13023,10682
11133,12117,10677,13012,10577
11147,12086,10660,13001,10472
11191,12251,10747,12923,10461
11235,12416,10834,12845,10450
11279,12581,10921,12767,10439
11323,12746,11008,12689,10428
11367,12911,11095,12611,10417
11411,13076,11182,12533,10406
11455,13241,11269,12455,10395
11499,13406,11356,12377,10384
11543,13571,11443,12299,10373
11587,13736,11530,12221,10362
11631,13901,11617,12143,10351
11675,14066,11704,12065,10340
11719,14231,11791,11987,10329
11763,14396,11878,11909,10318
11807,14561,11965,11831,10307
11851,14726,12052,11753,10296
11895,14891,12139,11675,10285
11939,15056,12226,11597,10274
11983,15221,12313,11519,10263
12027,15386,12400,11441,10252
12071,15551,12487,11363,10241
12115,15716,12574,11285,10230
12148,16014,12426,9470,10203
12162,15983,12409,9459,10098
10442,11482,9500,11037,11578
10462,12359,10332,10448,12538
10472,11678,9604,10970,11672
10502,11874,9708,10903,11766
10532,12070,9812,10836,11860
10562,12266,9916,10769,11954
10592,12462,10020,10702,12048
11072,15598,11684,9630,13552
11042,15402,11580,9697,13458
11102,15794,11788,9563,13646
11012,15206,11476,9764,13364
11119,15865,11519,7804,13420
10982,15010,11372,9831,13270
10952,14814,11268,9898,13176
10622,12658,10124,10635,12142
11728,16944,12936,9800,13353
11742,16913,12919,9789,13248
10922,14618,11164,9965,13082
11065,12530,10900,13022,11406
11756,16882,12902,9778,13143
11747,17659,13688,8953,13373
10892,14422,11060,10032,12988
11079,12499,10883,13011,11301
11093,12468,10866,13000,11196
11770,16851,12885,9767,13038
11107,12437,10849,12989,11091
10633,12407,10346,10529,12522
11109,12695,10987,12944,11395
10862,14226,10956,10099,12894
11761,17628,13671,8942,13268
11784,16820,12868,9756,12933
10652,12854,10228,10568,12236
11123,12664,10970,12933,11290
11137,12633,10953,12922,11185
11151,12602,10936,12911,11080
10832,14030,10852,10166,12800
11153,12860,11074,12866,11384
11798,16789,12851,9745,12828
11167,12829,11057,12855,11279
11181,12798,11040,12844,11174
10802,13834,10748,10233,12706
10682,13050,10332,10501,12330
11183,13056,11178,12799,11478
11812,16758,12834,9734,12723
11195,12767,11023,12833,11069
11197,13025,11161,12788,11373
11211,12994,11144,12777,11268
11775,17597,13654,8931,13163
11225,12963,11127,12766,11163
11826,16727,12817,9723,12618
10772,13638,10644,10300,12612
