obj0,obj1,obj2,obj3,obj4
-772,-505,-952,-1045,-571
-769,-512,-717,-795,-520
-745,-511,-826,-778,-585
-748,-576,-964,-952,-531
-741,-559,-641,-721,-650
-729,-684,-857,-916,-636
-705,-640,-1126,-1268,-685
-728,-797,-750,-927,-750
-718,-664,-761,-660,-767
-709,-669,-755,-645,-783
-649,-761,-833,-1288,-777
-696,-762,-771,-652,-807
-616,-758,-925,-1294,-824
-608,-585,-1109,-1319,-658
-731,-536,-692,-833,-604
-592,-714,-978,-1356,-717
-687,-767,-765,-637,-823
-721,-483,-965,-968,-552
-709,-594,-984,-973,-535
-694,-811,-671,-789,-711
-668,-732,-823,-636,-883
-685,-816,-665,-774,-727
-669,-871,-674,-802,-724
-580,-781,-1065,-1457,-899
-714,-520,-914,-988,-557
-660,-876,-668,-787,-740
-638,-934,-877,-907,-748
-714,-758,-709,-767,-767
-617,-842,-944,-1025,-928
-682,-632,-789,-747,-781
-574,-788,-1108,-1485,-793
-722,-589,-875,-628,-680
-696,-733,-736,-982,-659
-673,-717,-948,-1207,-770
-674,-688,-754,-653,-820
-669,-675,-684,-846,-785
-667,-787,-678,-790,-867
-672,-673,-890,-953,-780
-528,-981,-1079,-1694,-908
-649,-745,-718,-907,-849
-692,-653,-977,-800,-736
-635,-941,-642,-657,-697
-584,-787,-827,-450,-937
-669,-784,-769,-997,-674
-622,-970,-873,-1101,-804
-695,-698,-778,-778,-597
-676,-725,-811,-894,-699
-664,-806,-1131,-934,-697
-642,-638,-718,-948,-783
-577,-740,-765,-945,-953
-641,-743,-694,-1010,-787
-686,-703,-772,-763,-613
-633,-643,-712,-933,-799
-660,-859,-734,-808,-625
-644,-829,-774,-889,-751
-645,-636,-924,-1055,-778
-632,-748,-688,-995,-803
-629,-765,-793,-1092,-837
-662,-798,-733,-980,-688
-669,-826,-686,-783,-592
-642,-834,-708,-904,-722
-631,-659,-1020,-1044,-781
-628,-920,-1028,-1069,-630
-558,-756,-816,-569,-1015
-614,-600,-1148,-794,-783
-640,-750,-712,-892,-865
-635,-849,-766,-995,-703
-605,-992,-856,-1023,-699
-640,-802,-656,-942,-775
-603,-677,-909,-1300,-763
-624,-805,-721,-920,-862
-623,-786,-878,-1097,-728
-622,-664,-852,-997,-853
-626,-588,-1094,-1248,-784
-614,-825,-1014,-1239,-697
-596,-224,-1196,-787,-720
-644,-791,-1029,-663,-844
-618,-771,-622,-952,-862
-562,-1011,-771,-870,-676
-644,-819,-900,-855,-474
-611,-839,-923,-1221,-913
-586,-597,-919,-1329,-727
-655,-564,-1059,-827,-706
-581,-816,-1061,-1288,-697
-538,-1031,-966,-1091,-613
-690,-599,-760,-824,-704
-595,-933,-907,-1203,-802
-614,-704,-967,-1277,-694
-684,-567,-828,-898,-706
-584,-642,-967,-1299,-823
-653,-797,-639,-848,-768
-729,-524,-867,-892,-548
-680,-439,-880,-906,-723
-550,-671,-832,-613,-963
-667,-730,-805,-879,-715
-631,-900,-620,-697,-752
-642,-644,-939,-844,-809
-624,-825,-747,-777,-756
-547,-787,-850,-1118,-971
-677,-401,-873,-927,-696
-637,-800,-866,-858,-799
-578,-897,-902,-1337,-864
-636,-434,-1124,-809,-737
-635,-790,-802,-752,-834
-580,-346,-1151,-789,-703
-569,-522,-1177,-1241,-811
-521,-1074,-1001,-893,-720
-538,-840,-878,-689,-987
-550,-703,-799,-1047,-951
-581,-197,-1258,-846,-738
-551,-896,-936,-1371,-713
-618,-867,-876,-1024,-817
-628,-711,-773,-813,-862
-597,-774,-976,-918,-886
