obj0,obj1,obj2,obj3
-1259,681,-629,1041
-1236,458,-704,656
-1172,250,-731,578
-1156,403,-660,573
-1126,378,-672,545
-1119,71,-774,230
-1063,59,-709,289
-1049,-106,-615,139
-1027,86,-807,58
-990,-145,-700,174
-990,16,-642,6
-978,-174,-722,-74
-966,-202,-510,155
-959,-208,-717,17
-942,-331,-559,104
-952,-68,-797,-118
-918,-146,-521,-148
-913,-146,-761,-157
-909,-395,-649,-309
-995,-17,-705,98
-903,-421,-560,-119
-992,35,-796,66
-857,-490,-732,-334
-989,-123,-807,66
-862,-420,-735,-380
-979,-33,-665,46
-1214,527,-713,739
-963,-186,-574,-47
-838,-556,-604,-391
-838,-463,-756,-522
-920,-271,-682,-60
-946,-152,-597,-75
-935,-82,-707,-78
-924,-85,-812,-115
-929,-200,-558,-50
-1045,13,-761,153
-1096,281,-804,458
-917,-163,-806,-100
-1034,-54,-727,193
-913,-216,-518,-102
-828,-575,-550,-295
-1039,16,-730,147
-794,-589,-534,-298
-968,-52,-837,-66
-927,-279,-671,158
-792,-597,-576,-471
-761,-599,-652,-351
-758,-611,-560,-474
-748,-630,-506,-378
-826,-393,-833,-611
-1087,261,-802,627
-990,-87,-702,144
-897,-108,-840,-106
-873,-151,-861,-248
-746,-638,-621,-274
-1004,20,-794,324
-737,-659,-542,-330
-912,-233,-803,-54
-903,-328,-712,-250
-898,-398,-709,-204
-955,-137,-791,63
-904,-248,-760,29
-936,-155,-735,-26
-908,-101,-772,-167
-838,-246,-870,-230
-902,-252,-794,-100
-693,-670,-549,-366
-888,-276,-824,-196
-881,-288,-825,4
-892,-254,-681,-260
-815,-286,-935,-255
-885,-92,-798,-298
-874,-295,-740,-12
-867,-347,-803,-82
-897,-162,-721,-209
-689,-673,-599,-387
-893,-37,-796,-195
-666,-693,-577,-357
-963,-122,-834,-20
-833,-533,-753,-476
-848,-368,-755,-238
-894,-110,-824,-143
-922,-186,-657,-15
-822,-572,-564,-443
-837,-387,-793,-230
-819,-564,-675,-465
-823,-552,-699,-380
-728,-473,-591,-613
-886,-218,-828,-42
-725,-365,-715,-653
-657,-714,-498,-413
-787,-584,-740,-483
-854,-269,-792,-319
-830,-398,-841,-370
-865,-223,-842,-239
-830,-513,-760,-325
-854,-169,-805,-337
-821,-463,-830,-565
-841,-289,-806,-94
-833,-316,-867,-184
-944,-83,-754,-35
-864,-150,-814,-291
-786,-508,-777,-191
-741,-619,-692,-297
-756,-593,-670,-273
-769,-473,-804,-348
-752,-474,-816,-259
-750,-520,-861,-163
-875,-220,-704,-288
-742,-541,-752,-240
-540,-738,-603,-296
-740,-533,-773,-300
-824,-373,-863,-339
-693,-632,-636,-325
-734,-568,-813,-330
-735,-594,-714,-266
-809,-548,-574,-483
-686,-629,-680,-452
-805,-493,-626,-534
-759,-467,-901,-243
-684,-598,-757,-385
-782,-427,-836,-218
-676,-648,-626,-356
-667,-599,-769,-296
-731,-586,-733,-220
-660,-643,-758,-218
-707,-591,-841,-321
-670,-645,-640,-504
-717,-573,-750,-186
-867,-344,-718,-160
-775,-520,-514,-487
-655,-658,-726,-337
-747,-557,-523,-572
-648,-665,-641,-353
-712,-521,-844,-367
-742,-627,-520,-526
-731,-634,-588,-465
-645,-668,-616,-253
-749,-491,-725,-558
-735,-510,-922,-385
-714,-644,-490,-381
-838,-291,-790,-131
-641,-709,-630,-275
-651,-603,-776,-262
-644,-668,-691,-374
-729,-414,-844,-409
-640,-622,-797,-287
-692,-395,-585,-665
-626,-670,-712,-203
-621,-688,-669,-344
-672,-484,-852,-441
-708,-641,-504,-529
-625,-648,-795,-145
-691,-645,-375,-436
-624,-626,-804,-253
-679,-522,-857,-326
-667,-554,-849,-395
-664,-348,-855,-484
-596,-688,-755,-314
-610,-682,-675,-377
-579,-659,-809,-281
-652,-407,-918,-434
-577,-614,-817,-211
-850,-187,-807,-280
-849,-239,-802,-291
-697,-587,-467,-627
-620,-545,-863,-280
-557,-626,-839,-258
-652,-711,-437,-440
-644,-560,-842,-234
-590,-708,-659,-241
-586,-559,-847,-283
-559,-582,-875,-274
-649,-513,-864,-291
-610,-686,-672,-255
-564,-512,-878,-320
-632,-646,-456,-519
-557,-693,-689,-229
-621,-653,-524,-458
-688,-596,-608,-537
-552,-696,-836,-212
-526,-613,-846,-177
-628,-591,-508,-570
-556,-686,-380,-455
-554,-671,-418,-518
-507,-592,-849,-57
-497,-650,-880,-208
-556,-550,-883,-165
-545,-703,-751,-228
-498,-649,-845,-212
-529,-719,-711,-280
-765,-475,-765,-506
-455,-566,-886,-204
-743,-511,-817,-175
-634,-382,-346,-676
-629,-452,-343,-630
-739,-498,-816,-376
-452,-546,-893,-53
-543,-678,-486,-457
-484,-740,-763,-222
-627,-489,-493,-645
-745,-517,-537,-560
-738,-498,-793,-497
-712,-604,-677,-309
-732,-505,-635,-518
-731,-596,-675,-424
-698,-519,-619,-521
-438,-673,-886,-162
-322,-571,-895,-170
-529,-707,-758,-194
-691,-559,-683,-498
-687,-629,-605,-331
-489,-737,-616,-239
-511,-717,-735,-231
-467,-744,-543,-288
-370,-717,-813,-172
-478,-737,-475,-349
-723,-514,-776,-428
-694,-531,-821,-404
-618,-536,-547,-596
-616,-496,-561,-584
-627,-445,-473,-655
-686,-556,-622,-525
-428,-729,-506,-363
-610,-503,-576,-545
-706,-437,-613,-568
-326,-681,-874,-80
-450,-517,-657,-503
-643,-700,-493,-421
-695,-547,-481,-615
-678,-535,-828,-370
-590,-531,-565,-540
-608,-414,-662,-588
-633,-521,-511,-616
-639,-665,-630,-401
-684,-614,-610,-480
-703,-449,-622,-567
-607,-543,-615,-535
-577,-446,-605,-571
-633,-611,-757,-374
-627,-595,-707,-490
-644,-604,-689,-435
-635,-619,-736,-314
-611,-566,-784,-336
-681,-626,-619,-479
-655,-649,-670,-349
-666,-552,-746,-445
-577,-580,-768,-339
-705,-512,-800,-379
-606,-636,-781,-290
-535,-559,-785,-366
-689,-528,-760,-431
-576,-648,-616,-445
-591,-592,-770,-326
-556,-661,-538,-403
-476,-585,-799,-342
-590,-652,-741,-342
-386,-652,-528,-425
-585,-627,-695,-389
-556,-533,-769,-397
-683,-465,-831,-416
-595,-582,-744,-388
-555,-636,-719,-373
-576,-610,-703,-404
-617,-598,-576,-509
-537,-646,-468,-486
-641,-680,-592,-338
-633,-613,-753,-299
-570,-575,-807,-335
-564,-615,-798,-317
-592,-632,-656,-393
-632,-707,-561,-360
-574,-342,-517,-675
-683,-477,-784,-502
-616,-685,-608,-371
-565,-655,-684,-384
-687,-465,-582,-619
-587,-568,-490,-579
-566,-677,-639,-385
-586,-437,-464,-661
-532,-618,-784,-302
-500,-688,-540,-381
-487,-680,-646,-383
-603,-398,-530,-626
-569,-412,-514,-629
-582,-699,-592,-374
-600,-701,-621,-281
-459,-697,-563,-380
-500,-663,-698,-329
-485,-692,-647,-292
-427,-691,-623,-301
-544,-541,-872,-332
-496,-659,-725,-327
-433,-694,-654,-295
-345,-741,-330,-353
-530,-689,-776,-215
-449,-716,-607,-284
-436,-594,-845,-220
-456,-671,-779,-227
-464,-663,-829,-215
-357,-747,-649,-220
-409,-617,-873,-211
-456,-712,-589,-366
-429,-694,-807,-218
-341,-661,-800,-221
-444,-713,-546,-311
-453,-724,-490,-330
-417,-736,-574,-302
-433,-720,-614,-250
-422,-739,-635,-275
-397,-726,-650,-256
-361,-738,-734,-228
