obj0,obj1,obj2,obj3,obj4
-563,-57,-345,-298,-85
-562,-118,-288,-286,-240
-560,-143,-355,-337,-162
-487,323,-370,-273,-288
-484,237,-380,-312,-365
-543,-367,-199,-260,-231
-481,151,-390,-351,-442
-481,81,-362,-331,-297
-478,65,-400,-390,-519
-474,-90,-208,-222,-313
-548,115,-473,-367,51
-509,-250,-266,-221,-221
-471,-176,-218,-261,-390
-529,60,-412,-259,-75
-528,-1,-355,-247,-230
-434,-145,-295,-261,-457
-401,-150,-275,-124,-117
-467,40,-377,-290,99
-438,-7,-387,-221,-309
-455,-339,-119,-196,-304
-457,57,-403,-342,-99
-456,-4,-346,-330,-254
-482,142,-419,-343,-142
-440,27,-275,-183,-303
-444,-160,-232,-361,-252
-407,30,-400,-241,-401
-437,-59,-285,-222,-380
-452,-425,-129,-235,-381
-416,-48,-317,-177,-358
-508,71,-444,-214,-53
-421,-222,-186,-157,-294
-347,-65,-317,-196,-459
-345,-83,-317,-28,-240
-484,167,-352,-292,-220
-440,-167,-247,-265,-168
-364,-174,-193,-296,-49
-418,-308,-196,-196,-371
-400,-211,-218,-112,-272
-363,-235,-136,-284,-204
-380,-304,-120,-216,-395
-359,-382,-89,-311,-436
-331,-228,-218,-131,-373
-362,-296,-79,-272,-359
-356,16,-359,-369,-447
-390,23,-292,-306,-447
-406,-375,-145,-87,-306
-353,-218,-162,-336,-402
-365,-62,-276,-305,-404
-321,-270,-134,-328,-335
-485,228,-409,-304,-65
-356,-132,-152,-297,-325
-349,-225,-177,-240,-318
