obj0,obj1,obj2,obj3,obj4,cpu
-3600,-2601,-3529,-1603,-1886,0.280465
-3683,-2444,-3657,-1657,-1834,0.385203
-3397,-1912,-2668,-2267,-2349,0.51259
-3504,-2288,-2381,-2409,-1996,0.546103
-2750,-2963,-3369,-1375,-1582,0.596491
-4128,-2242,-3455,-1850,-1757,0.604672
-4235,-2618,-3168,-1992,-1404,0.634055
-3710,-1816,-3393,-1882,-1912,0.676328
-3817,-2192,-3106,-2024,-1559,0.695259
-3113,-1580,-1393,-2843,-2181,0.717336
-3447,-2980,-3597,-1046,-1011,0.723601
-3431,-2225,-3227,-2179,-2328,0.72842
-2464,-2431,-2380,-1985,-2097,0.734163
-1945,-1634,-2036,-2060,-2516,0.73697
-3538,-2601,-2940,-2321,-1975,0.73839
-2571,-2807,-2093,-2127,-1744,0.744203
-2052,-2010,-1749,-2202,-2163,0.747034
-3844,-1910,-2180,-2426,-1589,0.750404
-3875,-2133,-2887,-2097,-1875,0.755195
-3195,-2761,-3167,-1568,-1505,0.757502
-3982,-2509,-2600,-2239,-1522,0.761933
-3302,-3137,-2880,-1710,-1152,0.764203
-3268,-2824,-2321,-1798,-1173,0.765662
-3426,-1484,-2118,-2458,-1744,0.768682
-3099,-2448,-2019,-2374,-1615,0.770908
-2884,-2711,-2818,-1742,-1307,0.775708
-3581,-2728,-3046,-1413,-736,0.776513
-3147,-1893,-1952,-2755,-2160,0.778089
