obj0,obj1,obj2,obj3
1113,2767,2533,2903
1139,2932,2456,3314
1508,2611,2451,3014
1534,2776,2374,3425
1603,3157,1977,3222
1343,2748,2639,2779
1291,2825,2484,3183
1545,2702,2758,2430
1612,3191,2164,2770
1493,2779,2603,2834
1645,2672,2631,2703
1257,1987,2737,2993
1629,3322,1900,3633
1667,2836,2599,2079
1693,3001,2522,2490
2102,3581,1608,3089
1922,3237,1945,3087
1817,2448,2222,3344
1854,2800,2000,3036
1773,2881,2486,2270
2002,3117,1909,2867
1283,2152,2660,3404
1842,3172,2270,2646
1843,2613,2145,3755
1706,2537,2391,3139
1896,3072,2022,2676
1906,2723,2155,2632
2016,2832,2376,2512
2149,3064,1704,3034
2058,2616,2183,2501
1652,1831,2655,3104
1678,1996,2578,3515
1934,2680,1964,2816
1826,2482,2409,2892
2111,3378,1902,2720
1435,2045,2688,3273
2114,3197,2430,2329
2157,3226,2043,2398
1487,1968,2843,2869
2126,3053,2128,2552
2272,3177,1380,3266
1897,2817,2705,1955
2195,2912,1845,2712
2166,3260,2230,1946
2062,2680,2517,2190
2177,2631,1854,3058
2386,3462,1466,2995
1697,2595,2786,2299
1998,2020,2204,3126
2395,3496,1653,2543
2393,2838,1785,2837
1850,2606,2510,2525
1881,2127,2844,2201
2288,2527,2111,2336
2196,2927,1835,3458
2066,2457,2149,3177
1850,1757,2595,3229
2169,2842,2865,1638
2405,3147,1786,2499
2485,3027,1750,2279
2301,2567,2073,2743
1907,2292,2767,2612
2356,2964,2056,2387
2558,2481,1689,3477
2316,2872,1853,3211
2396,3113,1599,2951
2487,2433,2216,2262
2339,2132,2049,2802
1940,2546,2676,2541
2260,2570,2302,2152
2197,2799,2674,1822
2489,3091,2084,1968
2040,2292,2226,2766
2365,2297,1972,3213
2551,2806,1827,2624
2620,2665,1544,2784
2218,2350,2177,3046
2028,2664,2461,2805
2584,3637,1610,2176
2324,3228,2272,1733
2276,3084,2092,2607
2537,2907,1904,2223
2050,1943,2359,2722
2600,2753,1711,3117
2340,3614,1325,3317
2080,2587,2616,2401
2138,2472,2616,2666
2553,3464,1695,2330
2208,2647,2147,2556
2149,2446,2333,2561
2059,2185,2795,2481
2622,3323,1412,2490
2767,2888,2010,2099
2917,2870,1393,3098
2610,2404,1844,3073
2111,2108,2950,2077
2380,2551,2475,2068
2328,3007,2247,2203
2276,1971,2762,2312
2503,2911,1851,2554
2202,1836,2387,2591
2531,2478,2001,2578
2811,3215,1165,3067
2829,3065,1974,2051
2499,2493,2013,2868
2412,2463,2330,2021
2290,2365,2644,2535
2609,2787,1898,2665
2726,2320,1772,2815
2371,2517,2288,2520
2897,3502,1919,2102
2537,2058,1989,2927
2321,2735,2893,1507
2579,2373,1977,2648
2474,2746,2617,1733
2909,2945,1938,1831
2728,2978,1640,2521
2977,3382,1883,1882
3097,2519,1474,3278
2270,2273,2332,2642
2668,3266,2496,1505
2480,2900,2275,2072
2474,1897,2702,2437
2627,2847,2070,2239
2671,2519,1941,2438
3086,3643,1876,1735
2818,2466,1736,2605
3106,3402,1576,2122
2347,2372,2273,2686
2836,1898,1812,2963
2813,3873,1033,2773
2836,2747,1727,2259
2577,2353,2379,2562
2643,2952,1791,2414
2655,2414,2220,2263
2150,1913,2232,2995
2908,2627,1721,2701
2580,2791,2504,1924
3203,2174,1702,3309
2823,3524,1166,2729
2771,2331,2059,2490
3124,3329,1678,2049
3034,2673,1667,2384
3079,3087,1398,2920
2393,1864,2122,3237
2790,2899,1586,2581
2564,2686,2783,1749
2773,1737,2525,2473
3247,3442,1354,2281
3522,3121,1088,2646
3261,2500,1426,2331
3099,3177,1342,2984
2775,2395,2393,2179
2748,3146,2460,1285
3367,2155,1654,2362
2773,2586,2440,1769
2853,2340,2160,2388
3628,2776,1316,2677
2610,2532,2581,1944
2973,3170,2248,1600
2727,2738,2299,2091
2825,2773,2010,2364
2643,2562,2132,2254
2795,2455,2160,2123
3264,3370,1618,1909
3192,2641,1709,2171
2933,2220,2124,2168
2646,2212,2096,2722
3152,2896,1828,2073
3109,2828,1475,2940
2149,1597,2418,3265
3051,3520,1248,2896
3097,3368,1389,2574
2905,2653,1974,2144
2619,2438,2031,2621
2989,2439,2482,1821
2762,2612,2723,1874
3198,2339,2139,1841
2971,2512,2380,1894
2842,2492,2687,1654
2767,2039,2095,2803
3333,3229,1335,2069
3200,2997,2007,1547
2704,2727,2723,1609
2942,2402,1955,2290
3052,2600,1769,2311
3080,2167,1919,2335
3014,2282,1949,2732
3315,3879,1299,2332
3391,3547,1628,1830
2445,1787,2277,2833
3292,2937,1768,1933
3212,3057,1804,2153
3439,2884,1563,2100
3140,2328,1895,2415
3220,2208,1859,2195
2991,3097,2350,1527
3129,2480,2422,1681
3131,3138,2290,1387
3389,2889,1760,2124
3524,3779,956,2352
2643,1713,2217,2958
3630,3434,1184,2383
2080,1738,2701,3105
2795,1606,2245,2827
2942,1553,2040,2994
2704,1878,2808,2313
