obj0,obj1,obj2,obj3,obj4,cpu
-6185,-9008,-7774,-9094,-7501,2.21984
-6038,-8806,-7431,-9251,-6538,3.35799
-6099,-8659,-7363,-9660,-7047,4.88559
-6371,-7447,-7354,-8346,-6494,6.84098
-6245,-7936,-6900,-8205,-7150,6.91199
-5911,-7860,-7778,-9050,-6997,7.04725
-5785,-8349,-7324,-8909,-7653,7.20813
-5960,-7973,-6940,-8466,-7504,7.64977
-5699,-9081,-7260,-9013,-7254,8.61323
-5825,-7511,-7367,-9616,-6543,8.79616
-5972,-7713,-7710,-9459,-7506,8.82443
-5385,-8771,-7221,-8262,-7860,8.93764
-6380,-7890,-6775,-7998,-7681,9.29698
-5401,-7945,-6844,-8476,-8190,9.5752
-5131,-8134,-7095,-9423,-7581,10.1336
-5572,-8135,-7607,-8812,-7713,10.2462
-5917,-8406,-7241,-7961,-7821,10.577
-5233,-7657,-7129,-9071,-8365,10.7726
-6267,-7129,-6694,-8526,-6554,11.1879
-6353,-7478,-7105,-7960,-7008,11.2254
-5556,-8208,-7677,-9095,-7319,11.2852
-5470,-7859,-7266,-9661,-6865,11.2944
-5617,-8061,-7609,-9504,-7828,11.3004
-5217,-8483,-7506,-8857,-8035,11.3732
-5893,-7891,-7529,-8664,-7511,11.4102
-5792,-7685,-7225,-9061,-7679,11.5054
-5847,-7918,-6731,-9043,-7659,11.5787
-6278,-8367,-6741,-8350,-6897,11.8554
-6335,-7178,-6744,-8285,-7170,11.8886
-5532,-7100,-6633,-9760,-6880,11.9973
-6097,-6906,-6570,-8147,-7654,12.0138
-5467,-8340,-7140,-8934,-7793,12.0914
-5749,-8118,-7526,-8556,-7996,12.1857
-6007,-7648,-7085,-8041,-7841,12.1993
-5491,-7187,-6688,-8556,-8210,12.2507
-5412,-7365,-6507,-7761,-8215,12.2751
-5812,-6943,-6610,-8408,-8008,12.3215
-6464,-6806,-6321,-7602,-5890,12.4389
-6525,-6659,-6253,-8011,-6399,12.4496
-6357,-6371,-6538,-8606,-6574,12.4556
-6611,-7008,-6664,-7445,-6853,12.4656
-6443,-6720,-6949,-8040,-7028,12.4874
-5875,-7591,-7168,-8989,-7673,12.5168
-5234,-7844,-6933,-7463,-8001,12.5632
-5796,-7769,-6987,-8194,-7678,12.5819
-5983,-7133,-7373,-8744,-7531,12.5916
-6050,-7215,-6784,-8546,-7524,12.6318
-6105,-7448,-6290,-8528,-7504,12.6748
-5028,-7703,-7154,-8519,-8350,12.683
-4949,-7881,-6973,-7724,-8355,12.6932
-5039,-7123,-6817,-7804,-8375,12.7135
-5349,-7459,-7076,-8371,-8148,12.7295
-5439,-6701,-6920,-8451,-8168,12.7498
-5537,-6501,-6125,-8938,-7831,12.7653
-6471,-6713,-6099,-7530,-6589,12.8211
-6557,-7062,-6510,-6964,-7043,12.8352
-6238,-6766,-6974,-7488,-7013,12.8476
-6389,-6774,-6795,-7559,-7218,12.8491
-5412,-8107,-7634,-8952,-7813,12.8689
-5012,-8529,-7531,-8305,-8020,12.8845
-5333,-8285,-7453,-8157,-7818,12.9013
-6097,-7475,-6934,-7668,-7546,12.9068
-5520,-7649,-7839,-8707,-7671,12.9142
-5778,-7179,-7398,-8192,-7516,12.9199
-5929,-7187,-7219,-8263,-7721,12.9268
-5341,-8621,-6866,-8691,-7515,13.0483
-5466,-7703,-7685,-8226,-7861,13.0806
-6267,-7698,-7058,-8047,-6446,13.1218
-6317,-7501,-7200,-7865,-6684,13.1264
-6324,-6509,-7061,-7982,-6719,13.1349
-6299,-7532,-6951,-7479,-7198,13.1443
-5839,-7945,-7375,-8183,-7701,13.1658
-6093,-7391,-7172,-8535,-7547,13.1812
-6014,-7569,-6991,-7740,-7552,13.1892
-6104,-6811,-6835,-7820,-7572,13.1952
-5661,-6585,-6686,-7130,-8041,13.1976
-6200,-7327,-6210,-8399,-5846,13.2438
-6400,-7449,-5818,-7236,-6423,13.2501
