obj0,obj1,obj2,obj3
18560,18071,24965,13596
18709,18046,25002,13737
18858,18021,25039,13878
19007,17996,25076,14019
19156,17971,25113,14160
19305,17946,25150,14301
19454,17921,25187,14442
19594,17909,25424,15211
19603,17896,25224,14583
19643,17892,25462,15339
19692,17875,25500,15467
19741,17858,25538,15595
19790,17841,25576,15723
19839,17824,25614,15851
19888,17807,25652,15979
19937,17790,25690,16107
19986,17773,25728,16235
20035,17756,25766,16363
20084,17739,25804,16491
20133,17722,25842,16619
20182,17705,25880,16747
20231,17688,25918,16875
20280,17671,25956,17003
20329,17654,25994,17131
20378,17637,26032,17259
20427,17620,26070,17387
20476,17603,26108,17515
20525,17586,26146,17643
20543,17581,24375,14096
20574,17569,26184,17771
20578,17480,24275,14096
20613,17379,24175,14096
20632,16012,23680,19784
20781,15987,23717,19925
20837,15580,24923,21570
20986,15555,24960,21711
21135,15530,24997,21852
21278,15460,22275,14096
21313,15359,22175,14096
21348,15258,22075,14096
21383,15157,21975,14096
21418,15056,21875,14096
21453,14955,21775,14096
21488,14854,21675,14096
21523,14753,21575,14096
21672,14728,21612,14237
21821,14703,21649,14378
21970,14678,21686,14519
22119,14653,21723,14660
22268,14628,21760,14801
22417,14603,21797,14942
22557,14591,22034,15711
22566,14578,21834,15083
22606,14574,22072,15839
22655,14557,22110,15967
22702,14242,23534,23275
23070,14209,21790,20284
23105,14108,21690,20284
23140,14007,21590,20284
19678,18044,24748,15266
23175,13906,21490,20284
20438,17884,24675,14096
23210,13805,21390,20284
20473,17783,24575,14096
20508,17682,24475,14096
23245,13704,21290,20284
23280,13603,21190,20284
23315,13502,21090,20284
23350,13401,20990,20284
23385,13300,20890,20284
20788,16874,23675,14096
20823,16773,23575,14096
23420,13199,20790,20284
20858,16672,23475,14096
20893,16571,23375,14096
23455,13098,20690,20284
20928,16470,23275,14096
20963,16369,23175,14096
23490,12997,20590,20284
20998,16268,23075,14096
21033,16167,22975,14096
23525,12896,20490,20284
21068,16066,22875,14096
21103,15965,22775,14096
23560,12795,20390,20284
21138,15864,22675,14096
21173,15763,22575,14096
23595,12694,20290,20284
21208,15662,22475,14096
23660,12666,21933,22070
21243,15561,22375,14096
23695,12565,21833,22070
23730,12464,21733,22070
23765,12363,21633,22070
23800,12262,21533,22070
23949,12237,21570,22211
24098,12212,21607,22352
24247,12187,21644,22493
22571,14928,21558,15766
22606,14827,21458,15766
24396,12162,21681,22634
24545,12137,21718,22775
22641,14726,21358,15766
24694,12112,21755,22916
24843,12087,21792,23057
24992,12062,21829,23198
25141,12037,21866,23339
25250,11962,19501,21989
25285,11861,19401,21989
25320,11760,19301,21989
25355,11659,19201,21989
25390,11558,19101,21989
25425,11457,19001,21989
23883,13440,20227,16008
24931,13615,20210,17678
24966,13514,20110,17678
25460,11356,18901,21989
25001,13413,20010,17678
25075,12467,20001,21989
25110,12366,19901,21989
25525,11328,20544,23775
25560,11227,20444,23775
25145,12265,19801,21989
25180,12164,19701,21989
20851,15624,25030,21563
20865,15668,25137,21556
20879,15712,25244,21549
20893,15756,25351,21542
20907,15800,25458,21535
20921,15844,25565,21528
20930,15962,23754,20066
20935,15888,25672,21521
20949,15932,25779,21514
21079,15937,23791,20207
20646,16056,23787,19777
25595,11126,20344,23775
20648,17278,24075,14096
20660,16100,23894,19770
20674,16144,24001,19763
20683,17177,23975,14096
20688,16188,24108,19756
20702,16232,24215,19749
20716,16276,24322,19742
20718,17076,23875,14096
25215,12063,19601,21989
20730,16320,24429,19735
20744,16364,24536,19728
20753,16975,23775,14096
20758,16408,24643,19721
20772,16452,24750,19714
20786,16496,24857,19707
20527,17612,26069,17400
20478,17629,26031,17272
20800,16540,24964,19700
20814,16584,25071,19693
20429,17646,25993,17144
20529,17638,25992,17157
20380,17663,25955,17016
20480,17655,25954,17029
20331,17680,25917,16888
20431,17672,25916,16901
20531,17664,25915,16914
20282,17697,25879,16760
20382,17689,25878,16773
20482,17681,25877,16786
20233,17714,25841,16632
20333,17706,25840,16645
20433,17698,25839,16658
20184,17731,25803,16504
20284,17723,25802,16517
22704,14540,22148,16095
20828,16628,25178,19686
20384,17715,25801,16530
20135,17748,25765,16376
20842,16672,25285,19679
20484,17707,25800,16543
20235,17740,25764,16389
20856,16716,25392,19672
20335,17732,25763,16402
20086,17765,25727,16248
22753,14523,22186,16223
20435,17724,25762,16415
20186,17757,25726,16261
20286,17749,25725,16274
20037,17782,25689,16120
20386,17741,25724,16287
20137,17774,25688,16133
22802,14506,22224,16351
20486,17733,25723,16300
20237,17766,25687,16146
19988,17799,25651,15992
20337,17758,25686,16159
20088,17791,25650,16005
20437,17750,25685,16172
20188,17783,25649,16018
22851,14489,22262,16479
19939,17816,25613,15864
20497,17746,25446,15429
20288,17775,25648,16031
20039,17808,25612,15877
20348,17771,25409,15288
20388,17767,25647,16044
20139,17800,25611,15890
19890,17833,25575,15736
20488,17759,25646,16057
20199,17796,25372,15147
20239,17792,25610,15903
19990,17825,25574,15749
22900,14472,22300,16607
20339,17784,25609,15916
20050,17821,25335,15006
20090,17817,25573,15762
19841,17850,25537,15608
20190,17809,25572,15775
19901,17846,25298,14865
19941,17842,25536,15621
20041,17834,25535,15634
22949,14455,22338,16735
19752,17871,25261,14724
19792,17867,25499,15480
19892,17859,25498,15493
19743,17884,25461,15352
22998,14438,22376,16863
23000,14411,21990,20284
23035,14310,21890,20284
20423,17919,24933,15971
20274,17944,24896,15830
20125,17969,24859,15689
19976,17994,24822,15548
19827,18019,24785,15407
20403,17985,24775,14096
25630,11025,20244,23775
23047,14421,22414,16991
23049,14354,21997,20277
23063,14398,22104,20270
23096,14404,22452,17119
23112,14341,22111,20263
23098,14297,22004,20270
23126,14385,22218,20256
23145,14387,22490,17247
23161,14284,22118,20256
23175,14328,22225,20249
23189,14372,22332,20242
23194,14370,22528,17375
23084,14253,21897,20277
23224,14271,22232,20242
23238,14315,22339,20235
23243,14353,22566,17503
23147,14240,22011,20263
23287,14258,22346,20228
23292,14336,22604,17631
23210,14227,22125,20249
23301,14302,22453,20221
23341,14319,22642,17759
23133,14196,21904,20270
23273,14214,22239,20235
23350,14245,22460,20214
23364,14289,22567,20207
23390,14302,22680,17887
23196,14183,22018,20256
23336,14201,22353,20221
23413,14232,22574,20200
23427,14276,22681,20193
23439,14285,22718,18015
23119,14152,21797,20277
23259,14170,22132,20242
23399,14188,22467,20207
23476,14219,22688,20186
23488,14268,22756,18143
23182,14139,21911,20263
23322,14157,22246,20228
23462,14175,22581,20193
23490,14263,22795,20179
23537,14251,22794,18271
23245,14126,22025,20249
23385,14144,22360,20214
23525,14162,22695,20179
23539,14206,22802,20172
23553,14250,22909,20165
23308,14113,22139,20235
23168,14095,21804,20270
23448,14131,22474,20200
23586,14234,22832,18399
23588,14149,22809,20165
23602,14193,22916,20158
23371,14100,22253,20221
23231,14082,21918,20256
23511,14118,22588,20186
23635,14217,22870,18527
23434,14087,22367,20207
23294,14069,22032,20242
23638,14147,20927,16008
23574,14105,22702,20172
23154,14051,21697,20277
23497,14074,22481,20193
23357,14056,22146,20228
23637,14092,22816,20158
23217,14038,21811,20263
25665,10924,20144,23775
23560,14061,22595,20179
23420,14043,22260,20214
23280,14025,21925,20249
23623,14048,22709,20165
23483,14030,22374,20200
23343,14012,22039,20235
23203,13994,21704,20270
23651,14136,22923,20151
23673,14046,20827,16008
23546,14017,22488,20186
23406,13999,22153,20221
23266,13981,21818,20256
23609,14004,22602,20172
23469,13986,22267,20207
23329,13968,21932,20242
23189,13950,21597,20277
23672,13991,22716,20158
23532,13973,22381,20193
23392,13955,22046,20228
23252,13937,21711,20263
23595,13960,22495,20179
23455,13942,22160,20214
23315,13924,21825,20249
23658,13947,22609,20165
23518,13929,22274,20200
23378,13911,21939,20235
23238,13893,21604,20270
23686,14035,22823,20151
23708,13945,20727,16008
23581,13916,22388,20186
23441,13898,22053,20221
23301,13880,21718,20256
23644,13903,22502,20172
23504,13885,22167,20207
23364,13867,21832,20242
23224,13849,21497,20277
23707,13890,22616,20158
23567,13872,22281,20193
23427,13854,21946,20228
23287,13836,21611,20263
23630,13859,22395,20179
23490,13841,22060,20214
23350,13823,21725,20249
23693,13846,22509,20165
23553,13828,22174,20200
23413,13810,21839,20235
23273,13792,21504,20270
23721,13934,22723,20151
23743,13844,20627,16008
23616,13815,22288,20186
23476,13797,21953,20221
23336,13779,21618,20256
23679,13802,22402,20172
23539,13784,22067,20207
23399,13766,21732,20242
23259,13748,21397,20277
23742,13789,22516,20158
23602,13771,22181,20193
23462,13753,21846,20228
23322,13735,21511,20263
23665,13758,22295,20179
23525,13740,21960,20214
23385,13722,21625,20249
23728,13745,22409,20165
23588,13727,22074,20200
23448,13709,21739,20235
23308,13691,21404,20270
23756,13833,22623,20151
23778,13743,20527,16008
23651,13714,22188,20186
23511,13696,21853,20221
23371,13678,21518,20256
23714,13701,22302,20172
23574,13683,21967,20207
23434,13665,21632,20242
23294,13647,21297,20277
23777,13688,22416,20158
23637,13670,22081,20193
23497,13652,21746,20228
23357,13634,21411,20263
23700,13657,22195,20179
23560,13639,21860,20214
23420,13621,21525,20249
23763,13644,22309,20165
23623,13626,21974,20200
23483,13608,21639,20235
23343,13590,21304,20270
23791,13732,22523,20151
23813,13642,20427,16008
23686,13613,22088,20186
23546,13595,21753,20221
23406,13577,21418,20256
23749,13600,22202,20172
23609,13582,21867,20207
23469,13564,21532,20242
23329,13546,21197,20277
23812,13587,22316,20158
23672,13569,21981,20193
23532,13551,21646,20228
23392,13533,21311,20263
23735,13556,22095,20179
23595,13538,21760,20214
23455,13520,21425,20249
23798,13543,22209,20165
23658,13525,21874,20200
23518,13507,21539,20235
23826,13631,22423,20151
23378,13489,21204,20270
23848,13541,20327,16008
23721,13512,21988,20186
23581,13494,21653,20221
23441,13476,21318,20256
23784,13499,22102,20172
23644,13481,21767,20207
23504,13463,21432,20242
23364,13445,21097,20277
23847,13486,22216,20158
23707,13468,21881,20193
23567,13450,21546,20228
23427,13432,21211,20263
23770,13455,21995,20179
23630,13437,21660,20214
23490,13419,21325,20249
23833,13442,22109,20165
23693,13424,21774,20200
23553,13406,21439,20235
23861,13530,22323,20151
23413,13388,21104,20270
23756,13411,21888,20186
23616,13393,21553,20221
23476,13375,21218,20256
23819,13398,22002,20172
23679,13380,21667,20207
23539,13362,21332,20242
23399,13344,20997,20277
23742,13367,21781,20193
23602,13349,21446,20228
23462,13331,21111,20263
23805,13354,21895,20179
23665,13336,21560,20214
23525,13318,21225,20249
23932,13423,20265,16136
23728,13323,21674,20200
23588,13305,21339,20235
23448,13287,21004,20270
23981,13406,20303,16264
23791,13310,21788,20186
23651,13292,21453,20221
23511,13274,21118,20256
24030,13389,20341,16392
23714,13279,21567,20207
23574,13261,21232,20242
24079,13372,20379,16520
23434,13243,20897,20277
23777,13266,21681,20193
24128,13355,20417,16648
23637,13248,21346,20228
23497,13230,21011,20263
24177,13338,20455,16776
23700,13235,21460,20214
23560,13217,21125,20249
24226,13321,20493,16904
23763,13222,21574,20200
23623,13204,21239,20235
23483,13186,20904,20270
24275,13304,20531,17032
23603,14248,21027,16008
23686,13191,21353,20221
23637,14243,22793,18284
24324,13287,20569,17160
23546,13173,21018,20256
24373,13270,20607,17288
23749,13178,21467,20207
23609,13160,21132,20242
23469,13142,20797,20277
24422,13253,20645,17416
23672,13147,21246,20228
23532,13129,20911,20263
24471,13236,20683,17544
23588,14260,22755,18156
